# SIMULARE — semnal generat de genereaza_simulare.py, nu inregistrat. Rol: control pozitiv pentru validarea lantului de analiza.
t_s,bpm
6.56,79.49
6.60,76.96
6.64,77.09
6.68,77.22
6.72,78.32
6.76,78.05
6.80,77.89
6.84,78.37
6.88,78.87
6.92,77.15
6.96,77.27
7.00,77.90
7.04,79.54
7.08,78.18
7.12,77.28
7.16,79.04
7.20,78.36
7.24,79.11
7.28,78.44
7.32,78.27
7.36,77.88
7.40,77.23
7.44,79.47
7.48,78.92
7.52,77.41
7.56,78.59
7.60,76.52
7.64,79.13
7.68,79.22
7.72,79.43
7.76,79.45
7.80,81.98
7.84,80.26
7.88,80.02
7.92,80.06
7.96,79.91
8.00,82.58
8.04,81.16
8.08,80.93
8.12,81.36
8.16,82.96
8.20,82.70
8.24,81.31
8.28,82.35
8.32,80.68
8.36,81.77
8.40,83.12
8.44,82.77
8.48,84.37
8.52,81.91
8.56,82.52
8.60,82.60
8.64,83.80
8.68,83.35
8.72,81.95
8.76,85.03
8.80,83.52
8.84,85.19
8.88,83.50
8.92,84.95
8.96,85.03
9.00,84.64
9.04,85.63
9.08,83.90
9.12,84.53
9.16,86.56
9.20,84.03
9.24,84.17
9.28,83.23
9.32,84.19
9.36,83.82
9.40,82.80
9.44,83.30
9.48,83.75
9.52,84.17
9.56,83.65
9.60,83.06
9.64,82.07
9.68,82.29
9.72,83.16
9.76,82.13
9.80,82.14
9.84,80.60
9.88,81.05
9.92,82.07
9.96,82.16
10.00,80.27
10.04,80.14
10.08,80.01
10.12,79.53
10.16,79.11
10.20,79.81
10.24,79.89
10.28,79.85
10.32,78.76
10.36,78.92
10.40,79.33
10.44,79.42
10.48,79.43
10.52,78.79
10.56,78.50
10.60,78.10
10.64,78.68
10.68,77.84
10.72,79.01
10.76,78.09
10.80,77.50
10.84,78.86
10.88,76.94
10.92,78.90
10.96,76.55
11.00,78.09
11.04,76.98
11.08,77.17
11.12,76.28
11.16,78.66
11.20,77.88
11.24,77.04
11.28,78.03
11.32,78.41
11.36,78.04
11.40,77.94
11.44,79.79
11.48,80.24
11.52,78.67
11.56,79.72
11.60,79.50
11.64,79.45
11.68,80.33
11.72,77.65
11.76,79.77
11.80,81.59
11.84,80.34
11.88,80.44
11.92,79.47
11.96,79.32
12.00,80.65
12.04,80.62
12.08,81.50
12.12,80.53
12.16,81.83
12.20,81.20
12.24,81.59
12.28,84.10
12.32,81.50
12.36,82.39
12.40,82.43
12.44,80.08
12.48,83.05
12.52,82.32
12.56,82.33
12.60,83.80
12.64,85.07
12.68,85.07
12.72,83.42
12.76,84.76
12.80,83.73
12.84,84.39
12.88,83.45
12.92,85.00
12.96,83.77
13.00,82.87
13.04,83.91
13.08,83.22
13.12,83.52
13.16,84.51
13.20,83.29
13.24,82.43
13.28,83.29
13.32,84.37
13.36,83.39
13.40,83.10
13.44,83.92
13.48,83.42
13.52,81.95
13.56,83.39
13.60,83.23
13.64,82.53
13.68,82.37
13.72,80.47
13.76,81.61
13.80,80.48
13.84,79.83
13.88,80.69
13.92,81.16
13.96,80.35
14.00,82.06
14.04,82.82
14.08,79.91
14.12,80.43
14.16,78.92
14.20,79.36
14.24,80.91
14.28,80.43
14.32,77.74
14.36,78.67
14.40,78.62
14.44,77.38
14.48,79.47
14.52,78.18
14.56,78.31
14.60,79.73
14.64,77.02
14.68,78.09
14.72,77.61
14.76,77.33
14.80,77.21
14.84,77.41
14.88,76.19
14.92,79.70
14.96,78.07
15.00,77.12
15.04,76.68
15.08,77.49
15.12,76.41
15.16,77.32
15.20,76.74
15.24,78.20
15.28,76.93
15.32,78.06
15.36,78.86
15.40,76.13
15.44,77.42
15.48,76.93
15.52,76.43
15.56,78.58
15.60,78.34
15.64,79.30
15.68,79.42
15.72,79.18
15.76,78.96
15.80,79.35
15.84,80.55
15.88,79.67
15.92,78.77
15.96,79.76
16.00,78.68
16.04,81.08
16.08,78.79
16.12,79.15
16.16,78.69
16.20,81.00
16.24,81.93
16.28,82.35
16.32,82.00
16.36,80.22
16.40,81.90
16.44,82.26
16.48,82.46
16.52,82.33
16.56,80.42
16.60,82.55
16.64,83.40
16.68,81.18
16.72,80.88
16.76,83.57
16.80,84.10
16.84,82.80
16.88,82.28
16.92,81.38
16.96,81.90
17.00,81.69
17.04,82.79
17.08,81.32
17.12,82.98
17.16,83.50
17.20,82.39
17.24,81.80
17.28,83.99
17.32,83.72
17.36,80.97
17.40,83.68
17.44,82.30
17.48,82.44
17.52,80.79
17.56,82.19
17.60,81.57
17.64,82.28
17.68,80.27
17.72,79.82
17.76,79.77
17.80,80.19
17.84,80.02
17.88,79.12
17.92,78.90
17.96,80.70
18.00,78.70
18.04,78.03
18.08,79.64
18.12,79.32
18.16,78.62
18.20,78.11
18.24,77.34
18.28,77.34
18.32,78.56
18.36,77.24
18.40,77.04
18.44,77.41
18.48,77.21
18.52,76.23
18.56,76.46
18.60,76.04
18.64,77.54
18.68,77.31
18.72,77.39
18.76,75.78
18.80,74.73
18.84,76.41
18.88,76.35
18.92,74.15
18.96,74.90
19.00,76.70
19.04,74.77
19.08,74.70
19.12,76.48
19.16,75.47
19.20,76.31
19.24,75.77
19.28,75.53
19.32,75.80
19.36,76.23
19.40,74.91
19.44,75.91
19.48,77.39
19.52,75.83
19.56,77.13
19.60,75.83
19.64,77.02
19.68,76.50
19.72,75.44
19.76,78.89
19.80,77.44
19.84,76.53
19.88,78.24
19.92,78.91
19.96,77.73
20.00,77.72
20.04,78.43
20.08,79.56
20.12,77.27
20.16,79.95
20.20,79.25
20.24,79.70
20.28,79.53
20.32,79.65
20.36,81.63
20.40,81.20
20.44,80.67
20.48,80.26
20.52,81.51
20.56,79.85
20.60,80.88
20.64,80.66
20.68,79.99
20.72,80.38
20.76,80.84
20.80,80.22
20.84,80.90
20.88,80.67
20.92,80.44
20.96,80.47
21.00,81.76
21.04,80.77
21.08,80.52
21.12,81.22
21.16,80.83
21.20,80.43
21.24,80.91
21.28,80.60
21.32,79.78
21.36,80.59
21.40,79.75
21.44,80.75
21.48,79.37
21.52,77.62
21.56,80.35
21.60,80.60
21.64,81.13
21.68,79.64
21.72,79.38
21.76,79.21
21.80,79.31
21.84,78.71
21.88,77.59
21.92,78.39
21.96,78.10
22.00,77.18
22.04,76.33
22.08,76.38
22.12,76.27
22.16,77.02
22.20,76.33
22.24,76.26
22.28,74.92
22.32,77.56
22.36,73.82
22.40,74.86
22.44,73.62
22.48,75.08
22.52,74.59
22.56,74.28
22.60,75.08
22.64,74.15
22.68,75.11
22.72,75.53
22.76,75.01
22.80,74.65
22.84,74.13
22.88,74.06
22.92,73.49
22.96,74.29
23.00,74.85
23.04,74.42
23.08,74.62
23.12,75.38
23.16,74.12
23.20,74.58
23.24,73.54
23.28,72.60
23.32,74.60
23.36,74.62
23.40,73.11
23.44,76.11
23.48,74.23
23.52,75.34
23.56,75.72
23.60,73.48
23.64,76.09
23.68,75.55
23.72,74.29
23.76,76.10
23.80,75.58
23.84,74.89
23.88,76.77
23.92,76.37
23.96,76.59
24.00,77.34
24.04,77.87
24.08,76.79
24.12,77.20
24.16,78.19
24.20,78.25
24.24,77.08
24.28,77.60
24.32,77.89
24.36,79.95
24.40,77.86
24.44,78.89
24.48,79.55
24.52,77.97
24.56,80.26
24.60,79.51
24.64,79.49
24.68,79.49
24.72,79.72
24.76,78.79
24.80,79.02
24.84,77.20
24.88,79.28
24.92,78.21
24.96,78.75
25.00,80.10
25.04,78.67
25.08,81.95
25.12,78.89
25.16,79.66
25.20,78.53
25.24,79.15
25.28,78.68
25.32,79.96
25.36,79.04
25.40,77.90
25.44,78.31
25.48,77.50
25.52,77.68
25.56,78.67
25.60,77.11
25.64,79.40
25.68,77.07
25.72,77.34
25.76,75.64
25.80,78.18
25.84,76.74
25.88,77.28
25.92,73.80
25.96,75.16
26.00,74.82
26.04,75.55
26.08,75.23
26.12,76.07
26.16,74.84
26.20,74.87
26.24,73.26
26.28,76.29
26.32,74.09
26.36,73.06
26.40,74.18
26.44,73.61
26.48,74.61
26.52,74.32
26.56,74.26
26.60,71.38
26.64,71.88
26.68,72.58
26.72,74.12
26.76,72.46
26.80,72.90
26.84,75.02
26.88,71.34
26.92,73.00
26.96,71.30
27.00,74.07
27.04,72.85
27.08,73.13
27.12,74.47
27.16,72.64
27.20,73.55
27.24,71.89
27.28,72.92
27.32,74.16
27.36,72.41
27.40,72.57
27.44,72.60
27.48,73.15
27.52,73.39
27.56,73.96
27.60,72.10
27.64,73.56
27.68,74.19
27.72,74.13
27.76,76.01
27.80,75.24
27.84,74.05
27.88,75.51
27.92,75.75
27.96,75.49
28.00,76.05
28.04,75.46
28.08,75.13
28.12,77.03
28.16,77.47
28.20,77.61
28.24,76.62
28.28,76.15
28.32,75.20
28.36,77.73
28.40,77.31
28.44,77.89
28.48,75.86
28.52,77.35
28.56,75.97
28.60,78.50
28.64,77.95
28.68,78.14
28.72,79.46
28.76,78.72
28.80,79.09
28.84,77.71
28.88,80.21
28.92,78.70
28.96,77.98
29.00,77.95
29.04,79.48
29.08,78.57
29.12,78.53
29.16,78.26
29.20,78.58
29.24,77.99
29.28,76.74
29.32,79.38
29.36,78.76
29.40,79.63
29.44,79.23
29.48,77.15
29.52,77.63
29.56,75.55
29.60,78.51
29.64,77.90
29.68,75.42
29.72,76.68
29.76,76.48
29.80,74.10
29.84,76.93
29.88,74.81
29.92,75.27
29.96,75.66
30.00,76.42
30.04,75.58
30.08,74.73
30.12,74.58
30.16,74.06
30.20,76.16
30.24,73.86
30.28,75.30
30.32,73.27
30.36,72.95
30.40,73.09
30.44,73.58
30.48,72.21
30.52,72.88
30.56,72.71
30.60,73.46
30.64,72.20
30.68,74.24
30.72,71.95
30.76,71.91
30.80,73.59
30.84,73.25
30.88,70.04
30.92,72.49
30.96,73.11
31.00,71.81
31.04,71.53
31.08,71.72
31.12,71.36
31.16,71.30
31.20,71.65
31.24,72.23
31.28,71.72
31.32,73.03
31.36,72.33
31.40,72.03
31.44,74.25
31.48,70.62
31.52,74.08
31.56,73.75
31.60,73.02
31.64,73.73
31.68,72.76
31.72,73.97
31.76,75.05
31.80,74.93
31.84,73.58
31.88,74.57
31.92,75.43
31.96,74.89
32.00,73.25
32.04,75.17
32.08,77.16
32.12,76.34
32.16,74.42
32.20,76.01
32.24,76.21
32.28,76.64
32.32,75.48
32.36,76.78
32.40,77.66
32.44,77.13
32.48,78.07
32.52,76.75
32.56,78.10
32.60,79.22
32.64,76.90
32.68,77.75
32.72,77.47
32.76,78.59
32.80,77.40
32.84,77.18
32.88,79.80
32.92,77.58
32.96,78.80
33.00,79.06
33.04,77.85
33.08,79.01
33.12,77.65
33.16,77.55
33.20,78.47
33.24,78.47
33.28,77.68
33.32,76.98
33.36,77.95
33.40,76.72
33.44,79.30
33.48,77.87
33.52,76.76
33.56,78.36
33.60,77.30
33.64,76.94
33.68,76.31
33.72,77.43
33.76,78.33
33.80,76.05
33.84,75.47
33.88,75.44
33.92,74.82
33.96,76.25
34.00,76.52
34.04,74.26
34.08,76.57
34.12,75.12
34.16,74.90
34.20,74.19
34.24,74.42
34.28,74.20
34.32,74.65
34.36,72.16
34.40,74.10
34.44,72.94
34.48,73.56
34.52,73.49
34.56,72.05
34.60,72.71
34.64,71.57
34.68,73.54
34.72,72.62
34.76,71.86
34.80,73.01
34.84,72.67
34.88,71.76
34.92,72.28
34.96,73.42
35.00,72.34
35.04,72.92
35.08,73.19
35.12,71.35
35.16,73.04
35.20,72.68
35.24,71.65
35.28,73.03
35.32,72.50
35.36,73.59
35.40,71.92
35.44,72.81
35.48,74.66
35.52,74.73
35.56,73.97
35.60,74.61
35.64,74.57
35.68,74.78
35.72,73.67
35.76,72.97
35.80,74.73
35.84,75.65
35.88,73.99
35.92,74.54
35.96,75.62
36.00,74.93
36.04,76.48
36.08,75.70
36.12,76.41
36.16,76.07
36.20,76.36
36.24,77.11
36.28,76.57
36.32,78.45
36.36,78.05
36.40,77.37
36.44,77.03
36.48,78.95
36.52,79.85
36.56,78.98
36.60,77.12
36.64,78.67
36.68,77.83
36.72,79.31
36.76,79.24
36.80,79.58
36.84,80.48
36.88,79.89
36.92,79.34
36.96,78.78
37.00,79.57
37.04,79.81
37.08,78.10
37.12,77.98
37.16,78.66
37.20,79.62
37.24,78.59
37.28,79.84
37.32,78.85
37.36,77.93
37.40,79.90
37.44,78.59
37.48,79.42
37.52,78.12
37.56,78.59
37.60,78.99
37.64,76.95
37.68,77.98
37.72,76.79
37.76,74.79
37.80,78.82
37.84,76.65
37.88,76.51
37.92,77.88
37.96,76.32
38.00,77.21
38.04,76.19
38.08,75.99
38.12,75.76
38.16,75.39
38.20,74.93
38.24,76.01
38.28,76.43
38.32,74.66
38.36,73.26
38.40,74.43
38.44,74.61
38.48,73.89
38.52,73.26
38.56,73.10
38.60,74.08
38.64,74.91
38.68,74.21
38.72,74.83
38.76,73.77
38.80,74.23
38.84,73.73
38.88,73.13
38.92,75.41
38.96,72.87
39.00,74.62
39.04,73.26
39.08,72.64
39.12,75.20
39.16,74.25
39.20,73.14
39.24,72.96
39.28,74.46
39.32,74.72
39.36,75.19
39.40,74.77
39.44,75.03
39.48,74.89
39.52,73.60
39.56,75.21
39.60,75.74
39.64,74.97
39.68,76.47
39.72,76.11
39.76,75.96
39.80,75.65
39.84,75.89
39.88,76.60
39.92,78.52
39.96,77.49
40.00,76.29
40.04,78.04
40.08,77.79
40.12,77.69
40.16,77.74
40.20,78.54
40.24,76.35
40.28,79.88
40.32,79.00
40.36,76.96
40.40,76.86
40.44,79.05
40.48,80.40
40.52,79.86
40.56,79.69
40.60,78.61
40.64,81.32
40.68,80.07
40.72,79.75
40.76,79.68
40.80,80.89
40.84,80.16
40.88,81.32
40.92,81.09
40.96,80.42
41.00,81.39
41.04,79.94
41.08,82.97
41.12,80.92
41.16,80.74
41.20,79.99
41.24,81.35
41.28,79.84
41.32,80.11
41.36,79.50
41.40,80.51
41.44,78.64
41.48,80.63
41.52,78.48
41.56,79.51
41.60,78.77
41.64,80.00
41.68,78.82
41.72,79.50
41.76,78.12
41.80,77.34
41.84,77.77
41.88,77.78
41.92,78.51
41.96,77.83
42.00,79.07
42.04,78.60
42.08,76.86
42.12,77.68
42.16,77.45
42.20,77.11
42.24,77.96
42.28,77.63
42.32,76.54
42.36,77.14
42.40,74.60
42.44,76.12
42.48,75.31
42.52,75.35
42.56,75.46
42.60,74.17
42.64,75.07
42.68,74.67
42.72,76.74
42.76,75.31
42.80,74.21
42.84,75.22
42.88,75.45
42.92,74.84
42.96,74.24
43.00,74.59
43.04,73.91
43.08,74.95
43.12,76.64
43.16,76.19
43.20,75.96
43.24,74.97
43.28,75.19
43.32,76.21
43.36,74.48
43.40,76.35
43.44,75.57
43.48,74.48
43.52,77.42
43.56,77.37
43.60,76.71
43.64,76.59
43.68,78.38
43.72,75.89
43.76,75.27
43.80,76.33
43.84,77.76
43.88,78.14
43.92,78.75
43.96,78.46
44.00,78.23
44.04,78.96
44.08,78.01
44.12,78.50
44.16,79.61
44.20,79.08
44.24,77.54
44.28,78.13
44.32,80.36
44.36,79.98
44.40,79.29
44.44,79.27
44.48,79.48
44.52,81.32
44.56,79.40
44.60,81.57
44.64,78.56
44.68,80.84
44.72,81.79
44.76,81.87
44.80,81.86
44.84,81.80
44.88,82.49
44.92,80.62
44.96,79.94
45.00,82.28
45.04,80.66
45.08,81.52
45.12,81.65
45.16,80.64
45.20,80.99
45.24,80.13
45.28,81.31
45.32,81.37
45.36,80.90
45.40,81.22
45.44,80.42
45.48,80.48
45.52,82.09
45.56,79.52
45.60,79.21
45.64,79.91
45.68,78.86
45.72,80.02
45.76,80.82
45.80,79.33
45.84,78.66
45.88,78.75
45.92,78.42
45.96,77.47
46.00,78.17
46.04,77.93
46.08,78.75
46.12,79.64
46.16,79.00
46.20,77.96
46.24,77.29
46.28,78.71
46.32,77.87
46.36,77.26
46.40,76.17
46.44,75.16
46.48,76.94
46.52,77.03
46.56,76.62
46.60,75.97
46.64,77.17
46.68,75.96
46.72,75.99
46.76,76.97
46.80,76.93
46.84,75.54
46.88,74.84
46.92,74.78
46.96,75.51
47.00,75.90
47.04,73.67
47.08,76.63
47.12,75.92
47.16,76.98
47.20,75.93
47.24,76.52
47.28,76.03
47.32,76.42
47.36,75.32
47.40,75.71
47.44,77.54
47.48,76.33
47.52,77.65
47.56,76.61
47.60,76.65
47.64,78.32
47.68,77.18
47.72,77.82
47.76,78.40
47.80,77.24
47.84,78.41
47.88,78.30
47.92,78.65
47.96,77.59
48.00,79.42
48.04,78.71
48.08,80.78
48.12,80.61
48.16,79.60
48.20,80.04
48.24,80.39
48.28,79.57
48.32,79.64
48.36,78.91
48.40,81.89
48.44,80.98
48.48,80.84
48.52,80.57
48.56,81.86
48.60,80.06
48.64,81.31
48.68,81.37
48.72,82.00
48.76,81.03
48.80,81.18
48.84,82.27
48.88,83.73
48.92,82.16
48.96,82.22
49.00,81.80
49.04,81.88
49.08,82.04
49.12,81.63
49.16,82.74
49.20,81.99
49.24,80.62
49.28,81.82
49.32,82.38
49.36,81.94
49.40,78.32
49.44,80.90
49.48,80.08
49.52,80.96
49.56,79.86
49.60,79.79
49.64,79.98
49.68,80.31
49.72,81.22
49.76,81.45
49.80,79.22
49.84,79.81
49.88,79.78
49.92,78.12
49.96,78.44
50.00,80.04
50.04,78.38
50.08,78.92
50.12,79.00
50.16,80.23
50.20,78.27
50.24,77.27
50.28,79.34
50.32,78.35
50.36,77.65
50.40,77.16
50.44,76.90
50.48,76.50
50.52,75.74
50.56,77.83
50.60,76.33
50.64,76.60
50.68,75.73
50.72,78.22
50.76,75.69
50.80,75.44
50.84,75.22
50.88,76.92
50.92,76.39
50.96,77.57
51.00,76.72
51.04,76.37
51.08,77.18
51.12,75.42
51.16,75.64
51.20,75.36
51.24,75.40
51.28,77.06
51.32,74.93
51.36,75.24
51.40,79.20
51.44,76.53
51.48,76.97
51.52,76.87
51.56,77.44
51.60,77.02
51.64,78.09
51.68,76.55
51.72,78.24
51.76,79.42
51.80,76.96
51.84,78.34
51.88,76.68
51.92,80.12
51.96,78.76
52.00,79.28
52.04,80.10
52.08,78.19
52.12,81.04
52.16,79.91
52.20,79.30
52.24,80.38
52.28,79.60
52.32,79.03
52.36,80.19
52.40,80.14
52.44,79.66
52.48,79.42
52.52,81.41
52.56,81.06
52.60,80.14
52.64,80.12
52.68,81.64
52.72,82.45
52.76,81.70
52.80,82.32
52.84,82.04
52.88,81.65
52.92,82.15
52.96,81.57
53.00,81.50
53.04,81.67
53.08,81.87
53.12,82.50
53.16,80.66
53.20,81.69
53.24,82.77
53.28,81.33
53.32,79.55
53.36,82.06
53.40,81.21
53.44,79.05
53.48,80.30
53.52,81.13
53.56,80.91
53.60,80.64
53.64,80.51
53.68,79.66
53.72,79.00
53.76,79.65
53.80,78.63
53.84,78.72
53.88,77.71
53.92,77.99
53.96,79.22
54.00,77.64
54.04,78.96
54.08,79.45
54.12,76.59
54.16,77.56
54.20,76.97
54.24,77.30
54.28,76.96
54.32,77.55
54.36,77.11
54.40,75.31
54.44,76.55
54.48,75.52
54.52,75.79
54.56,76.58
54.60,75.87
54.64,75.22
54.68,75.79
54.72,75.21
54.76,75.03
54.80,76.63
54.84,76.65
54.88,75.10
54.92,75.72
54.96,73.69
55.00,75.75
55.04,75.00
55.08,73.98
55.12,74.70
55.16,73.10
55.20,72.69
55.24,74.65
55.28,74.64
55.32,74.61
55.36,75.08
55.40,76.37
55.44,77.23
55.48,75.38
55.52,76.64
55.56,74.64
55.60,75.70
55.64,75.44
55.68,75.40
55.72,75.85
55.76,77.09
55.80,77.58
55.84,75.61
55.88,75.72
55.92,76.73
55.96,77.52
56.00,78.17
56.04,76.86
56.08,78.02
56.12,78.37
56.16,77.63
56.20,78.60
56.24,77.08
56.28,79.34
56.32,76.68
56.36,79.03
56.40,80.55
56.44,77.86
56.48,81.14
56.52,79.31
56.56,79.93
56.60,80.65
56.64,80.99
56.68,79.27
56.72,79.15
56.76,81.37
56.80,80.37
56.84,79.17
56.88,80.22
56.92,80.31
56.96,79.10
57.00,82.13
57.04,80.07
57.08,80.39
57.12,79.80
57.16,80.10
57.20,79.85
57.24,79.43
57.28,80.81
57.32,80.38
57.36,77.73
57.40,80.13
57.44,78.88
57.48,80.64
57.52,77.89
57.56,79.42
57.60,78.31
57.64,79.26
57.68,77.83
57.72,78.22
57.76,77.64
57.80,77.63
57.84,77.26
57.88,77.42
57.92,78.64
57.96,77.34
58.00,75.78
58.04,76.60
58.08,75.76
58.12,75.20
58.16,76.67
58.20,78.10
58.24,74.37
58.28,75.77
58.32,75.40
58.36,73.08
58.40,74.55
58.44,74.90
58.48,74.51
58.52,73.94
58.56,75.34
58.60,74.10
58.64,74.06
58.68,74.10
58.72,74.36
58.76,73.12
58.80,73.05
58.84,73.27
58.88,74.03
58.92,72.21
58.96,72.63
59.00,73.32
59.04,72.72
59.08,73.23
59.12,71.51
59.16,72.29
59.20,73.14
59.24,74.12
59.28,74.29
59.32,73.69
59.36,74.37
59.40,73.95
59.44,73.83
59.48,73.80
59.52,73.63
59.56,73.78
59.60,74.61
59.64,73.71
59.68,74.63
59.72,74.28
59.76,74.35
59.80,73.31
59.84,75.63
59.88,73.49
59.92,75.89
59.96,75.93
60.00,74.34
60.04,75.27
60.08,75.41
60.12,75.30
60.16,75.78
60.20,76.69
60.24,75.64
60.28,77.21
60.32,76.83
60.36,76.41
60.40,78.48
60.44,78.78
60.48,77.14
60.52,77.34
60.56,77.47
60.60,78.30
60.64,76.52
60.68,78.61
60.72,79.02
60.76,78.65
60.80,80.39
60.84,76.87
60.88,77.00
60.92,79.41
60.96,78.20
61.00,78.52
61.04,78.15
61.08,77.36
61.12,78.53
61.16,77.72
61.20,78.65
61.24,79.96
61.28,79.29
61.32,77.00
61.36,76.04
61.40,77.97
61.44,78.34
61.48,77.85
61.52,77.73
61.56,78.31
61.60,77.11
61.64,77.45
61.68,75.45
61.72,76.75
61.76,76.48
61.80,76.02
61.84,76.33
61.88,75.28
61.92,77.01
61.96,76.44
62.00,75.10
62.04,76.07
62.08,73.69
62.12,73.47
62.16,73.87
62.20,76.26
62.24,73.48
62.28,75.80
62.32,73.41
62.36,72.99
62.40,72.92
62.44,75.12
62.48,73.67
62.52,72.53
62.56,72.88
62.60,72.05
62.64,70.88
62.68,70.93
62.72,70.80
62.76,71.92
62.80,70.47
62.84,71.75
62.88,71.63
62.92,70.56
62.96,71.84
63.00,71.09
63.04,73.47
63.08,72.21
63.12,71.42
63.16,71.84
63.20,71.69
63.24,70.38
63.28,71.90
63.32,71.63
63.36,72.47
63.40,71.60
63.44,72.52
63.48,72.03
63.52,72.42
63.56,71.07
63.60,73.57
63.64,72.67
63.68,72.63
63.72,72.69
63.76,73.56
63.80,73.58
63.84,74.72
63.88,73.40
63.92,73.65
63.96,73.09
64.00,74.35
64.04,73.13
64.08,73.62
64.12,73.92
64.16,77.00
64.20,75.78
64.24,75.48
64.28,76.14
64.32,75.58
64.36,76.66
64.40,76.33
64.44,75.33
64.48,75.07
64.52,75.80
64.56,75.52
64.60,76.75
64.64,77.43
64.68,76.46
64.72,76.89
64.76,76.43
64.80,76.26
64.84,76.18
64.88,75.74
64.92,75.14
64.96,77.16
65.00,76.10
65.04,77.54
65.08,74.73
65.12,75.10
65.16,75.75
65.20,76.99
65.24,77.03
65.28,76.30
65.32,76.06
65.36,74.65
65.40,75.05
65.44,75.64
65.48,75.76
65.52,75.97
65.56,74.79
65.60,75.97
65.64,75.99
65.68,75.26
65.72,74.51
65.76,72.90
65.80,75.16
65.84,74.94
65.88,72.53
65.92,74.68
65.96,73.66
66.00,73.46
66.04,72.83
66.08,72.90
66.12,72.84
66.16,73.10
66.20,71.88
66.24,71.68
66.28,72.66
66.32,73.42
66.36,71.01
66.40,72.94
66.44,72.70
66.48,70.77
66.52,70.97
66.56,71.49
66.60,72.39
66.64,72.01
66.68,71.99
66.72,71.97
66.76,69.85
66.80,70.68
66.84,69.99
66.88,69.63
66.92,69.71
66.96,71.68
67.00,69.64
67.04,69.47
67.08,70.12
67.12,70.27
67.16,70.24
67.20,70.29
67.24,70.25
67.28,70.13
67.32,72.84
67.36,70.68
67.40,70.94
67.44,71.39
67.48,70.33
67.52,70.80
67.56,71.21
67.60,70.73
67.64,70.71
67.68,72.44
67.72,70.70
67.76,70.25
67.80,72.33
67.84,70.43
67.88,70.82
67.92,70.39
67.96,70.26
68.00,73.77
68.04,73.62
68.08,73.52
68.12,74.26
68.16,72.59
68.20,71.11
68.24,74.53
68.28,75.02
68.32,74.84
68.36,74.77
68.40,73.07
68.44,75.77
68.48,75.03
68.52,75.02
68.56,74.33
68.60,74.77
68.64,75.29
68.68,73.96
68.72,75.59
68.76,75.21
68.80,75.96
68.84,75.32
68.88,74.79
68.92,74.78
68.96,75.69
69.00,74.27
69.04,74.50
69.08,76.11
69.12,75.34
69.16,76.26
69.20,74.53
69.24,74.86
69.28,74.07
