# SIMULARE — semnal generat de genereaza_simulare.py, nu inregistrat. Rol: control pozitiv pentru validarea lantului de analiza.
t_s,ch1_o1,ch2_fp1,bpm,eticheta,calitate,simulat
1.4000,-28.777,-5.505,80.53,repaus,bun,1
1.4040,-12.558,5.452,81.65,repaus,bun,1
1.4080,-15.007,-4.708,81.18,repaus,bun,1
1.4120,-20.053,-20.168,83.15,repaus,bun,1
1.4160,-24.831,-38.688,79.99,repaus,bun,1
1.4200,-7.184,-11.408,82.11,repaus,bun,1
1.4240,8.434,9.917,80.43,repaus,bun,1
1.4280,-2.065,5.464,80.14,repaus,bun,1
1.4320,-12.488,2.545,82.87,repaus,bun,1
1.4360,-22.667,-8.287,82.79,repaus,bun,1
1.4400,-7.349,16.701,80.28,repaus,bun,1
1.4440,6.878,33.381,81.60,repaus,bun,1
1.4480,-3.697,22.957,79.51,repaus,bun,1
1.4520,-9.392,8.073,80.48,repaus,bun,1
1.4560,-23.672,-10.827,79.19,repaus,bun,1
1.4600,-11.742,10.021,81.49,repaus,bun,1
1.4640,-2.352,21.576,80.84,repaus,bun,1
1.4680,-18.252,3.907,81.24,repaus,bun,1
1.4720,-29.860,-8.336,80.52,repaus,bun,1
1.4760,-45.470,-20.693,81.81,repaus,bun,1
1.4800,-35.377,4.384,81.88,repaus,bun,1
1.4840,-24.430,26.373,81.83,repaus,bun,1
1.4880,-40.304,15.749,81.90,repaus,bun,1
1.4920,-50.338,-2.454,80.78,repaus,bun,1
1.4960,-55.032,-22.660,81.28,repaus,bun,1
1.5000,-37.047,-2.144,81.77,repaus,bun,1
1.5040,-12.554,5.433,80.84,repaus,bun,1
1.5080,-17.432,-16.394,80.22,repaus,bun,1
1.5120,-15.855,-24.744,79.46,repaus,bun,1
1.5160,-23.703,-37.690,81.34,repaus,bun,1
1.5200,-6.707,-19.760,80.41,repaus,bun,1
1.5240,10.092,-2.785,80.29,repaus,bun,1
1.5280,6.308,-14.175,79.83,repaus,bun,1
1.5320,-3.622,-14.798,81.29,repaus,bun,1
1.5360,-12.252,-39.799,80.30,repaus,bun,1
1.5400,3.318,-16.739,79.96,repaus,bun,1
1.5440,19.181,8.786,80.22,repaus,bun,1
1.5480,4.157,3.241,82.19,repaus,bun,1
1.5520,-7.321,-10.240,78.48,repaus,bun,1
1.5560,-17.164,-17.629,79.03,repaus,bun,1
1.5600,-6.968,-1.203,81.05,repaus,bun,1
1.5640,8.404,17.424,80.15,repaus,bun,1
1.5680,-4.870,4.976,80.90,repaus,bun,1
1.5720,-18.155,-15.212,80.74,repaus,bun,1
1.5760,-34.304,-18.616,80.79,repaus,bun,1
1.5800,-20.820,-4.249,79.50,repaus,bun,1
1.5840,-8.587,17.276,81.62,repaus,bun,1
1.5880,-21.316,10.852,81.78,repaus,bun,1
1.5920,-32.237,-1.103,81.31,repaus,bun,1
1.5960,-46.775,-18.123,80.08,repaus,bun,1
1.6000,-28.216,6.264,81.58,repaus,bun,1
1.6040,-13.916,20.891,80.77,repaus,bun,1
1.6080,-17.592,11.784,79.29,repaus,bun,1
1.6120,-19.115,-6.326,81.69,repaus,bun,1
1.6160,-29.302,-20.688,80.50,repaus,bun,1
1.6200,-5.030,2.470,78.86,repaus,bun,1
1.6240,18.584,18.387,81.40,repaus,bun,1
1.6280,7.780,11.279,79.25,repaus,bun,1
1.6320,-2.405,-1.069,81.59,repaus,bun,1
1.6360,-8.870,-22.152,81.64,repaus,bun,1
1.6400,0.911,7.457,79.78,repaus,bun,1
1.6440,9.988,28.162,80.99,repaus,bun,1
1.6480,-2.628,14.488,81.93,repaus,bun,1
1.6520,-14.377,2.534,80.46,repaus,bun,1
1.6560,-22.983,-11.664,79.93,repaus,bun,1
1.6600,-10.192,5.360,80.27,repaus,bun,1
1.6640,-3.341,14.984,80.40,repaus,bun,1
1.6680,-11.463,-3.509,81.13,repaus,bun,1
1.6720,-23.411,-12.473,79.74,repaus,bun,1
1.6760,-29.163,-26.224,81.86,repaus,bun,1
1.6800,-16.477,-18.791,80.64,repaus,bun,1
1.6840,3.446,-0.962,80.26,repaus,bun,1
1.6880,-13.333,-9.131,80.79,repaus,bun,1
1.6920,-15.998,-21.909,81.36,repaus,bun,1
1.6960,-27.257,-33.981,80.22,repaus,bun,1
1.7000,-11.433,-12.708,78.81,repaus,bun,1
1.7040,3.188,0.841,79.53,repaus,bun,1
1.7080,-3.682,-13.317,81.83,repaus,bun,1
1.7120,-5.968,-27.942,80.02,repaus,bun,1
1.7160,-10.241,-41.404,80.86,repaus,bun,1
1.7200,17.315,-20.139,79.05,repaus,bun,1
1.7240,32.834,2.755,80.92,repaus,bun,1
1.7280,18.754,-10.759,81.24,repaus,bun,1
1.7320,14.717,-23.330,78.88,repaus,bun,1
1.7360,-0.996,-31.282,79.54,repaus,bun,1
1.7400,15.408,1.337,80.52,repaus,bun,1
1.7440,27.527,22.166,80.02,repaus,bun,1
1.7480,11.725,17.900,78.80,repaus,bun,1
1.7520,-0.616,13.311,78.23,repaus,bun,1
1.7560,-18.128,-0.811,80.52,repaus,bun,1
1.7600,-1.511,17.302,80.84,repaus,bun,1
1.7640,0.950,37.230,80.66,repaus,bun,1
1.7680,-11.488,16.719,79.73,repaus,bun,1
1.7720,-19.722,6.226,80.49,repaus,bun,1
1.7760,-30.504,-16.212,80.73,repaus,bun,1
1.7800,-16.059,1.839,81.25,repaus,bun,1
1.7840,-5.109,25.236,78.96,repaus,bun,1
1.7880,-18.216,9.427,79.82,repaus,bun,1
1.7920,-33.576,-4.527,81.74,repaus,bun,1
1.7960,-43.687,-9.235,78.76,repaus,bun,1
1.8000,-26.068,9.717,81.28,repaus,bun,1
1.8040,-4.711,30.927,80.23,repaus,bun,1
1.8080,-12.520,14.042,79.78,repaus,bun,1
1.8120,-18.462,-0.727,78.46,repaus,bun,1
1.8160,-27.881,-18.930,80.95,repaus,bun,1
1.8200,-7.549,-2.823,78.64,repaus,bun,1
1.8240,12.215,19.619,81.44,repaus,bun,1
1.8280,14.831,-1.955,80.23,repaus,bun,1
1.8320,-0.089,-12.085,79.56,repaus,bun,1
1.8360,-5.447,-24.561,79.31,repaus,bun,1
1.8400,7.316,-7.014,80.66,repaus,bun,1
1.8440,20.726,19.522,79.69,repaus,bun,1
1.8480,1.892,4.466,80.42,repaus,bun,1
1.8520,-14.463,3.067,79.07,repaus,bun,1
1.8560,-24.356,-5.533,80.00,repaus,bun,1
1.8600,-8.786,14.228,79.49,repaus,bun,1
1.8640,9.677,27.182,79.08,repaus,bun,1
1.8680,-5.948,16.221,80.74,repaus,bun,1
1.8720,-21.827,-2.756,79.36,repaus,bun,1
1.8760,-31.815,-17.377,79.43,repaus,bun,1
1.8800,-15.372,3.235,78.86,repaus,bun,1
1.8840,4.835,14.017,80.96,repaus,bun,1
1.8880,-5.676,-0.007,78.04,repaus,bun,1
1.8920,-10.723,-15.697,79.04,repaus,bun,1
1.8960,-14.561,-31.801,79.85,repaus,bun,1
1.9000,3.085,-6.039,80.31,repaus,bun,1
1.9040,18.364,20.105,79.58,repaus,bun,1
1.9080,5.618,5.781,79.01,repaus,bun,1
1.9120,-3.015,-7.278,80.30,repaus,bun,1
1.9160,-17.627,-18.823,80.97,repaus,bun,1
1.9200,3.399,4.905,79.27,repaus,bun,1
1.9240,24.517,26.833,80.40,repaus,bun,1
1.9280,19.375,11.955,78.99,repaus,bun,1
1.9320,7.981,4.859,80.96,repaus,bun,1
1.9360,1.121,-11.289,79.09,repaus,bun,1
1.9400,11.885,8.808,80.14,repaus,bun,1
1.9440,20.889,35.090,79.81,repaus,bun,1
1.9480,3.649,28.933,78.82,repaus,bun,1
1.9520,-13.934,17.799,81.64,repaus,bun,1
1.9560,-30.779,3.735,80.53,repaus,bun,1
1.9600,-26.835,25.579,79.81,repaus,bun,1
1.9640,-11.225,38.495,78.97,repaus,bun,1
1.9680,-27.516,30.807,78.06,repaus,bun,1
1.9720,-41.167,15.057,79.39,repaus,bun,1
1.9760,-52.578,6.223,78.21,repaus,bun,1
1.9800,-31.678,16.393,79.42,repaus,bun,1
1.9840,-9.295,31.608,79.98,repaus,bun,1
1.9880,-16.085,12.774,79.36,repaus,bun,1
1.9920,-18.535,-5.137,79.25,repaus,bun,1
1.9960,-27.734,-23.830,78.87,repaus,bun,1
2.0000,-10.657,-5.460,79.04,repaus,bun,1
2.0040,11.163,7.297,79.29,repaus,bun,1
2.0080,1.206,5.466,79.57,repaus,bun,1
2.0120,-6.919,-5.658,81.48,repaus,bun,1
2.0160,-15.238,-18.406,78.03,repaus,bun,1
2.0200,4.375,-0.855,78.54,repaus,bun,1
2.0240,24.105,16.030,79.87,repaus,bun,1
2.0280,11.938,2.909,77.51,repaus,bun,1
