# SIMULARE — semnal generat de genereaza_simulare.py, nu inregistrat. Rol: control pozitiv pentru validarea lantului de analiza.
t_s,bpm
10.08,79.49
10.12,79.46
10.16,78.44
10.20,80.55
10.24,79.26
10.28,78.49
10.32,75.86
10.36,78.62
10.40,76.95
10.44,76.57
10.48,77.43
10.52,77.18
10.56,77.15
10.60,77.11
10.64,77.25
10.68,76.61
10.72,77.29
10.76,76.41
10.80,76.06
10.84,77.35
10.88,76.20
10.92,78.20
10.96,75.75
11.00,78.32
11.04,77.00
11.08,75.60
11.12,76.27
11.16,75.69
11.20,77.21
11.24,75.88
11.28,75.77
11.32,76.55
11.36,78.01
11.40,76.32
11.44,77.23
11.48,78.08
11.52,77.28
11.56,78.45
11.60,78.23
11.64,78.92
11.68,78.62
11.72,78.30
11.76,79.68
11.80,78.72
11.84,79.67
11.88,76.81
11.92,79.81
11.96,77.99
12.00,79.78
12.04,80.92
12.08,78.30
12.12,81.21
12.16,79.53
12.20,81.60
12.24,79.71
12.28,81.93
12.32,81.99
12.36,81.63
12.40,81.02
12.44,79.96
12.48,80.74
12.52,82.23
12.56,80.15
12.60,81.89
12.64,82.72
12.68,82.34
12.72,82.34
12.76,82.71
12.80,82.98
12.84,81.06
12.88,81.71
12.92,82.04
12.96,81.83
13.00,81.88
13.04,82.22
13.08,82.67
13.12,83.83
13.16,82.22
13.20,81.23
13.24,80.77
13.28,81.90
13.32,82.00
13.36,82.07
13.40,80.72
13.44,80.92
13.48,82.71
13.52,82.59
13.56,81.70
13.60,82.04
13.64,80.20
13.68,82.21
13.72,79.30
13.76,79.73
13.80,78.84
13.84,79.43
13.88,79.13
13.92,78.47
13.96,79.55
14.00,79.95
14.04,78.31
14.08,78.53
14.12,78.00
14.16,79.70
14.20,77.65
14.24,76.28
14.28,77.93
14.32,78.05
14.36,78.15
14.40,76.46
14.44,78.28
14.48,76.25
14.52,76.07
14.56,76.85
14.60,75.75
14.64,78.33
14.68,76.64
14.72,76.81
14.76,76.05
14.80,75.60
14.84,75.47
14.88,75.92
14.92,75.85
14.96,75.25
15.00,76.48
15.04,76.55
15.08,74.74
15.12,75.39
15.16,75.22
15.20,74.33
15.24,77.46
15.28,76.08
15.32,76.65
15.36,78.01
15.40,76.10
15.44,75.61
15.48,78.42
15.52,75.56
15.56,75.76
15.60,76.63
15.64,77.24
15.68,77.23
15.72,78.14
15.76,80.22
15.80,78.48
15.84,78.60
15.88,77.63
15.92,79.46
15.96,77.96
16.00,79.69
16.04,77.40
16.08,79.21
16.12,78.50
16.16,79.27
16.20,78.14
16.24,80.24
16.28,79.87
16.32,81.13
16.36,80.30
16.40,79.38
16.44,79.61
16.48,81.44
16.52,81.00
16.56,79.96
16.60,81.15
16.64,81.05
16.68,80.44
16.72,80.54
16.76,79.91
16.80,82.07
16.84,81.81
16.88,83.20
16.92,80.44
16.96,81.95
17.00,80.16
17.04,81.76
17.08,80.60
17.12,81.04
17.16,81.65
17.20,81.27
17.24,81.60
17.28,81.35
17.32,79.12
17.36,81.32
17.40,81.64
17.44,82.00
17.48,79.48
17.52,80.20
17.56,80.51
17.60,79.91
17.64,78.97
17.68,79.35
17.72,81.36
17.76,79.21
17.80,79.76
17.84,80.93
17.88,77.50
17.92,77.72
17.96,78.16
18.00,78.58
18.04,78.71
18.08,76.61
18.12,75.97
18.16,77.70
18.20,76.10
18.24,76.70
18.28,75.88
18.32,77.53
18.36,75.51
18.40,76.98
18.44,76.14
18.48,74.41
18.52,76.94
18.56,75.76
18.60,74.91
18.64,73.39
18.68,75.90
18.72,76.09
18.76,74.05
18.80,75.37
18.84,75.00
18.88,72.94
18.92,74.48
18.96,76.64
19.00,73.85
19.04,74.55
19.08,73.63
19.12,75.36
19.16,73.55
19.20,75.40
19.24,73.99
19.28,76.00
19.32,74.92
19.36,74.37
19.40,75.10
19.44,74.39
19.48,75.97
19.52,75.22
19.56,75.78
19.60,75.47
19.64,75.01
19.68,74.77
19.72,74.13
19.76,76.44
19.80,76.32
19.84,77.94
19.88,76.68
19.92,76.41
19.96,76.53
20.00,79.35
20.04,76.22
20.08,76.09
20.12,78.32
20.16,77.84
20.20,77.96
20.24,76.52
20.28,79.47
20.32,78.75
20.36,78.93
20.40,77.58
20.44,78.69
20.48,79.95
20.52,78.66
20.56,79.02
20.60,78.47
20.64,79.41
20.68,78.07
20.72,81.39
20.76,79.36
20.80,80.28
20.84,79.98
20.88,78.87
20.92,79.32
20.96,79.19
21.00,79.53
21.04,80.60
21.08,79.44
21.12,79.44
21.16,79.92
21.20,81.13
21.24,78.25
21.28,76.67
21.32,77.89
21.36,78.68
21.40,80.46
21.44,78.56
21.48,78.66
21.52,79.00
21.56,77.68
21.60,78.38
21.64,79.14
21.68,77.87
21.72,76.86
21.76,77.57
21.80,76.96
21.84,78.17
21.88,77.96
21.92,76.44
21.96,76.34
22.00,75.89
22.04,77.61
22.08,77.48
22.12,75.56
22.16,76.30
22.20,76.83
22.24,74.46
22.28,72.80
22.32,73.73
22.36,74.92
22.40,75.25
22.44,74.72
22.48,72.98
22.52,72.74
22.56,73.32
22.60,74.43
22.64,72.34
22.68,72.86
22.72,74.90
22.76,72.97
22.80,74.11
22.84,73.50
22.88,74.02
22.92,72.08
22.96,72.74
23.00,71.89
23.04,73.48
23.08,71.98
23.12,72.05
23.16,72.59
23.20,73.38
23.24,73.72
23.28,73.39
23.32,74.04
23.36,72.39
23.40,73.55
23.44,72.89
23.48,73.47
23.52,73.33
23.56,74.79
23.60,74.31
23.64,74.81
23.68,73.24
23.72,72.60
23.76,73.48
23.80,72.94
23.84,73.72
23.88,75.63
23.92,75.43
23.96,75.72
24.00,74.50
24.04,75.65
24.08,75.81
24.12,76.83
24.16,75.17
24.20,76.11
24.24,76.19
24.28,75.53
24.32,77.15
24.36,76.05
24.40,76.95
24.44,78.03
24.48,76.69
24.52,75.03
24.56,76.88
24.60,76.75
24.64,77.49
24.68,78.09
24.72,77.75
24.76,77.75
24.80,77.49
24.84,77.96
24.88,78.99
24.92,77.82
24.96,77.69
25.00,77.89
25.04,77.40
25.08,76.82
25.12,77.72
25.16,79.86
25.20,76.54
25.24,77.56
25.28,78.56
25.32,74.78
25.36,76.93
25.40,77.87
25.44,78.62
25.48,76.49
25.52,76.08
25.56,76.37
25.60,77.32
25.64,75.98
25.68,75.57
25.72,75.73
25.76,76.49
25.80,75.68
25.84,77.08
25.88,77.63
25.92,75.48
25.96,74.48
26.00,74.38
26.04,74.27
26.08,73.72
26.12,75.15
26.16,74.49
26.20,73.50
26.24,73.41
26.28,74.41
26.32,72.31
26.36,72.98
26.40,72.24
26.44,71.97
26.48,72.65
26.52,72.29
26.56,72.52
26.60,71.00
26.64,72.72
26.68,72.78
26.72,70.45
26.76,71.23
26.80,71.97
26.84,70.47
26.88,70.24
26.92,72.01
26.96,72.42
27.00,70.54
27.04,72.20
27.08,72.10
27.12,70.87
27.16,71.06
27.20,70.18
27.24,70.68
27.28,70.71
27.32,72.86
27.36,71.56
27.40,71.57
27.44,73.14
27.48,73.59
27.52,73.45
27.56,71.12
27.60,73.30
27.64,73.03
27.68,73.20
27.72,72.29
27.76,73.16
27.80,73.39
27.84,72.59
27.88,72.51
27.92,74.05
27.96,73.43
28.00,74.32
28.04,73.64
28.08,74.90
28.12,75.53
28.16,74.53
28.20,75.05
28.24,75.51
28.28,77.39
28.32,75.07
28.36,74.58
28.40,74.34
28.44,76.25
28.48,76.22
28.52,76.93
28.56,75.42
28.60,77.68
28.64,77.97
28.68,76.41
28.72,76.42
28.76,75.77
28.80,77.89
28.84,75.58
28.88,76.38
28.92,74.92
28.96,76.69
29.00,76.58
29.04,77.45
29.08,76.46
29.12,78.10
29.16,77.63
29.20,75.89
29.24,77.60
29.28,76.90
29.32,77.47
29.36,77.98
29.40,75.79
29.44,78.15
29.48,75.85
29.52,75.98
29.56,77.37
29.60,75.49
29.64,74.84
29.68,76.01
29.72,75.10
29.76,73.47
29.80,74.79
29.84,74.03
29.88,74.64
29.92,75.60
29.96,73.48
30.00,75.55
30.04,73.04
30.08,72.78
30.12,74.26
30.16,72.68
30.20,72.87
30.24,73.88
30.28,73.27
30.32,72.71
30.36,72.81
30.40,75.22
30.44,72.83
30.48,72.82
30.52,72.78
30.56,70.92
30.60,72.50
30.64,72.53
30.68,71.35
30.72,71.66
30.76,71.76
30.80,70.30
30.84,71.66
30.88,70.87
30.92,72.16
30.96,72.65
31.00,72.80
31.04,71.01
31.08,71.76
31.12,70.13
31.16,71.67
31.20,71.55
31.24,70.35
31.28,71.12
31.32,71.64
31.36,70.36
31.40,70.25
31.44,71.37
31.48,72.26
31.52,71.84
31.56,74.13
31.60,71.21
31.64,72.74
31.68,73.67
31.72,71.70
31.76,71.93
31.80,72.34
31.84,73.09
31.88,73.84
31.92,73.40
31.96,73.84
32.00,72.46
32.04,73.91
32.08,73.14
32.12,75.51
32.16,74.38
32.20,74.51
32.24,76.25
32.28,76.03
32.32,73.88
32.36,74.92
32.40,74.92
32.44,75.29
32.48,76.59
32.52,75.44
32.56,77.44
32.60,76.21
32.64,76.12
32.68,76.15
32.72,76.20
32.76,78.26
32.80,76.29
32.84,76.96
32.88,77.95
32.92,77.49
32.96,77.67
33.00,77.90
33.04,77.47
33.08,76.94
33.12,77.16
33.16,76.47
33.20,78.17
33.24,77.99
33.28,76.49
33.32,76.57
33.36,76.68
33.40,76.93
33.44,75.12
33.48,77.37
33.52,74.85
33.56,76.73
33.60,76.48
33.64,76.07
33.68,74.14
33.72,73.27
33.76,75.38
33.80,74.12
33.84,74.89
33.88,75.25
33.92,73.67
33.96,75.12
34.00,74.75
34.04,73.56
34.08,73.50
34.12,74.63
34.16,72.74
34.20,74.41
34.24,73.68
34.28,73.02
34.32,73.30
34.36,73.32
34.40,71.77
34.44,73.00
34.48,71.06
34.52,71.26
34.56,70.57
34.60,73.23
34.64,71.22
34.68,71.74
34.72,70.76
34.76,72.78
34.80,71.79
34.84,71.17
34.88,71.20
34.92,71.67
34.96,70.39
35.00,70.61
35.04,69.39
35.08,72.41
35.12,72.17
35.16,71.07
35.20,70.88
35.24,72.75
35.28,69.74
35.32,70.61
35.36,71.52
35.40,71.10
35.44,72.19
35.48,71.39
35.52,72.25
35.56,72.12
35.60,73.91
35.64,72.86
35.68,73.68
35.72,72.47
35.76,73.69
35.80,72.10
35.84,73.52
35.88,74.08
35.92,74.51
35.96,75.00
36.00,74.36
36.04,74.56
36.08,74.07
36.12,75.00
36.16,75.78
36.20,75.49
36.24,77.43
36.28,76.87
36.32,75.80
36.36,75.33
36.40,76.61
36.44,76.41
36.48,75.70
36.52,77.26
36.56,75.71
36.60,77.38
36.64,77.09
36.68,76.92
36.72,75.59
36.76,77.21
36.80,77.01
36.84,77.39
36.88,77.57
36.92,77.70
36.96,77.83
37.00,77.49
37.04,77.40
37.08,79.60
37.12,78.34
37.16,77.18
37.20,78.55
37.24,78.20
37.28,79.02
37.32,77.66
37.36,77.04
37.40,76.64
37.44,77.97
37.48,76.60
37.52,76.52
37.56,76.60
37.60,75.10
37.64,77.83
37.68,78.18
37.72,75.41
37.76,76.48
37.80,76.65
37.84,74.72
37.88,75.82
37.92,73.48
37.96,74.50
38.00,75.93
38.04,76.29
38.08,75.46
38.12,73.85
38.16,74.62
38.20,75.39
38.24,74.69
38.28,73.56
38.32,74.12
38.36,73.74
38.40,75.16
38.44,72.69
38.48,71.89
38.52,74.10
38.56,71.79
38.60,71.95
38.64,72.98
38.68,72.38
38.72,72.49
38.76,72.50
38.80,71.66
38.84,72.12
38.88,72.74
38.92,72.28
38.96,72.28
39.00,70.95
39.04,71.82
39.08,72.97
39.12,71.85
39.16,73.26
39.20,73.05
39.24,71.91
39.28,72.84
39.32,72.15
39.36,73.46
39.40,73.62
39.44,72.86
39.48,72.86
39.52,74.94
39.56,73.17
39.60,73.55
39.64,73.86
39.68,75.80
39.72,74.64
39.76,74.69
39.80,75.52
39.84,72.79
39.88,74.71
39.92,75.20
39.96,73.97
40.00,76.28
40.04,75.67
40.08,75.33
40.12,76.34
40.16,77.70
40.20,76.40
40.24,75.74
40.28,77.87
40.32,77.06
40.36,75.78
40.40,78.41
40.44,77.61
40.48,79.17
40.52,77.72
40.56,79.28
40.60,79.52
40.64,78.89
40.68,79.61
40.72,78.41
40.76,78.02
40.80,79.89
40.84,80.21
40.88,81.24
40.92,79.63
40.96,79.71
41.00,78.49
41.04,79.93
41.08,79.01
41.12,78.85
41.16,78.20
41.20,80.08
41.24,77.78
41.28,78.93
41.32,80.99
41.36,77.81
41.40,78.24
41.44,76.28
41.48,78.84
41.52,77.27
41.56,77.04
41.60,78.25
41.64,78.59
41.68,77.92
41.72,78.70
41.76,77.80
41.80,77.21
41.84,77.26
41.88,77.57
41.92,74.33
41.96,75.56
42.00,76.91
42.04,75.81
42.08,74.20
42.12,74.98
42.16,75.38
42.20,75.04
42.24,74.88
42.28,76.16
42.32,74.16
42.36,75.24
42.40,73.80
42.44,72.20
42.48,75.02
42.52,73.61
42.56,75.00
42.60,73.25
42.64,73.23
42.68,73.00
42.72,74.01
42.76,74.85
42.80,74.96
42.84,73.95
42.88,73.77
42.92,72.75
42.96,73.24
43.00,74.69
43.04,74.24
43.08,74.58
43.12,73.47
43.16,73.24
43.20,74.01
43.24,74.44
43.28,73.76
43.32,75.10
43.36,75.47
43.40,74.31
43.44,74.88
43.48,76.87
43.52,72.76
43.56,74.39
43.60,75.01
43.64,74.93
43.68,76.24
43.72,76.71
43.76,75.69
43.80,76.09
43.84,75.91
43.88,76.82
43.92,74.75
43.96,76.66
44.00,74.92
44.04,76.68
44.08,76.78
44.12,77.74
44.16,78.14
44.20,78.82
44.24,77.94
44.28,79.29
44.32,78.65
44.36,79.43
44.40,77.09
44.44,78.37
44.48,80.29
44.52,79.78
44.56,78.83
44.60,79.89
44.64,79.37
44.68,80.58
44.72,81.42
44.76,77.93
44.80,79.61
44.84,80.32
44.88,79.83
44.92,80.14
44.96,80.51
45.00,81.47
45.04,79.59
45.08,79.71
45.12,79.16
45.16,79.58
45.20,79.76
45.24,78.96
45.28,79.02
45.32,81.15
45.36,78.27
45.40,78.97
45.44,79.83
45.48,78.12
45.52,79.58
45.56,78.09
45.60,80.49
45.64,78.62
45.68,78.35
45.72,78.61
45.76,76.63
45.80,79.99
45.84,78.52
45.88,77.59
45.92,76.17
45.96,78.41
46.00,77.49
46.04,77.35
46.08,77.71
46.12,76.98
46.16,76.97
46.20,75.48
46.24,75.32
46.28,74.60
46.32,76.37
46.36,73.89
46.40,76.17
46.44,73.83
46.48,75.85
46.52,74.94
46.56,75.31
46.60,75.68
46.64,75.54
46.68,73.52
46.72,74.23
46.76,74.96
46.80,74.35
46.84,72.62
46.88,76.41
46.92,74.48
46.96,73.40
47.00,74.47
47.04,74.70
47.08,73.81
47.12,74.15
47.16,76.19
47.20,74.50
47.24,73.30
47.28,76.18
47.32,76.08
47.36,75.88
47.40,77.30
47.44,75.82
47.48,75.32
47.52,76.20
47.56,76.01
47.60,76.07
47.64,76.21
47.68,74.87
47.72,76.75
47.76,77.44
47.80,75.94
47.84,78.59
47.88,77.87
47.92,77.87
47.96,77.07
48.00,78.06
48.04,77.53
48.08,76.94
48.12,78.56
48.16,78.61
48.20,79.10
48.24,79.20
48.28,78.26
48.32,77.72
48.36,80.28
48.40,79.09
48.44,79.04
48.48,80.47
48.52,79.83
48.56,78.62
48.60,80.60
48.64,79.34
48.68,81.01
48.72,79.95
48.76,80.15
48.80,80.65
48.84,82.12
48.88,80.19
48.92,82.09
48.96,79.77
49.00,82.71
49.04,82.32
49.08,80.78
49.12,81.34
49.16,81.24
49.20,81.31
49.24,82.31
49.28,80.57
49.32,79.22
49.36,80.77
49.40,81.74
49.44,80.98
49.48,79.91
49.52,78.98
49.56,78.93
49.60,78.48
49.64,81.24
49.68,79.90
49.72,78.25
49.76,78.61
49.80,80.55
49.84,78.49
49.88,75.64
49.92,78.55
49.96,76.14
50.00,77.88
50.04,78.90
50.08,79.05
50.12,77.48
50.16,76.45
50.20,75.62
50.24,78.11
50.28,75.05
50.32,76.05
50.36,76.41
50.40,75.62
50.44,75.38
50.48,75.84
50.52,75.71
50.56,75.87
50.60,76.55
50.64,75.14
50.68,72.33
50.72,76.03
50.76,74.20
50.80,74.75
50.84,74.93
50.88,74.55
50.92,75.88
50.96,73.48
51.00,74.49
51.04,73.65
51.08,74.78
51.12,74.50
51.16,75.80
51.20,75.73
51.24,74.85
51.28,74.38
51.32,74.99
51.36,75.35
51.40,76.78
51.44,74.09
51.48,76.63
51.52,75.55
51.56,76.58
51.60,75.85
51.64,75.99
51.68,75.82
51.72,76.39
51.76,77.30
51.80,75.28
51.84,77.57
51.88,77.60
51.92,77.70
51.96,77.08
52.00,78.06
52.04,76.98
52.08,79.17
52.12,77.98
52.16,76.56
52.20,78.56
52.24,79.40
52.28,77.28
52.32,79.55
52.36,78.66
52.40,79.23
52.44,78.35
52.48,78.49
52.52,79.58
52.56,78.78
52.60,79.50
52.64,78.98
52.68,80.40
52.72,80.54
52.76,78.04
52.80,80.03
52.84,80.75
52.88,81.53
52.92,80.20
52.96,78.33
53.00,80.08
53.04,80.92
53.08,80.26
53.12,80.06
53.16,80.06
53.20,79.17
53.24,81.35
53.28,80.41
53.32,79.62
53.36,79.58
53.40,81.55
53.44,78.47
53.48,80.23
53.52,78.30
53.56,80.15
53.60,78.05
53.64,78.13
53.68,77.29
53.72,77.82
53.76,78.92
53.80,77.39
53.84,79.11
53.88,77.51
53.92,76.95
53.96,77.52
54.00,77.72
54.04,76.82
54.08,77.22
54.12,77.17
54.16,76.70
54.20,75.57
54.24,75.90
54.28,74.84
54.32,75.91
54.36,76.41
54.40,75.02
54.44,74.60
54.48,74.42
54.52,76.35
54.56,74.39
54.60,73.54
54.64,73.84
54.68,73.03
54.72,74.53
54.76,73.00
54.80,73.03
54.84,73.43
54.88,74.64
54.92,74.72
54.96,73.08
55.00,74.63
55.04,73.96
55.08,72.57
55.12,73.83
55.16,73.89
55.20,75.07
55.24,74.68
55.28,72.81
55.32,72.60
55.36,73.82
55.40,73.16
55.44,75.89
55.48,74.69
55.52,73.82
55.56,73.83
55.60,74.54
55.64,75.34
55.68,74.88
55.72,75.41
55.76,75.69
55.80,76.63
55.84,74.28
55.88,75.55
55.92,74.82
55.96,76.08
56.00,76.42
56.04,76.64
56.08,76.05
56.12,77.97
56.16,76.93
56.20,76.73
56.24,77.36
56.28,78.15
56.32,77.51
56.36,79.27
56.40,77.64
56.44,76.89
56.48,75.59
56.52,79.21
56.56,77.47
56.60,78.59
56.64,78.16
56.68,77.24
56.72,79.48
56.76,78.46
56.80,77.65
56.84,78.01
56.88,78.54
56.92,79.21
56.96,78.81
57.00,77.94
57.04,77.80
57.08,78.46
57.12,79.19
57.16,77.99
57.20,78.60
57.24,79.01
57.28,78.45
57.32,78.52
57.36,78.73
57.40,78.90
57.44,78.64
57.48,77.12
57.52,78.21
57.56,76.36
57.60,77.90
57.64,77.14
57.68,78.21
57.72,76.22
57.76,75.80
57.80,75.93
57.84,75.23
57.88,74.81
57.92,76.30
57.96,76.40
58.00,76.48
58.04,74.99
58.08,75.32
58.12,73.39
58.16,75.73
58.20,72.88
58.24,74.79
58.28,72.69
58.32,75.04
58.36,73.06
58.40,72.69
58.44,73.66
58.48,73.75
58.52,72.83
58.56,71.46
58.60,71.82
58.64,71.68
58.68,71.96
58.72,72.64
58.76,73.46
58.80,71.66
58.84,72.54
58.88,70.40
58.92,71.09
58.96,72.45
59.00,72.29
59.04,72.70
59.08,70.55
59.12,71.83
59.16,71.35
59.20,72.09
59.24,71.80
59.28,70.86
59.32,71.52
59.36,74.39
59.40,73.46
59.44,74.04
59.48,70.23
59.52,71.59
59.56,72.71
59.60,72.55
59.64,72.81
59.68,73.62
59.72,74.11
59.76,72.70
59.80,72.78
59.84,73.02
59.88,73.17
59.92,73.47
59.96,75.05
60.00,72.95
60.04,74.72
60.08,75.90
60.12,74.18
60.16,75.44
60.20,74.90
60.24,75.65
60.28,77.45
60.32,74.54
60.36,73.83
60.40,74.65
60.44,76.64
60.48,75.41
60.52,78.24
60.56,75.51
60.60,76.39
60.64,77.32
60.68,76.10
60.72,77.60
60.76,77.06
60.80,76.83
60.84,77.31
60.88,77.82
60.92,75.45
60.96,77.32
61.00,76.25
61.04,78.03
61.08,76.68
61.12,77.00
61.16,75.89
61.20,78.48
61.24,75.60
61.28,77.33
61.32,76.42
61.36,76.85
61.40,77.60
61.44,75.24
61.48,76.01
61.52,74.76
61.56,74.29
61.60,73.60
61.64,75.20
61.68,74.84
61.72,73.29
61.76,74.08
61.80,74.63
61.84,74.74
61.88,73.64
61.92,74.77
61.96,72.79
62.00,74.12
62.04,74.47
62.08,73.19
62.12,72.91
62.16,72.82
62.20,74.19
62.24,71.99
62.28,71.39
62.32,71.19
62.36,71.08
62.40,71.51
62.44,70.41
62.48,70.09
62.52,72.30
62.56,72.53
62.60,71.47
62.64,71.58
62.68,70.02
62.72,70.01
62.76,69.55
62.80,70.29
62.84,68.19
62.88,71.03
62.92,69.92
62.96,69.47
63.00,71.27
63.04,70.67
63.08,69.18
63.12,68.63
63.16,70.33
63.20,69.17
63.24,70.61
63.28,69.14
63.32,69.56
63.36,70.43
63.40,71.26
63.44,70.59
63.48,70.98
63.52,70.50
63.56,69.87
63.60,70.94
63.64,71.93
63.68,69.35
63.72,71.03
63.76,72.17
63.80,72.22
63.84,72.66
63.88,73.28
63.92,71.37
63.96,72.36
64.00,71.55
64.04,73.05
64.08,73.62
64.12,76.07
64.16,75.25
64.20,72.25
64.24,73.87
64.28,73.77
64.32,73.80
64.36,74.88
64.40,73.40
64.44,74.54
64.48,74.27
64.52,74.29
64.56,74.61
64.60,74.92
64.64,75.83
64.68,74.76
64.72,75.99
64.76,73.06
64.80,75.05
64.84,74.88
64.88,76.32
64.92,76.70
64.96,76.67
65.00,76.62
65.04,74.27
65.08,76.89
65.12,75.45
65.16,75.04
65.20,74.94
65.24,75.85
65.28,74.69
65.32,75.89
65.36,73.33
65.40,75.69
65.44,73.50
65.48,75.24
65.52,74.13
65.56,74.85
65.60,73.37
65.64,74.14
65.68,72.87
65.72,72.17
65.76,74.17
65.80,71.10
65.84,70.61
65.88,72.42
65.92,72.75
65.96,70.79
66.00,71.79
66.04,70.68
66.08,73.88
66.12,70.07
66.16,71.95
66.20,69.94
66.24,69.87
66.28,69.52
66.32,72.37
66.36,70.23
66.40,70.11
66.44,70.94
66.48,70.07
66.52,69.47
66.56,69.23
66.60,70.10
66.64,68.53
66.68,67.92
66.72,69.12
66.76,68.80
66.80,68.57
66.84,68.24
66.88,67.96
66.92,70.14
66.96,69.06
67.00,68.10
67.04,68.66
67.08,68.75
67.12,67.35
67.16,67.59
67.20,68.16
67.24,69.28
67.28,66.89
67.32,68.88
67.36,68.77
67.40,69.40
67.44,70.65
67.48,68.25
67.52,68.88
67.56,68.64
67.60,69.64
67.64,70.27
67.68,68.38
67.72,70.50
67.76,68.97
67.80,70.13
67.84,70.92
67.88,71.97
67.92,70.34
67.96,70.01
68.00,70.13
68.04,71.96
68.08,73.16
68.12,71.80
68.16,72.04
68.20,73.14
68.24,72.27
68.28,73.13
68.32,73.07
68.36,72.73
68.40,74.72
68.44,72.71
68.48,73.69
68.52,72.15
68.56,75.38
68.60,73.58
68.64,73.67
68.68,73.89
68.72,74.39
68.76,74.97
68.80,73.69
68.84,74.44
68.88,76.24
68.92,73.30
68.96,73.32
69.00,72.81
69.04,72.80
69.08,73.04
69.12,74.10
69.16,73.74
69.20,73.80
69.24,73.57
69.28,74.19
