# SIMULARE — semnal generat de genereaza_simulare.py, nu inregistrat. Rol: control pozitiv pentru validarea lantului de analiza.
t_s,bpm
7.76,70.76
7.80,68.82
7.84,70.51
7.88,70.87
7.92,69.97
7.96,70.19
8.00,70.13
8.04,70.23
8.08,71.70
8.12,73.25
8.16,70.49
8.20,72.19
8.24,71.07
8.28,71.29
8.32,71.06
8.36,71.94
8.40,72.14
8.44,72.42
8.48,74.31
8.52,73.19
8.56,74.31
8.60,72.07
8.64,74.77
8.68,72.72
8.72,73.16
8.76,73.32
8.80,72.84
8.84,73.14
8.88,73.56
8.92,72.98
8.96,75.10
9.00,74.82
9.04,73.31
9.08,74.71
9.12,74.73
9.16,74.24
9.20,73.93
9.24,74.33
9.28,73.34
9.32,73.40
9.36,73.20
9.40,73.74
9.44,74.41
9.48,72.18
9.52,73.64
9.56,73.71
9.60,73.26
9.64,73.53
9.68,74.13
9.72,71.87
9.76,71.46
9.80,72.70
9.84,73.14
9.88,71.84
9.92,71.72
9.96,70.05
10.00,71.60
10.04,71.30
10.08,71.49
10.12,69.64
10.16,71.79
10.20,70.17
10.24,70.26
10.28,70.47
10.32,69.41
10.36,68.88
10.40,70.05
10.44,67.81
10.48,69.19
10.52,69.17
10.56,68.73
10.60,70.19
10.64,68.61
10.68,69.82
10.72,68.76
10.76,68.23
10.80,68.18
10.84,68.76
10.88,67.84
10.92,66.66
10.96,68.44
11.00,68.64
11.04,69.54
11.08,66.49
11.12,68.48
11.16,67.68
11.20,67.15
11.24,69.71
11.28,69.05
11.32,68.64
11.36,69.48
11.40,70.70
11.44,68.38
11.48,68.62
11.52,66.75
11.56,69.42
11.60,70.94
11.64,69.74
11.68,68.76
11.72,69.33
11.76,69.52
11.80,68.58
11.84,71.09
11.88,69.53
11.92,70.48
11.96,71.73
12.00,70.92
12.04,70.96
12.08,70.41
12.12,73.37
12.16,72.04
12.20,71.57
12.24,71.78
12.28,72.12
12.32,74.04
12.36,72.78
12.40,71.50
12.44,74.98
12.48,73.13
12.52,72.90
12.56,74.54
12.60,73.37
12.64,75.35
12.68,73.27
12.72,74.30
12.76,74.79
12.80,73.13
12.84,74.14
12.88,73.12
12.92,73.49
12.96,73.68
13.00,74.93
13.04,73.33
13.08,74.37
13.12,73.07
13.16,73.59
13.20,73.56
13.24,75.06
13.28,74.17
13.32,74.29
13.36,72.99
13.40,72.36
13.44,72.40
13.48,72.81
13.52,72.08
13.56,74.05
13.60,71.40
13.64,73.07
13.68,71.17
13.72,73.26
13.76,72.19
13.80,70.49
13.84,74.24
13.88,70.20
13.92,70.51
13.96,70.23
14.00,68.65
14.04,68.93
14.08,70.37
14.12,70.15
14.16,68.86
14.20,69.63
14.24,69.12
14.28,69.24
14.32,68.14
14.36,69.33
14.40,69.97
14.44,70.67
14.48,69.11
14.52,67.62
14.56,67.82
14.60,68.60
14.64,67.90
14.68,67.02
14.72,68.12
14.76,67.12
14.80,68.44
14.84,68.91
14.88,67.33
14.92,67.74
14.96,68.58
15.00,67.58
15.04,67.18
15.08,67.37
15.12,67.10
15.16,67.49
15.20,68.39
15.24,68.14
15.28,66.85
15.32,68.38
15.36,68.45
15.40,67.37
15.44,68.85
15.48,68.13
15.52,70.20
15.56,68.74
15.60,68.67
15.64,68.26
15.68,69.28
15.72,67.94
15.76,69.39
15.80,68.27
15.84,69.95
15.88,70.55
15.92,68.91
15.96,68.09
16.00,69.97
16.04,70.48
16.08,70.26
16.12,70.60
16.16,71.15
16.20,68.70
16.24,71.37
16.28,71.29
16.32,70.05
16.36,71.23
16.40,70.86
16.44,71.77
16.48,71.69
16.52,72.35
16.56,72.66
16.60,72.66
16.64,70.36
16.68,73.23
16.72,71.98
16.76,72.18
16.80,72.60
16.84,72.91
16.88,73.75
16.92,71.75
16.96,73.11
17.00,72.64
17.04,72.63
17.08,72.39
17.12,72.07
17.16,71.57
17.20,72.58
17.24,72.13
17.28,71.58
17.32,71.77
17.36,72.35
17.40,71.89
17.44,70.29
17.48,71.82
17.52,72.98
17.56,72.72
17.60,70.92
17.64,71.34
17.68,70.55
17.72,69.90
17.76,70.83
17.80,69.04
17.84,69.27
17.88,70.53
17.92,71.26
17.96,69.77
18.00,68.98
18.04,69.57
18.08,69.32
18.12,70.39
18.16,67.60
18.20,68.26
18.24,68.79
18.28,68.04
18.32,68.95
18.36,67.02
18.40,67.29
18.44,67.68
18.48,66.75
18.52,66.88
18.56,67.62
18.60,68.54
18.64,65.38
18.68,66.85
18.72,66.22
18.76,66.14
18.80,66.70
18.84,66.37
18.88,66.11
18.92,64.87
18.96,65.09
19.00,65.76
19.04,66.80
19.08,65.70
19.12,67.02
19.16,66.17
19.20,65.27
19.24,67.15
19.28,66.70
19.32,65.45
19.36,67.13
19.40,66.30
19.44,66.31
19.48,66.76
19.52,68.01
19.56,66.07
19.60,65.92
19.64,66.70
19.68,68.14
19.72,69.11
19.76,66.32
19.80,68.31
19.84,66.88
19.88,67.14
19.92,67.12
19.96,67.16
20.00,69.09
20.04,68.05
20.08,69.56
20.12,71.22
20.16,68.84
20.20,69.60
20.24,68.26
20.28,70.40
20.32,70.10
20.36,69.53
20.40,68.84
20.44,69.71
20.48,69.34
20.52,70.89
20.56,71.15
20.60,70.83
20.64,70.06
20.68,69.70
20.72,71.29
20.76,71.45
20.80,70.38
20.84,69.82
20.88,70.77
20.92,70.45
20.96,72.64
21.00,71.03
21.04,71.77
21.08,71.73
21.12,70.09
21.16,69.78
21.20,70.82
21.24,70.75
21.28,69.97
21.32,71.27
21.36,70.92
21.40,69.08
21.44,70.82
21.48,69.07
21.52,69.25
21.56,68.71
21.60,69.30
21.64,70.08
21.68,70.94
21.72,69.06
21.76,67.94
21.80,68.56
21.84,68.23
21.88,68.28
21.92,67.58
21.96,66.85
22.00,68.16
22.04,66.52
22.08,67.02
22.12,67.46
22.16,67.75
22.20,66.19
22.24,67.89
22.28,67.42
22.32,67.04
22.36,66.55
22.40,66.31
22.44,65.76
22.48,64.73
22.52,65.23
22.56,64.86
22.60,63.67
22.64,64.02
22.68,65.17
22.72,64.40
22.76,61.70
22.80,66.13
22.84,66.35
22.88,64.17
22.92,64.81
22.96,65.09
23.00,64.74
23.04,65.10
23.08,64.21
23.12,63.62
23.16,65.16
23.20,64.68
23.24,63.30
23.28,64.33
23.32,63.43
23.36,64.82
23.40,63.47
23.44,66.00
23.48,64.15
23.52,65.23
23.56,65.28
23.60,65.55
23.64,64.46
23.68,65.21
23.72,65.33
23.76,65.30
23.80,66.22
23.84,65.04
23.88,64.97
23.92,67.95
23.96,67.41
24.00,66.15
24.04,65.64
24.08,69.74
24.12,66.99
24.16,69.39
24.20,67.90
24.24,68.71
24.28,67.77
24.32,67.26
24.36,67.45
24.40,67.39
24.44,68.46
24.48,69.05
24.52,69.70
24.56,69.41
24.60,68.41
24.64,69.49
24.68,68.76
24.72,67.72
24.76,70.07
24.80,68.25
24.84,69.46
24.88,69.70
24.92,69.35
24.96,69.49
25.00,70.29
25.04,68.48
25.08,67.27
25.12,69.93
25.16,68.94
25.20,67.98
25.24,68.63
25.28,69.09
25.32,69.06
25.36,68.04
25.40,68.83
25.44,68.06
25.48,69.26
25.52,67.87
25.56,68.30
25.60,67.45
25.64,65.55
25.68,67.66
25.72,67.75
25.76,65.60
25.80,66.65
25.84,67.87
25.88,67.79
25.92,67.63
25.96,68.01
26.00,65.80
26.04,66.25
26.08,65.82
26.12,66.45
26.16,64.50
26.20,65.72
26.24,64.68
26.28,64.71
26.32,64.83
26.36,66.05
26.40,65.58
26.44,64.68
26.48,65.47
26.52,64.30
26.56,63.72
26.60,63.59
26.64,64.61
26.68,63.37
26.72,62.99
26.76,62.95
26.80,61.11
26.84,63.65
26.88,65.55
26.92,63.27
26.96,64.28
27.00,63.91
27.04,62.93
27.08,63.08
27.12,60.88
27.16,63.21
27.20,63.82
27.24,62.41
27.28,61.64
27.32,61.81
27.36,63.11
27.40,62.23
27.44,63.28
27.48,63.31
27.52,62.57
27.56,63.69
27.60,63.40
27.64,64.12
27.68,65.79
27.72,64.47
27.76,63.44
27.80,65.19
27.84,64.86
27.88,63.91
27.92,65.07
27.96,65.12
28.00,65.51
28.04,67.11
28.08,64.84
28.12,66.86
28.16,66.62
28.20,67.84
28.24,67.13
28.28,67.34
28.32,67.68
28.36,66.97
28.40,66.37
28.44,65.84
28.48,68.47
28.52,66.93
28.56,69.89
28.60,67.30
28.64,69.48
28.68,67.39
28.72,69.38
28.76,68.44
28.80,68.45
28.84,67.81
28.88,69.53
28.92,68.51
28.96,68.21
29.00,68.33
29.04,68.14
29.08,68.10
29.12,68.09
29.16,67.97
29.20,68.20
29.24,69.51
29.28,67.76
29.32,68.90
29.36,69.10
29.40,67.69
29.44,67.49
29.48,67.43
29.52,68.42
29.56,69.37
29.60,66.93
29.64,67.22
29.68,68.22
29.72,67.12
29.76,67.15
29.80,65.34
29.84,67.43
29.88,65.90
29.92,65.84
29.96,65.39
30.00,63.88
30.04,65.77
30.08,64.37
30.12,64.12
30.16,65.80
30.20,63.48
30.24,64.46
30.28,65.04
30.32,63.74
30.36,64.41
30.40,64.39
30.44,64.68
30.48,61.75
30.52,64.45
30.56,63.13
30.60,63.38
30.64,63.99
30.68,63.91
30.72,63.39
30.76,61.42
30.80,63.30
30.84,61.03
30.88,61.46
30.92,63.13
30.96,62.52
31.00,63.77
31.04,60.73
31.08,62.83
31.12,63.91
31.16,63.54
31.20,61.85
31.24,62.50
31.28,61.18
31.32,62.74
31.36,63.89
31.40,61.40
31.44,61.78
31.48,63.26
31.52,63.28
31.56,62.94
31.60,63.40
31.64,65.20
31.68,63.84
31.72,65.08
31.76,64.90
31.80,63.99
31.84,64.27
31.88,63.30
31.92,64.90
31.96,66.63
32.00,65.49
32.04,64.79
32.08,66.34
32.12,66.66
32.16,66.13
32.20,65.87
32.24,66.39
32.28,65.30
32.32,67.12
32.36,66.42
32.40,67.09
32.44,67.38
32.48,68.68
32.52,68.17
32.56,68.37
32.60,66.37
32.64,70.04
32.68,68.46
32.72,69.07
32.76,68.64
32.80,67.19
32.84,67.45
32.88,68.81
32.92,69.00
32.96,69.71
33.00,66.80
33.04,67.60
33.08,68.98
33.12,70.47
33.16,67.90
33.20,66.64
33.24,66.79
33.28,69.34
33.32,68.41
33.36,67.09
33.40,67.22
33.44,67.51
33.48,67.88
33.52,67.66
33.56,66.84
33.60,68.42
33.64,66.43
33.68,68.16
33.72,65.67
33.76,68.27
33.80,66.83
33.84,65.64
33.88,67.45
33.92,64.64
33.96,65.14
34.00,65.01
34.04,66.39
34.08,65.90
34.12,63.53
34.16,65.87
34.20,64.88
34.24,64.42
34.28,65.80
34.32,63.65
34.36,64.87
34.40,63.49
34.44,61.56
34.48,63.39
34.52,62.54
34.56,65.03
34.60,64.14
34.64,62.64
34.68,63.12
34.72,63.47
34.76,64.06
34.80,63.15
34.84,62.90
34.88,65.75
34.92,60.93
34.96,63.12
35.00,63.73
35.04,61.88
35.08,63.52
35.12,63.24
35.16,63.66
35.20,62.03
35.24,62.58
35.28,62.63
35.32,62.79
35.36,63.74
35.40,63.43
35.44,63.37
35.48,63.54
35.52,65.51
35.56,65.08
35.60,63.17
35.64,63.82
35.68,65.56
35.72,65.64
35.76,63.39
35.80,64.48
35.84,64.47
35.88,64.38
35.92,65.82
35.96,64.61
36.00,68.09
36.04,68.11
36.08,65.98
36.12,66.01
36.16,67.44
36.20,67.34
36.24,68.14
36.28,68.13
36.32,68.75
36.36,67.28
36.40,66.43
36.44,66.90
36.48,69.05
36.52,67.20
36.56,68.52
36.60,68.38
36.64,68.36
36.68,67.56
36.72,68.40
36.76,68.58
36.80,69.60
36.84,69.46
36.88,69.25
36.92,69.30
36.96,70.16
37.00,70.98
37.04,68.59
37.08,67.96
37.12,68.26
37.16,68.16
37.20,70.28
37.24,67.52
37.28,69.61
37.32,70.50
37.36,67.73
37.40,67.48
37.44,69.32
37.48,68.61
37.52,70.29
37.56,68.09
37.60,67.18
37.64,69.41
37.68,68.13
37.72,67.65
37.76,68.45
37.80,67.48
37.84,67.93
37.88,66.76
37.92,65.74
37.96,67.59
38.00,67.80
38.04,67.02
38.08,66.74
38.12,65.77
38.16,65.92
38.20,64.89
38.24,66.60
38.28,65.88
38.32,64.84
38.36,63.81
38.40,65.29
38.44,65.84
38.48,65.93
38.52,64.21
38.56,65.46
38.60,63.92
38.64,64.17
38.68,62.61
38.72,63.81
38.76,64.40
38.80,64.15
38.84,64.02
38.88,63.32
38.92,62.26
38.96,63.19
39.00,63.74
39.04,64.05
39.08,65.20
39.12,62.65
39.16,65.54
39.20,63.70
39.24,64.56
39.28,64.21
39.32,65.50
39.36,65.09
39.40,64.78
39.44,64.39
39.48,64.72
39.52,64.13
39.56,64.65
39.60,66.75
39.64,65.57
39.68,64.96
39.72,66.68
39.76,65.77
39.80,66.29
39.84,65.47
39.88,66.55
39.92,67.01
39.96,67.73
40.00,67.50
40.04,67.73
40.08,67.17
40.12,68.52
40.16,66.97
40.20,68.72
40.24,68.90
40.28,68.09
40.32,69.58
40.36,68.72
40.40,69.10
40.44,68.75
40.48,67.71
40.52,69.81
40.56,68.50
40.60,70.95
40.64,71.98
40.68,70.00
40.72,69.18
40.76,69.21
40.80,71.86
40.84,69.89
40.88,70.19
40.92,69.73
40.96,71.87
41.00,70.70
41.04,70.70
41.08,68.88
41.12,70.13
41.16,70.84
41.20,70.36
41.24,69.52
41.28,70.57
41.32,70.27
41.36,70.75
41.40,70.95
41.44,69.22
41.48,69.65
41.52,71.46
41.56,69.50
41.60,69.12
41.64,68.93
41.68,70.66
41.72,68.92
41.76,67.07
41.80,68.40
41.84,70.68
41.88,68.23
41.92,69.21
41.96,69.54
42.00,68.29
42.04,66.93
42.08,67.86
42.12,66.76
42.16,67.08
42.20,66.83
42.24,65.99
42.28,67.98
42.32,66.28
42.36,67.10
42.40,66.27
42.44,66.08
42.48,65.90
42.52,65.27
42.56,64.66
42.60,65.09
42.64,66.34
42.68,64.86
42.72,63.91
42.76,63.84
42.80,64.87
42.84,64.58
42.88,63.61
42.92,65.31
42.96,65.03
43.00,66.00
43.04,64.52
43.08,65.89
43.12,65.53
43.16,65.06
43.20,65.02
43.24,67.45
43.28,65.32
43.32,66.13
43.36,66.03
43.40,67.08
43.44,65.35
43.48,64.70
43.52,65.98
43.56,65.80
43.60,67.65
43.64,68.09
43.68,67.03
43.72,66.60
43.76,67.99
43.80,67.45
43.84,67.05
43.88,68.57
43.92,68.48
43.96,68.29
44.00,69.57
44.04,68.97
44.08,69.40
44.12,67.61
44.16,66.98
44.20,69.23
44.24,69.51
44.28,70.25
44.32,70.17
44.36,71.28
44.40,70.26
44.44,71.32
44.48,70.72
44.52,71.35
44.56,69.81
44.60,69.44
44.64,71.20
44.68,69.48
44.72,71.49
44.76,72.46
44.80,70.61
44.84,71.21
44.88,72.81
44.92,73.13
44.96,70.78
45.00,71.62
45.04,72.26
45.08,71.44
45.12,70.91
45.16,71.80
45.20,72.08
45.24,69.57
45.28,70.58
45.32,72.21
45.36,70.78
45.40,70.59
45.44,70.57
45.48,71.05
45.52,71.11
45.56,70.88
45.60,70.26
45.64,68.33
45.68,69.18
45.72,69.81
45.76,70.50
45.80,68.84
45.84,68.91
45.88,68.75
45.92,68.87
45.96,69.51
46.00,69.24
46.04,69.05
46.08,69.09
46.12,68.96
46.16,67.96
46.20,67.43
46.24,68.54
46.28,67.53
46.32,66.56
46.36,68.24
46.40,66.87
46.44,66.10
46.48,67.87
46.52,68.65
46.56,65.34
46.60,67.62
46.64,66.47
46.68,67.85
46.72,67.33
46.76,67.20
46.80,67.12
46.84,65.41
46.88,66.51
46.92,66.53
46.96,65.34
47.00,66.00
47.04,65.51
47.08,65.28
47.12,66.77
47.16,66.18
47.20,66.53
47.24,66.43
47.28,66.24
47.32,65.07
47.36,67.28
47.40,67.20
47.44,68.92
47.48,67.23
47.52,67.92
47.56,65.95
47.60,67.00
47.64,67.92
47.68,68.26
47.72,68.62
47.76,67.66
47.80,69.51
47.84,67.81
47.88,69.19
47.92,69.67
47.96,68.48
48.00,69.13
48.04,69.48
48.08,70.79
48.12,68.85
48.16,69.53
48.20,70.03
48.24,70.25
48.28,70.34
48.32,72.81
48.36,69.85
48.40,68.92
48.44,70.36
48.48,72.41
48.52,71.41
48.56,72.51
48.60,72.40
48.64,70.24
48.68,69.83
48.72,70.90
48.76,71.34
48.80,71.37
48.84,71.84
48.88,72.20
48.92,73.32
48.96,72.68
49.00,73.41
49.04,72.52
49.08,71.74
49.12,71.47
49.16,71.69
49.20,72.73
49.24,71.76
49.28,72.98
49.32,70.67
49.36,71.30
49.40,72.70
49.44,70.40
49.48,72.38
49.52,71.18
49.56,71.12
49.60,71.53
49.64,70.80
49.68,71.84
49.72,70.38
49.76,69.36
49.80,69.43
49.84,69.85
49.88,70.18
49.92,69.77
49.96,69.43
50.00,69.54
50.04,69.20
50.08,66.60
50.12,69.28
50.16,66.79
50.20,68.78
50.24,67.57
50.28,68.81
50.32,67.77
50.36,68.24
50.40,67.45
50.44,67.42
50.48,68.32
50.52,66.94
50.56,66.95
50.60,66.12
50.64,68.00
50.68,67.42
50.72,69.03
50.76,66.62
50.80,66.60
50.84,65.92
50.88,66.57
50.92,65.44
50.96,66.93
51.00,67.12
51.04,65.78
51.08,65.21
51.12,66.12
51.16,66.62
51.20,66.62
51.24,66.23
51.28,67.67
51.32,65.29
51.36,65.32
51.40,65.66
51.44,68.10
51.48,67.67
51.52,66.79
51.56,67.25
51.60,66.82
51.64,66.77
51.68,67.28
51.72,66.78
51.76,67.88
51.80,68.61
51.84,67.69
51.88,69.53
51.92,67.31
51.96,68.80
52.00,69.09
52.04,66.95
52.08,67.56
52.12,70.75
52.16,70.68
52.20,68.68
52.24,69.96
52.28,69.71
52.32,72.38
52.36,70.46
52.40,69.12
52.44,71.65
52.48,71.67
52.52,69.64
52.56,72.50
52.60,70.48
52.64,71.50
52.68,73.45
52.72,71.67
52.76,70.83
52.80,71.71
52.84,71.41
52.88,70.83
52.92,71.90
52.96,72.28
53.00,72.27
53.04,72.54
53.08,69.43
53.12,71.33
53.16,71.70
53.20,72.33
53.24,71.37
53.28,72.45
53.32,71.52
53.36,70.05
53.40,72.62
53.44,70.16
53.48,68.96
53.52,70.03
53.56,70.46
53.60,70.84
53.64,69.79
53.68,68.94
53.72,68.83
53.76,69.12
53.80,68.78
53.84,69.66
53.88,69.42
53.92,68.77
53.96,67.82
54.00,68.99
54.04,68.32
54.08,67.94
54.12,68.05
54.16,67.68
54.20,67.26
54.24,67.75
54.28,66.21
54.32,68.00
54.36,65.97
54.40,67.44
54.44,66.34
54.48,65.83
54.52,65.02
54.56,65.10
54.60,65.58
54.64,64.82
54.68,65.77
54.72,64.89
54.76,65.42
54.80,65.18
54.84,66.22
54.88,65.11
54.92,66.90
54.96,64.97
55.00,65.81
55.04,63.68
55.08,65.00
55.12,66.88
55.16,65.35
55.20,66.70
55.24,64.48
55.28,65.29
55.32,65.44
55.36,66.55
55.40,65.43
55.44,63.84
55.48,65.46
55.52,67.04
55.56,65.40
55.60,65.19
55.64,67.23
55.68,65.19
55.72,67.97
55.76,67.01
55.80,66.65
55.84,66.62
55.88,68.85
55.92,65.06
55.96,67.17
56.00,68.78
56.04,68.00
56.08,67.51
56.12,68.08
56.16,68.63
56.20,70.38
56.24,68.52
56.28,68.73
56.32,69.01
56.36,68.74
56.40,69.34
56.44,68.71
56.48,69.85
56.52,69.99
56.56,68.47
56.60,68.48
56.64,69.74
56.68,69.08
56.72,70.54
56.76,68.91
56.80,69.19
56.84,70.39
56.88,71.41
56.92,69.49
56.96,70.27
57.00,71.21
57.04,69.62
57.08,68.86
57.12,69.66
57.16,70.83
57.20,71.38
57.24,69.50
57.28,70.05
57.32,67.73
57.36,67.79
57.40,68.47
57.44,69.26
57.48,70.86
57.52,70.68
57.56,67.73
57.60,70.60
57.64,68.28
57.68,67.79
57.72,68.96
57.76,67.48
57.80,67.94
57.84,68.09
57.88,66.27
57.92,67.59
57.96,68.53
58.00,67.48
58.04,66.58
58.08,66.77
58.12,67.33
58.16,65.75
58.20,67.51
58.24,66.44
58.28,66.73
58.32,64.94
58.36,64.61
58.40,64.17
58.44,66.16
58.48,64.79
58.52,64.25
58.56,65.83
58.60,64.49
58.64,63.09
58.68,61.83
58.72,62.92
58.76,62.91
58.80,62.07
58.84,63.54
58.88,62.27
58.92,63.15
58.96,63.66
59.00,63.86
59.04,62.46
59.08,64.82
59.12,63.08
59.16,62.85
59.20,62.62
59.24,63.61
59.28,64.28
59.32,63.90
59.36,63.31
59.40,64.03
59.44,65.76
59.48,63.97
59.52,63.96
59.56,64.88
59.60,64.53
59.64,65.47
59.68,64.11
59.72,63.98
59.76,65.71
59.80,65.11
59.84,66.21
59.88,65.04
59.92,66.35
59.96,67.28
60.00,67.35
60.04,66.60
60.08,66.17
60.12,66.39
60.16,68.84
60.20,67.98
60.24,65.12
60.28,65.99
60.32,67.94
60.36,69.02
60.40,67.21
60.44,68.90
60.48,68.04
60.52,68.42
60.56,67.77
60.60,68.45
60.64,67.56
60.68,67.33
60.72,68.40
60.76,69.00
60.80,70.23
60.84,67.92
60.88,70.10
60.92,66.99
60.96,68.79
61.00,67.89
61.04,70.79
61.08,67.17
61.12,69.05
61.16,68.23
61.20,67.75
61.24,68.42
61.28,67.58
61.32,66.54
61.36,67.34
61.40,69.09
61.44,67.33
61.48,66.91
61.52,67.65
61.56,68.16
61.60,68.40
61.64,66.63
61.68,67.05
61.72,67.55
61.76,65.95
61.80,66.52
61.84,65.73
61.88,65.55
61.92,65.52
61.96,63.97
62.00,65.76
62.04,63.61
62.08,63.72
62.12,65.57
62.16,64.32
62.20,64.13
62.24,61.45
62.28,64.11
62.32,62.99
62.36,62.92
62.40,64.32
62.44,64.45
62.48,63.73
62.52,62.79
62.56,63.29
62.60,63.52
62.64,63.58
62.68,61.89
62.72,61.81
62.76,61.91
62.80,62.32
62.84,62.52
62.88,61.39
62.92,61.35
62.96,61.32
63.00,62.34
63.04,61.84
63.08,61.68
63.12,62.39
63.16,61.26
63.20,61.83
63.24,62.67
63.28,62.29
63.32,61.48
63.36,62.48
63.40,62.10
63.44,62.20
63.48,63.71
63.52,62.34
63.56,63.20
63.60,62.72
63.64,62.70
63.68,61.59
63.72,64.21
63.76,63.83
63.80,62.54
63.84,63.45
63.88,64.05
63.92,62.37
63.96,64.65
64.00,62.63
64.04,63.98
64.08,64.96
64.12,64.24
64.16,64.81
64.20,64.61
64.24,64.88
64.28,65.42
64.32,66.22
64.36,66.28
64.40,67.41
64.44,65.65
64.48,65.14
64.52,65.69
64.56,66.12
64.60,66.73
64.64,65.54
64.68,65.77
64.72,68.65
64.76,66.50
64.80,66.13
64.84,66.16
64.88,66.72
64.92,66.68
64.96,66.81
65.00,65.98
65.04,66.75
65.08,67.51
65.12,68.45
65.16,65.27
65.20,68.43
65.24,65.36
65.28,67.05
65.32,67.03
65.36,66.08
65.40,66.73
65.44,64.85
65.48,66.03
65.52,65.17
65.56,65.69
65.60,66.41
65.64,62.96
65.68,64.42
65.72,65.21
65.76,63.30
65.80,64.44
65.84,65.38
65.88,64.57
65.92,64.82
65.96,62.36
66.00,63.69
66.04,64.46
66.08,63.06
66.12,62.40
66.16,61.35
66.20,62.44
66.24,61.28
66.28,61.99
66.32,60.76
66.36,61.25
66.40,61.48
66.44,62.54
66.48,60.89
66.52,62.19
66.56,61.04
66.60,60.98
66.64,60.86
66.68,61.03
66.72,60.52
66.76,60.13
66.80,59.91
66.84,58.73
66.88,60.16
66.92,59.96
66.96,60.20
67.00,60.88
67.04,59.60
67.08,61.00
67.12,60.39
67.16,60.48
67.20,60.15
67.24,60.51
67.28,61.61
67.32,62.25
67.36,60.87
67.40,60.42
67.44,59.85
67.48,61.23
67.52,60.45
67.56,61.87
67.60,61.28
67.64,61.26
67.68,61.56
67.72,62.01
67.76,62.43
67.80,61.84
67.84,63.91
67.88,62.64
67.92,63.67
67.96,63.34
68.00,62.47
68.04,63.93
68.08,62.96
68.12,62.33
68.16,64.15
68.20,63.04
68.24,64.54
68.28,63.17
68.32,63.31
68.36,64.02
68.40,65.80
68.44,63.38
68.48,64.56
68.52,65.02
68.56,65.82
68.60,65.33
68.64,65.26
68.68,65.37
68.72,65.85
68.76,66.19
68.80,65.75
68.84,65.94
68.88,64.33
68.92,65.78
68.96,65.78
69.00,65.77
69.04,66.31
69.08,67.55
69.12,65.00
69.16,66.93
69.20,65.81
69.24,64.81
69.28,66.00
