# SIMULARE — semnal generat de genereaza_simulare.py, nu inregistrat. Rol: control pozitiv pentru validarea lantului de analiza.
t_s,ch1_o1,ch2_fp1,bpm,eticheta,calitate,simulat
0.5160,-35.716,-28.608,71.86,repaus,bun,1
0.5200,-21.250,-13.243,73.42,repaus,bun,1
0.5240,-10.717,10.892,73.87,repaus,bun,1
0.5280,-18.695,-10.013,72.44,repaus,bun,1
0.5320,-24.521,-22.371,72.77,repaus,bun,1
0.5360,-31.726,-34.610,72.37,repaus,bun,1
0.5400,-9.606,-17.882,74.13,repaus,bun,1
0.5440,2.781,6.708,72.20,repaus,bun,1
0.5480,-4.543,-2.683,73.90,repaus,bun,1
0.5520,-14.538,-7.535,72.26,repaus,bun,1
0.5560,-23.538,-11.614,70.99,repaus,bun,1
0.5600,-10.035,10.943,72.35,repaus,bun,1
0.5640,11.090,31.184,73.90,repaus,bun,1
0.5680,-0.243,16.862,74.27,repaus,bun,1
0.5720,-6.127,4.187,72.81,repaus,bun,1
0.5760,-17.845,-2.054,71.83,repaus,bun,1
0.5800,-6.503,11.522,72.54,repaus,bun,1
0.5840,7.398,30.159,73.43,repaus,bun,1
0.5880,-4.056,14.487,72.85,repaus,bun,1
0.5920,-14.376,0.583,70.94,repaus,bun,1
0.5960,-28.515,-12.445,71.33,repaus,bun,1
0.6000,-19.804,8.805,74.07,repaus,bun,1
0.6040,-13.702,26.309,72.81,repaus,bun,1
0.6080,-25.103,23.992,72.97,repaus,bun,1
0.6120,-30.791,11.463,72.93,repaus,bun,1
0.6160,-47.870,-0.817,73.93,repaus,bun,1
0.6200,-35.075,19.342,71.87,repaus,bun,1
0.6240,-14.403,26.146,72.56,repaus,bun,1
0.6280,-16.883,11.625,72.70,repaus,bun,1
0.6320,-27.938,-5.384,73.88,repaus,bun,1
0.6360,-28.689,-19.083,72.92,repaus,bun,1
0.6400,-9.633,-9.528,74.18,repaus,bun,1
0.6440,7.516,8.475,73.39,repaus,bun,1
0.6480,9.533,1.122,73.46,repaus,bun,1
0.6520,2.467,-8.038,71.85,repaus,bun,1
0.6560,-5.675,-19.133,71.58,repaus,bun,1
0.6600,6.500,-3.892,71.33,repaus,bun,1
0.6640,22.514,17.797,73.86,repaus,bun,1
0.6680,9.478,16.949,73.67,repaus,bun,1
0.6720,-0.674,8.623,72.25,repaus,bun,1
0.6760,-14.287,-1.344,74.05,repaus,bun,1
0.6800,-1.215,7.171,73.25,repaus,bun,1
0.6840,18.241,15.058,74.31,repaus,bun,1
0.6880,2.903,0.610,72.60,repaus,bun,1
0.6920,-7.243,-15.284,72.78,repaus,bun,1
0.6960,-21.017,-23.755,71.50,repaus,bun,1
0.7000,-12.968,-6.670,72.48,repaus,bun,1
0.7040,-3.879,17.764,73.36,repaus,bun,1
0.7080,-15.324,10.836,72.94,repaus,bun,1
0.7120,-31.179,-2.762,74.85,repaus,bun,1
0.7160,-43.796,-13.092,72.50,repaus,bun,1
0.7200,-30.422,-0.052,72.86,repaus,bun,1
0.7240,-12.904,26.913,73.96,repaus,bun,1
0.7280,-21.218,10.072,72.21,repaus,bun,1
0.7320,-27.788,2.744,73.16,repaus,bun,1
0.7360,-34.937,-10.387,72.38,repaus,bun,1
0.7400,-16.468,4.077,72.82,repaus,bun,1
0.7440,10.673,24.808,73.76,repaus,bun,1
0.7480,7.676,16.681,73.48,repaus,bun,1
0.7520,-0.144,6.978,71.65,repaus,bun,1
0.7560,-5.421,-13.025,71.76,repaus,bun,1
0.7600,10.339,8.237,73.46,repaus,bun,1
0.7640,23.916,29.459,74.28,repaus,bun,1
0.7680,12.353,17.999,74.09,repaus,bun,1
0.7720,-2.523,8.354,75.10,repaus,bun,1
0.7760,-10.351,-6.510,73.55,repaus,bun,1
0.7800,-4.953,17.913,71.58,repaus,bun,1
0.7840,12.592,27.740,73.17,repaus,bun,1
0.7880,2.046,14.618,73.15,repaus,bun,1
0.7920,-6.628,-5.089,73.85,repaus,bun,1
0.7960,-14.521,-25.372,73.37,repaus,bun,1
0.8000,-4.618,-16.240,72.39,repaus,bun,1
0.8040,-1.476,7.073,74.09,repaus,bun,1
0.8080,-15.720,-12.041,72.72,repaus,bun,1
0.8120,-21.206,-10.809,74.75,repaus,bun,1
0.8160,-37.064,-22.892,72.89,repaus,bun,1
0.8200,-21.757,-2.194,73.46,repaus,bun,1
0.8240,-6.217,16.344,73.62,repaus,bun,1
0.8280,-21.793,8.784,74.07,repaus,bun,1
0.8320,-29.280,-6.513,75.17,repaus,bun,1
0.8360,-27.308,-14.698,74.09,repaus,bun,1
0.8400,-7.288,-0.740,74.48,repaus,bun,1
0.8440,11.722,14.272,72.23,repaus,bun,1
0.8480,7.549,-8.982,72.68,repaus,bun,1
0.8520,-0.794,-14.620,73.07,repaus,bun,1
0.8560,-10.309,-29.520,72.67,repaus,bun,1
0.8600,6.989,0.154,73.07,repaus,bun,1
0.8640,16.971,21.724,73.29,repaus,bun,1
0.8680,2.410,11.547,73.14,repaus,bun,1
0.8720,-5.674,1.626,72.84,repaus,bun,1
0.8760,-21.252,-4.257,74.26,repaus,bun,1
0.8800,-12.017,15.847,73.85,repaus,bun,1
0.8840,-6.741,31.284,73.94,repaus,bun,1
0.8880,-19.862,15.428,71.90,repaus,bun,1
0.8920,-32.448,3.754,73.50,repaus,bun,1
0.8960,-43.023,-5.510,73.35,repaus,bun,1
0.9000,-26.717,4.599,73.05,repaus,bun,1
0.9040,-14.775,23.252,73.62,repaus,bun,1
0.9080,-21.462,10.878,74.92,repaus,bun,1
0.9120,-29.830,-0.411,74.81,repaus,bun,1
0.9160,-36.173,-9.068,72.39,repaus,bun,1
0.9200,-30.802,16.143,72.45,repaus,bun,1
0.9240,-11.382,42.281,73.96,repaus,bun,1
0.9280,-21.639,18.238,73.93,repaus,bun,1
0.9320,-28.777,12.995,74.94,repaus,bun,1
0.9360,-37.916,-2.687,73.58,repaus,bun,1
0.9400,-15.312,22.301,73.21,repaus,bun,1
0.9440,9.068,34.614,74.68,repaus,bun,1
0.9480,3.959,13.480,73.44,repaus,bun,1
0.9520,0.396,8.516,75.41,repaus,bun,1
0.9560,-5.775,-7.685,73.44,repaus,bun,1
0.9600,13.839,10.773,74.04,repaus,bun,1
0.9640,23.512,24.840,73.95,repaus,bun,1
0.9680,4.781,17.231,74.01,repaus,bun,1
0.9720,-5.965,3.549,72.67,repaus,bun,1
0.9760,-24.405,-4.283,74.63,repaus,bun,1
0.9800,-18.458,21.668,73.13,repaus,bun,1
0.9840,-0.283,33.868,72.96,repaus,bun,1
0.9880,-7.107,14.907,74.62,repaus,bun,1
0.9920,-22.055,-6.315,74.31,repaus,bun,1
0.9960,-36.805,-19.205,73.04,repaus,bun,1
1.0000,-21.475,-3.067,72.61,repaus,bun,1
1.0040,-0.421,12.505,72.83,repaus,bun,1
1.0080,-10.651,-7.475,73.27,repaus,bun,1
1.0120,-19.134,-26.311,73.99,repaus,bun,1
1.0160,-27.932,-38.731,73.18,repaus,bun,1
1.0200,-12.233,-19.522,71.71,repaus,bun,1
1.0240,4.842,7.850,73.02,repaus,bun,1
1.0280,-4.662,-1.187,74.93,repaus,bun,1
1.0320,-14.721,-2.125,73.37,repaus,bun,1
1.0360,-26.041,-17.643,72.80,repaus,bun,1
1.0400,-5.932,3.926,73.27,repaus,bun,1
1.0440,9.113,28.337,73.48,repaus,bun,1
1.0480,6.777,8.719,72.50,repaus,bun,1
1.0520,-5.064,-3.747,71.52,repaus,bun,1
1.0560,-9.618,-16.960,74.07,repaus,bun,1
1.0600,6.498,5.559,74.22,repaus,bun,1
1.0640,18.062,29.367,72.99,repaus,bun,1
1.0680,14.714,18.174,74.20,repaus,bun,1
1.0720,1.125,7.996,74.93,repaus,bun,1
1.0760,-19.666,3.528,72.16,repaus,bun,1
1.0800,-9.623,15.709,73.18,repaus,bun,1
1.0840,-4.056,30.813,74.05,repaus,bun,1
1.0880,-27.381,25.888,72.49,repaus,bun,1
1.0920,-33.558,10.871,72.08,repaus,bun,1
1.0960,-44.828,-6.748,74.52,repaus,bun,1
1.1000,-30.514,-4.158,73.17,repaus,bun,1
1.1040,-17.190,12.485,73.12,repaus,bun,1
1.1080,-21.119,0.907,72.91,repaus,bun,1
1.1120,-24.655,-15.806,73.48,repaus,bun,1
1.1160,-25.536,-28.242,73.57,repaus,bun,1
1.1200,-8.751,-11.097,72.95,repaus,bun,1
1.1240,8.739,12.976,73.96,repaus,bun,1
1.1280,5.679,2.646,72.10,repaus,bun,1
1.1320,-6.562,-4.473,74.53,repaus,bun,1
1.1360,-14.723,-14.759,73.44,repaus,bun,1
1.1400,-0.439,6.784,72.92,repaus,bun,1
1.1440,26.177,22.017,73.37,repaus,bun,1
1.1480,19.324,13.375,73.83,repaus,bun,1
1.1520,12.603,-7.803,73.23,repaus,bun,1
1.1560,4.244,-24.962,74.82,repaus,bun,1
1.1600,18.070,-4.140,75.63,repaus,bun,1
1.1640,32.341,10.169,74.34,repaus,bun,1
1.1680,19.584,-9.479,74.04,repaus,bun,1
1.1720,7.077,-14.314,73.87,repaus,bun,1
1.1760,-6.042,-24.597,74.36,repaus,bun,1
1.1800,6.179,-7.919,73.71,repaus,bun,1
1.1840,11.016,15.890,73.04,repaus,bun,1
1.1880,-8.134,1.647,71.07,repaus,bun,1
1.1920,-25.313,-14.180,73.47,repaus,bun,1
1.1960,-38.798,-24.682,72.59,repaus,bun,1
1.2000,-20.490,-2.036,72.94,repaus,bun,1
1.2040,-8.925,16.897,73.51,repaus,bun,1
1.2080,-19.150,-1.805,75.51,repaus,bun,1
1.2120,-27.276,-13.096,74.08,repaus,bun,1
1.2160,-35.312,-23.223,73.79,repaus,bun,1
1.2200,-13.486,-3.830,75.23,repaus,bun,1
1.2240,7.437,13.000,73.14,repaus,bun,1
1.2280,-2.646,3.863,74.16,repaus,bun,1
1.2320,-10.287,-6.345,72.98,repaus,bun,1
1.2360,-18.964,-6.086,73.39,repaus,bun,1
1.2400,-4.061,17.559,72.80,repaus,bun,1
1.2440,6.173,44.327,73.66,repaus,bun,1
1.2480,-0.176,36.501,73.13,repaus,bun,1
1.2520,-9.480,21.397,74.84,repaus,bun,1
1.2560,-14.009,7.092,72.47,repaus,bun,1
1.2600,-2.344,17.239,73.10,repaus,bun,1
1.2640,16.327,32.943,74.86,repaus,bun,1
1.2680,8.999,11.140,73.73,repaus,bun,1
1.2720,-6.987,0.975,73.93,repaus,bun,1
1.2760,-20.610,-13.062,73.19,repaus,bun,1
1.2800,-7.649,8.966,71.71,repaus,bun,1
1.2840,2.027,27.676,73.37,repaus,bun,1
1.2880,-14.369,13.174,72.68,repaus,bun,1
1.2920,-23.034,4.019,72.19,repaus,bun,1
1.2960,-31.390,-10.134,74.41,repaus,bun,1
1.3000,-24.299,6.655,74.42,repaus,bun,1
1.3040,-10.389,20.661,73.65,repaus,bun,1
1.3080,-19.659,3.085,73.84,repaus,bun,1
1.3120,-21.507,-12.983,73.98,repaus,bun,1
1.3160,-29.241,-36.175,73.22,repaus,bun,1
1.3200,-7.055,-12.287,74.93,repaus,bun,1
1.3240,20.618,5.084,73.42,repaus,bun,1
1.3280,12.134,-9.606,74.54,repaus,bun,1
1.3320,12.299,-15.047,72.97,repaus,bun,1
1.3360,6.759,-27.800,73.38,repaus,bun,1
1.3400,18.448,-0.517,72.09,repaus,bun,1
1.3440,32.849,23.699,71.86,repaus,bun,1
1.3480,23.847,11.203,73.41,repaus,bun,1
1.3520,5.351,7.229,73.42,repaus,bun,1
1.3560,-10.067,-5.732,73.21,repaus,bun,1
1.3600,-0.286,9.573,73.86,repaus,bun,1
1.3640,16.287,22.446,73.90,repaus,bun,1
1.3680,8.728,10.004,73.87,repaus,bun,1
1.3720,-5.286,-7.289,72.46,repaus,bun,1
1.3760,-24.202,-19.849,72.24,repaus,bun,1
1.3800,-13.965,-3.695,74.12,repaus,bun,1
1.3840,-2.251,17.610,72.94,repaus,bun,1
1.3880,-14.121,5.104,72.38,repaus,bun,1
1.3920,-28.807,-4.336,72.24,repaus,bun,1
1.3960,-41.313,-8.682,73.72,repaus,bun,1
1.4000,-29.043,4.425,72.49,repaus,bun,1
1.4040,-16.862,27.738,73.34,repaus,bun,1
1.4080,-24.790,13.529,74.46,repaus,bun,1
1.4120,-30.135,8.002,75.05,repaus,bun,1
1.4160,-35.196,-8.410,74.30,repaus,bun,1
1.4200,-11.974,4.967,72.77,repaus,bun,1
1.4240,12.876,22.092,72.95,repaus,bun,1
1.4280,5.361,14.662,74.07,repaus,bun,1
1.4320,-2.469,-0.651,72.40,repaus,bun,1
1.4360,-14.033,-14.028,72.31,repaus,bun,1
1.4400,6.262,10.731,73.55,repaus,bun,1
1.4440,14.773,38.047,73.37,repaus,bun,1
1.4480,5.023,28.479,73.09,repaus,bun,1
1.4520,0.117,25.065,73.98,repaus,bun,1
1.4560,-12.666,14.882,72.71,repaus,bun,1
1.4600,-4.265,30.554,72.39,repaus,bun,1
1.4640,3.376,45.563,73.54,repaus,bun,1
1.4680,-4.913,20.004,74.28,repaus,bun,1
1.4720,-15.159,6.232,73.86,repaus,bun,1
1.4760,-21.078,-15.053,72.09,repaus,bun,1
1.4800,-2.578,0.148,72.93,repaus,bun,1
1.4840,4.879,16.277,75.41,repaus,bun,1
1.4880,-10.669,1.690,72.00,repaus,bun,1
1.4920,-23.334,-3.538,71.11,repaus,bun,1
1.4960,-31.997,-16.640,72.95,repaus,bun,1
1.5000,-18.927,0.870,72.40,repaus,bun,1
1.5040,-7.011,23.270,73.33,repaus,bun,1
1.5080,-13.136,13.996,73.52,repaus,bun,1
1.5120,-22.373,-4.599,72.03,repaus,bun,1
1.5160,-22.087,-17.684,73.18,repaus,bun,1
1.5200,-1.609,-1.957,72.05,repaus,bun,1
1.5240,17.743,18.652,73.72,repaus,bun,1
1.5280,8.489,0.533,73.90,repaus,bun,1
1.5320,4.786,-12.185,72.11,repaus,bun,1
1.5360,-4.361,-20.234,72.04,repaus,bun,1
1.5400,9.683,-2.262,72.15,repaus,bun,1
1.5440,22.352,25.624,72.50,repaus,bun,1
1.5480,6.082,14.978,72.95,repaus,bun,1
1.5520,-8.067,9.412,72.56,repaus,bun,1
1.5560,-17.339,-3.874,71.80,repaus,bun,1
1.5600,-10.251,20.708,72.90,repaus,bun,1
1.5640,-0.139,39.851,72.40,repaus,bun,1
1.5680,-13.464,24.917,73.38,repaus,bun,1
1.5720,-34.144,15.464,72.89,repaus,bun,1
1.5760,-44.148,-2.024,73.43,repaus,bun,1
1.5800,-26.797,17.420,71.59,repaus,bun,1
1.5840,-11.068,28.795,73.04,repaus,bun,1
1.5880,-22.032,9.242,71.91,repaus,bun,1
1.5920,-27.417,2.652,72.93,repaus,bun,1
1.5960,-39.290,-10.855,74.26,repaus,bun,1
1.6000,-28.163,9.222,71.94,repaus,bun,1
1.6040,-11.395,23.018,72.22,repaus,bun,1
1.6080,-14.372,12.617,71.61,repaus,bun,1
1.6120,-22.411,5.447,72.34,repaus,bun,1
1.6160,-34.156,-13.525,72.68,repaus,bun,1
1.6200,-5.989,5.979,72.75,repaus,bun,1
1.6240,13.858,26.708,72.93,repaus,bun,1
1.6280,11.010,11.078,71.96,repaus,bun,1
1.6320,2.220,-4.317,72.21,repaus,bun,1
1.6360,-3.997,-19.242,73.33,repaus,bun,1
1.6400,13.130,-3.295,73.73,repaus,bun,1
1.6440,38.393,26.258,73.38,repaus,bun,1
1.6480,21.329,12.109,71.12,repaus,bun,1
1.6520,11.172,0.166,73.54,repaus,bun,1
1.6560,-10.089,-5.728,73.51,repaus,bun,1
1.6600,-1.104,2.387,71.62,repaus,bun,1
1.6640,2.489,19.935,73.96,repaus,bun,1
1.6680,-9.771,12.317,73.77,repaus,bun,1
1.6720,-20.090,-2.104,71.94,repaus,bun,1
1.6760,-38.307,-25.082,73.06,repaus,bun,1
1.6800,-19.355,-3.865,73.23,repaus,bun,1
1.6840,-6.746,13.142,72.79,repaus,bun,1
1.6880,-20.296,-8.389,71.21,repaus,bun,1
1.6920,-27.637,-15.548,72.60,repaus,bun,1
1.6960,-35.649,-33.918,71.15,repaus,bun,1
1.7000,-18.419,-5.527,72.95,repaus,bun,1
1.7040,-3.973,22.768,72.20,repaus,bun,1
1.7080,-14.223,8.975,73.39,repaus,bun,1
1.7120,-22.081,3.600,71.80,repaus,bun,1
1.7160,-33.157,-9.048,72.68,repaus,bun,1
1.7200,-17.422,13.985,72.00,repaus,bun,1
1.7240,3.423,35.755,72.59,repaus,bun,1
1.7280,-1.723,17.808,71.10,repaus,bun,1
1.7320,-14.844,11.099,73.70,repaus,bun,1
1.7360,-18.974,-2.919,72.51,repaus,bun,1
1.7400,-3.850,19.463,72.29,repaus,bun,1
1.7440,11.389,32.816,73.21,repaus,bun,1
1.7480,5.471,18.667,72.86,repaus,bun,1
1.7520,-9.292,6.114,71.61,repaus,bun,1
1.7560,-19.040,-4.685,72.63,repaus,bun,1
1.7600,-15.259,21.093,71.94,repaus,bun,1
1.7640,-4.259,44.905,70.27,repaus,bun,1
1.7680,-21.778,32.529,72.94,repaus,bun,1
1.7720,-37.423,14.538,73.13,repaus,bun,1
1.7760,-46.973,1.059,72.08,repaus,bun,1
1.7800,-34.480,21.856,71.54,repaus,bun,1
1.7840,-16.743,33.085,70.80,repaus,bun,1
1.7880,-26.014,11.718,71.70,repaus,bun,1
1.7920,-34.480,2.063,70.99,repaus,bun,1
1.7960,-36.998,-18.608,72.78,repaus,bun,1
1.8000,-15.743,1.989,71.90,repaus,bun,1
1.8040,5.800,19.651,73.68,repaus,bun,1
1.8080,-5.508,14.012,72.32,repaus,bun,1
1.8120,-11.467,4.058,71.44,repaus,bun,1
1.8160,-23.413,-6.824,71.22,repaus,bun,1
1.8200,-1.460,10.107,72.63,repaus,bun,1
1.8240,10.164,27.270,70.93,repaus,bun,1
1.8280,-0.913,12.286,72.21,repaus,bun,1
1.8320,-4.050,-1.767,71.26,repaus,bun,1
1.8360,-10.058,-22.611,72.27,repaus,bun,1
1.8400,-1.699,2.689,72.31,repaus,bun,1
1.8440,13.536,20.973,71.25,repaus,bun,1
1.8480,3.384,5.850,72.63,repaus,bun,1
1.8520,-9.211,-8.583,72.38,repaus,bun,1
1.8560,-19.167,-20.680,73.21,repaus,bun,1
1.8600,-12.263,6.341,71.73,repaus,bun,1
1.8640,-2.982,20.156,70.36,repaus,bun,1
1.8680,-16.261,11.543,71.59,repaus,bun,1
1.8720,-35.037,3.814,70.84,repaus,bun,1
1.8760,-47.792,-1.890,69.25,repaus,bun,1
1.8800,-39.841,12.298,72.83,repaus,bun,1
1.8840,-27.324,22.882,72.39,repaus,bun,1
1.8880,-36.236,5.843,71.54,repaus,bun,1
1.8920,-32.656,-1.374,72.67,repaus,bun,1
1.8960,-42.436,-16.411,72.08,repaus,bun,1
1.9000,-21.202,-1.349,71.93,repaus,bun,1
1.9040,-1.326,20.468,70.69,repaus,bun,1
1.9080,-6.597,17.155,71.41,repaus,bun,1
1.9120,-12.618,10.917,71.09,repaus,bun,1
1.9160,-16.868,0.141,72.17,repaus,bun,1
1.9200,-9.818,20.904,70.78,repaus,bun,1
1.9240,1.965,50.213,71.13,repaus,bun,1
1.9280,-7.749,33.862,70.45,repaus,bun,1
1.9320,-18.229,23.101,70.68,repaus,bun,1
1.9360,-22.714,10.841,70.66,repaus,bun,1
1.9400,-7.787,23.801,70.79,repaus,bun,1
1.9440,1.561,35.482,71.22,repaus,bun,1
1.9480,-10.739,22.737,71.27,repaus,bun,1
1.9520,-17.854,2.876,70.57,repaus,bun,1
1.9560,-25.589,-12.692,70.50,repaus,bun,1
1.9600,-23.176,12.403,71.11,repaus,bun,1
1.9640,-3.467,28.740,71.56,repaus,bun,1
1.9680,-19.618,15.252,72.51,repaus,bun,1
1.9720,-28.147,6.117,72.10,repaus,bun,1
1.9760,-46.386,-13.838,72.63,repaus,bun,1
1.9800,-32.098,7.581,70.11,repaus,bun,1
1.9840,-19.912,17.104,72.07,repaus,bun,1
1.9880,-26.016,5.136,70.44,repaus,bun,1
1.9920,-24.637,-15.811,71.11,repaus,bun,1
1.9960,-30.697,-28.441,69.26,repaus,bun,1
2.0000,-13.664,-13.785,70.57,repaus,bun,1
2.0040,5.302,3.237,70.35,repaus,bun,1
2.0080,-1.756,-7.502,72.14,repaus,bun,1
2.0120,-2.580,-19.445,70.40,repaus,bun,1
2.0160,-7.880,-21.589,71.01,repaus,bun,1
2.0200,8.558,-3.231,71.21,repaus,bun,1
2.0240,22.538,22.781,70.84,repaus,bun,1
2.0280,7.533,7.114,71.15,repaus,bun,1
