# SIMULARE — semnal generat de genereaza_simulare.py, nu inregistrat. Rol: control pozitiv pentru validarea lantului de analiza.
t_s,bpm
17.32,80.21
17.36,79.73
17.40,80.09
17.44,81.84
17.48,81.42
17.52,82.02
17.56,80.74
17.60,80.27
17.64,82.00
17.68,80.47
17.72,79.37
17.76,80.03
17.80,79.91
17.84,77.89
17.88,78.70
17.92,79.56
17.96,80.22
18.00,77.37
18.04,78.33
18.08,77.11
18.12,77.41
18.16,77.78
18.20,77.76
18.24,78.01
18.28,78.35
18.32,76.02
18.36,77.39
18.40,75.14
18.44,76.14
18.48,75.65
18.52,78.07
18.56,75.30
18.60,76.08
18.64,76.90
18.68,77.35
18.72,72.97
18.76,75.58
18.80,74.63
18.84,74.66
18.88,73.80
18.92,72.91
18.96,77.04
19.00,74.78
19.04,74.25
19.08,77.23
19.12,76.56
19.16,74.13
19.20,76.54
19.24,75.31
19.28,75.89
19.32,75.14
19.36,74.31
19.40,73.66
19.44,76.01
19.48,76.90
19.52,76.50
19.56,77.04
19.60,76.05
19.64,77.18
19.68,75.65
19.72,78.11
19.76,77.65
19.80,75.31
19.84,78.82
19.88,76.74
19.92,77.46
19.96,77.53
20.00,77.72
20.04,78.56
20.08,78.32
20.12,77.56
20.16,80.02
20.20,78.79
20.24,80.49
20.28,78.44
20.32,80.70
20.36,78.93
20.40,78.85
20.44,79.20
20.48,79.27
20.52,78.99
20.56,81.39
20.60,78.86
20.64,79.38
20.68,79.96
20.72,81.83
20.76,80.21
20.80,80.93
20.84,80.33
20.88,80.12
20.92,79.87
20.96,80.54
21.00,80.61
21.04,81.49
21.08,81.39
21.12,82.43
21.16,81.89
21.20,80.50
21.24,79.50
21.28,79.66
21.32,78.89
21.36,79.73
21.40,79.10
21.44,78.78
21.48,79.67
21.52,79.33
21.56,78.18
21.60,77.62
21.64,76.79
21.68,77.78
21.72,77.59
21.76,77.57
21.80,78.53
21.84,77.15
21.88,79.79
21.92,76.76
21.96,74.76
22.00,77.36
22.04,77.56
22.08,75.28
22.12,75.72
22.16,76.43
22.20,75.24
22.24,74.92
22.28,75.62
22.32,74.93
22.36,74.54
22.40,75.13
22.44,76.00
22.48,75.72
22.52,73.21
22.56,74.28
22.60,73.69
22.64,74.34
22.68,73.54
22.72,72.93
22.76,72.79
22.80,74.26
22.84,72.02
22.88,74.32
22.92,72.10
22.96,73.15
23.00,72.75
23.04,72.67
23.08,74.06
23.12,73.82
23.16,73.11
23.20,73.89
23.24,74.60
23.28,73.73
23.32,74.13
23.36,74.41
23.40,75.90
23.44,72.94
23.48,72.99
23.52,73.86
23.56,74.50
23.60,75.27
23.64,73.87
23.68,74.40
23.72,76.10
23.76,75.05
23.80,73.79
23.84,76.39
23.88,75.18
23.92,75.22
23.96,75.70
24.00,77.96
24.04,75.52
24.08,79.04
24.12,75.61
24.16,77.27
24.20,76.19
24.24,76.30
24.28,77.93
24.32,76.66
24.36,77.38
24.40,77.14
24.44,77.37
24.48,79.73
24.52,79.31
24.56,78.63
24.60,77.77
24.64,77.73
24.68,77.32
24.72,78.75
24.76,78.65
24.80,78.88
24.84,78.94
24.88,79.30
24.92,77.76
24.96,78.03
25.00,77.49
25.04,79.98
25.08,78.29
25.12,78.21
25.16,77.94
25.20,79.30
25.24,77.07
25.28,79.67
25.32,77.86
25.36,78.90
25.40,77.64
25.44,78.19
25.48,77.60
25.52,79.21
25.56,75.67
25.60,77.78
25.64,76.61
25.68,77.59
25.72,75.60
25.76,77.52
25.80,76.98
25.84,76.13
25.88,76.35
25.92,76.12
25.96,73.24
26.00,76.03
26.04,76.39
26.08,74.85
26.12,74.94
26.16,74.03
26.20,75.56
26.24,73.60
26.28,72.82
26.32,72.82
26.36,73.32
26.40,74.51
26.44,73.67
26.48,73.39
26.52,73.71
26.56,70.42
26.60,71.92
26.64,72.99
26.68,73.07
26.72,72.04
26.76,70.32
26.80,70.71
26.84,72.85
26.88,72.31
26.92,73.77
26.96,73.25
27.00,71.92
27.04,71.05
27.08,72.30
27.12,72.76
27.16,73.15
27.20,72.34
27.24,72.14
27.28,71.70
27.32,73.01
27.36,72.85
27.40,72.55
27.44,74.98
27.48,72.31
27.52,70.33
27.56,73.80
27.60,74.56
27.64,74.99
27.68,73.39
27.72,71.99
27.76,74.04
27.80,73.65
27.84,73.40
27.88,75.34
27.92,74.89
27.96,76.73
28.00,74.79
28.04,74.44
28.08,75.81
28.12,74.94
28.16,75.25
28.20,76.25
28.24,74.63
28.28,75.24
28.32,76.55
28.36,77.73
28.40,76.08
28.44,77.16
28.48,75.90
28.52,76.71
28.56,78.88
28.60,77.57
28.64,77.70
28.68,75.57
28.72,77.15
28.76,78.31
28.80,76.37
28.84,77.79
28.88,78.14
28.92,78.59
28.96,77.96
29.00,77.91
29.04,79.03
29.08,76.57
29.12,77.05
29.16,77.33
29.20,77.05
29.24,78.03
29.28,78.15
29.32,76.04
29.36,78.68
29.40,76.92
29.44,76.05
29.48,76.29
29.52,77.53
29.56,76.04
29.60,75.95
29.64,78.07
29.68,75.52
29.72,76.18
29.76,75.02
29.80,73.91
29.84,75.93
29.88,75.37
29.92,76.07
29.96,74.89
30.00,74.04
30.04,74.71
30.08,74.81
30.12,73.94
30.16,74.26
30.20,72.80
30.24,74.03
30.28,70.62
30.32,72.36
30.36,72.79
30.40,72.22
30.44,71.56
30.48,72.17
30.52,72.93
30.56,71.42
30.60,72.49
30.64,71.81
30.68,72.84
30.72,71.55
30.76,71.56
30.80,70.61
30.84,73.32
30.88,70.32
30.92,71.94
30.96,72.40
31.00,73.27
31.04,72.00
31.08,70.68
31.12,72.19
31.16,71.36
31.20,70.00
31.24,72.76
31.28,72.45
31.32,70.78
31.36,72.81
31.40,72.57
31.44,71.97
31.48,72.22
31.52,72.88
31.56,73.14
31.60,73.97
31.64,73.73
31.68,73.33
31.72,72.79
31.76,75.90
31.80,76.11
31.84,72.95
31.88,74.49
31.92,74.92
31.96,74.94
32.00,74.49
32.04,74.53
32.08,76.26
32.12,75.83
32.16,75.22
32.20,74.14
32.24,75.83
32.28,76.05
32.32,78.07
32.36,76.50
32.40,76.18
32.44,76.51
32.48,75.98
32.52,76.35
32.56,77.00
32.60,77.23
32.64,77.68
32.68,76.64
32.72,77.41
32.76,77.10
32.80,78.59
32.84,77.80
32.88,78.19
32.92,76.81
32.96,77.41
33.00,78.01
33.04,78.27
33.08,77.80
33.12,77.88
33.16,77.26
33.20,77.01
33.24,78.16
33.28,76.59
33.32,76.66
33.36,76.39
33.40,76.21
33.44,78.06
33.48,78.20
33.52,77.33
33.56,75.24
33.60,77.60
33.64,74.52
33.68,76.44
33.72,75.27
33.76,76.30
33.80,74.08
33.84,75.56
33.88,76.33
33.92,74.24
33.96,73.22
34.00,74.87
34.04,73.19
34.08,76.27
34.12,72.88
34.16,72.15
34.20,74.89
34.24,74.97
34.28,74.09
34.32,74.85
34.36,73.33
34.40,73.87
34.44,73.56
34.48,73.94
34.52,72.12
34.56,72.84
34.60,72.38
34.64,71.47
34.68,72.81
34.72,72.03
34.76,72.92
34.80,71.52
34.84,71.94
34.88,73.12
34.92,72.23
34.96,71.85
35.00,71.60
35.04,71.91
35.08,72.68
35.12,71.30
35.16,73.43
35.20,72.43
35.24,72.22
35.28,71.99
35.32,73.42
35.36,72.72
35.40,73.79
35.44,73.77
35.48,72.91
35.52,71.98
35.56,72.52
35.60,74.26
35.64,72.97
35.68,73.73
35.72,74.03
35.76,74.10
35.80,73.14
35.84,74.55
35.88,75.12
35.92,74.58
35.96,74.18
36.00,74.19
36.04,75.38
36.08,76.02
36.12,75.72
36.16,74.91
36.20,77.46
36.24,76.61
36.28,77.56
36.32,76.25
36.36,77.21
36.40,77.17
36.44,77.14
36.48,76.76
36.52,77.43
36.56,77.48
36.60,76.95
36.64,76.18
36.68,78.11
36.72,78.30
36.76,77.92
36.80,78.31
36.84,78.81
36.88,78.22
36.92,76.95
36.96,79.12
37.00,76.88
37.04,78.76
37.08,79.66
37.12,78.91
37.16,76.88
37.20,80.17
37.24,80.62
37.28,77.16
37.32,77.81
37.36,76.79
37.40,78.30
37.44,76.44
37.48,78.69
37.52,77.14
37.56,77.50
37.60,78.79
37.64,77.34
37.68,76.87
37.72,77.32
37.76,76.81
37.80,75.92
37.84,76.59
37.88,76.02
37.92,76.59
37.96,76.38
38.00,75.49
38.04,75.62
38.08,75.11
38.12,75.82
38.16,75.20
38.20,75.53
38.24,75.19
38.28,74.77
38.32,75.61
38.36,74.71
38.40,74.10
38.44,74.09
38.48,73.81
38.52,73.82
38.56,71.43
38.60,74.07
38.64,73.52
38.68,74.82
38.72,73.69
38.76,72.33
38.80,71.73
38.84,71.36
38.88,73.13
38.92,74.01
38.96,72.31
39.00,73.68
39.04,73.14
39.08,73.33
39.12,73.26
39.16,73.17
39.20,73.35
39.24,73.88
39.28,75.77
39.32,71.88
39.36,74.37
39.40,73.66
39.44,74.83
39.48,74.18
39.52,73.87
39.56,75.00
39.60,73.33
39.64,75.31
39.68,75.61
39.72,75.79
39.76,74.04
39.80,75.80
39.84,75.23
39.88,76.73
39.92,77.44
39.96,75.90
40.00,77.73
40.04,75.58
40.08,75.96
40.12,76.76
40.16,77.20
40.20,78.31
40.24,77.93
40.28,76.38
40.32,78.72
40.36,78.80
40.40,77.31
40.44,79.04
40.48,79.77
40.52,79.00
40.56,79.16
40.60,78.94
40.64,79.14
40.68,79.52
40.72,79.03
40.76,79.35
40.80,81.37
40.84,78.31
40.88,79.50
40.92,81.80
40.96,80.40
41.00,81.29
41.04,78.86
41.08,81.30
41.12,79.14
41.16,80.84
41.20,78.99
41.24,79.19
41.28,78.69
41.32,77.15
41.36,79.09
41.40,80.97
41.44,78.98
41.48,77.73
41.52,78.72
41.56,78.60
41.60,78.97
41.64,78.90
41.68,78.15
41.72,78.37
41.76,78.55
41.80,77.13
41.84,77.07
41.88,77.72
41.92,78.03
41.96,77.80
42.00,76.86
42.04,76.37
42.08,77.15
42.12,76.46
42.16,78.01
42.20,77.47
42.24,74.49
42.28,74.46
42.32,77.61
42.36,74.43
42.40,75.86
42.44,75.71
42.48,74.02
42.52,76.13
42.56,74.34
42.60,75.89
42.64,74.83
42.68,74.80
42.72,74.45
42.76,76.52
42.80,74.94
42.84,74.58
42.88,73.85
42.92,73.91
42.96,74.85
43.00,74.63
43.04,74.18
43.08,73.69
43.12,74.19
43.16,73.74
43.20,74.15
43.24,72.99
43.28,75.03
43.32,74.14
43.36,74.89
43.40,73.32
43.44,74.70
43.48,74.91
43.52,76.16
43.56,75.46
43.60,76.23
43.64,75.80
43.68,74.85
43.72,76.24
43.76,75.84
43.80,77.03
43.84,76.76
43.88,77.16
43.92,76.57
43.96,74.93
44.00,77.55
44.04,77.96
44.08,77.82
44.12,77.82
44.16,77.51
44.20,78.44
44.24,78.29
44.28,79.09
44.32,79.01
44.36,79.77
44.40,79.91
44.44,79.50
44.48,79.10
44.52,81.21
44.56,80.58
44.60,78.95
44.64,82.57
44.68,80.01
44.72,80.42
44.76,79.78
44.80,81.18
44.84,81.04
44.88,81.21
44.92,83.08
44.96,80.97
45.00,83.16
45.04,80.40
45.08,80.65
45.12,81.04
45.16,80.05
45.20,80.17
45.24,81.17
45.28,79.87
45.32,81.74
45.36,80.70
45.40,78.68
45.44,80.43
45.48,79.96
45.52,79.40
45.56,78.59
45.60,81.23
45.64,79.88
45.68,78.65
45.72,79.08
45.76,78.04
45.80,78.71
45.84,77.38
45.88,78.12
45.92,80.01
45.96,78.27
46.00,78.28
46.04,78.07
46.08,79.34
46.12,77.56
46.16,77.17
46.20,78.84
46.24,76.50
46.28,77.09
46.32,76.11
46.36,77.04
46.40,76.84
46.44,75.78
46.48,76.97
46.52,77.12
46.56,75.27
46.60,76.49
46.64,73.92
46.68,75.81
46.72,75.86
46.76,75.28
46.80,76.76
46.84,75.47
46.88,75.37
46.92,75.58
46.96,75.17
47.00,75.79
47.04,74.76
47.08,76.20
47.12,75.80
47.16,75.47
47.20,76.10
47.24,75.96
47.28,76.76
47.32,76.38
47.36,75.04
47.40,75.44
47.44,74.55
47.48,77.04
47.52,76.20
47.56,75.75
47.60,77.66
47.64,76.32
47.68,76.48
47.72,78.82
47.76,77.12
47.80,76.60
47.84,77.24
47.88,77.62
47.92,77.10
47.96,77.13
48.00,78.62
48.04,77.67
48.08,79.18
48.12,77.87
48.16,79.64
48.20,78.94
48.24,79.92
48.28,78.94
48.32,80.14
48.36,80.76
48.40,81.51
48.44,80.26
48.48,80.33
48.52,81.14
48.56,81.13
48.60,80.51
48.64,80.90
48.68,80.34
48.72,81.41
48.76,81.17
48.80,79.43
48.84,82.28
48.88,82.69
48.92,81.54
48.96,80.74
49.00,81.38
49.04,81.27
49.08,80.92
49.12,81.85
49.16,80.40
49.20,80.21
49.24,80.81
49.28,82.34
49.32,83.73
49.36,80.76
49.40,82.26
49.44,80.37
49.48,81.50
49.52,80.04
49.56,80.50
49.60,80.69
49.64,80.73
49.68,80.88
49.72,79.33
49.76,78.71
49.80,78.28
49.84,78.76
49.88,77.06
49.92,79.45
49.96,77.93
50.00,78.41
50.04,77.61
50.08,77.84
50.12,77.76
50.16,77.73
50.20,75.98
50.24,79.11
50.28,77.62
50.32,76.98
50.36,76.78
50.40,76.05
50.44,76.49
50.48,75.13
50.52,76.31
50.56,76.26
50.60,75.20
50.64,75.18
50.68,76.24
50.72,75.04
50.76,74.80
50.80,75.47
50.84,75.08
50.88,75.42
50.92,73.88
50.96,74.61
51.00,73.47
51.04,74.54
51.08,74.73
51.12,75.39
51.16,75.12
51.20,75.74
51.24,75.79
51.28,75.97
51.32,74.55
51.36,75.84
51.40,74.88
51.44,75.87
51.48,76.50
51.52,76.66
51.56,75.70
51.60,75.46
51.64,75.93
51.68,77.34
51.72,76.29
51.76,77.65
51.80,77.22
51.84,76.50
51.88,78.31
51.92,79.13
51.96,78.47
52.00,77.63
52.04,78.20
52.08,77.07
52.12,78.22
52.16,79.31
52.20,78.90
52.24,79.01
52.28,80.50
52.32,79.03
52.36,79.50
52.40,80.62
52.44,79.98
52.48,81.89
52.52,81.97
52.56,80.46
52.60,80.66
52.64,79.64
52.68,80.58
52.72,80.83
52.76,79.46
52.80,80.83
52.84,81.92
52.88,80.21
52.92,81.79
52.96,80.79
53.00,81.07
53.04,80.07
53.08,80.95
53.12,79.90
53.16,80.73
53.20,80.81
53.24,80.55
53.28,81.04
53.32,80.04
53.36,80.74
53.40,80.80
53.44,79.94
53.48,78.40
53.52,80.12
53.56,81.22
53.60,79.71
53.64,80.11
53.68,79.13
53.72,79.45
53.76,78.09
53.80,78.21
53.84,77.42
53.88,77.57
53.92,78.10
53.96,76.83
54.00,75.22
54.04,76.66
54.08,76.59
54.12,76.62
54.16,77.21
54.20,76.24
54.24,77.37
54.28,76.28
54.32,77.06
54.36,76.36
54.40,74.73
54.44,75.81
54.48,74.52
54.52,75.46
54.56,75.89
54.60,73.89
54.64,74.23
54.68,76.07
54.72,75.41
54.76,73.60
54.80,72.93
54.84,74.06
54.88,73.92
54.92,75.00
54.96,75.10
55.00,73.65
55.04,74.13
55.08,75.61
55.12,74.50
55.16,73.85
55.20,76.17
55.24,73.58
55.28,75.82
55.32,75.45
55.36,72.71
55.40,75.02
55.44,75.32
55.48,75.94
55.52,75.57
55.56,74.48
55.60,75.28
55.64,74.87
55.68,75.86
55.72,76.33
55.76,75.07
55.80,76.63
55.84,76.08
55.88,77.25
55.92,76.46
55.96,74.62
56.00,77.94
56.04,78.14
56.08,79.37
56.12,77.79
56.16,76.60
56.20,78.04
56.24,76.80
56.28,77.28
56.32,78.19
56.36,78.33
56.40,77.44
56.44,78.73
56.48,78.90
56.52,79.96
56.56,78.80
56.60,77.67
56.64,79.19
56.68,78.44
56.72,78.23
56.76,78.68
56.80,79.09
56.84,80.66
56.88,82.33
56.92,78.83
56.96,79.63
57.00,81.26
57.04,81.03
57.08,78.22
57.12,79.35
57.16,79.29
57.20,79.92
57.24,79.06
57.28,78.36
57.32,79.58
57.36,78.16
57.40,76.75
57.44,78.38
57.48,77.86
57.52,77.33
57.56,77.45
57.60,77.70
57.64,76.49
57.68,77.84
57.72,77.39
57.76,76.88
57.80,75.78
57.84,76.35
57.88,75.39
57.92,76.16
57.96,76.02
58.00,76.89
58.04,77.72
58.08,76.23
58.12,74.62
58.16,74.29
58.20,74.60
58.24,74.71
58.28,74.64
58.32,75.95
58.36,73.76
58.40,75.37
58.44,72.32
58.48,74.13
58.52,73.99
58.56,73.57
58.60,74.10
58.64,74.03
58.68,73.66
58.72,73.05
58.76,72.52
58.80,72.53
58.84,72.77
58.88,74.17
58.92,72.97
58.96,73.85
59.00,72.81
59.04,72.34
59.08,73.80
59.12,73.92
59.16,72.54
59.20,72.20
59.24,72.87
59.28,73.71
59.32,72.98
59.36,73.71
59.40,72.65
59.44,73.98
59.48,71.57
59.52,72.57
59.56,72.72
59.60,73.21
59.64,75.46
59.68,72.33
59.72,74.96
59.76,74.41
59.80,75.56
59.84,73.37
59.88,74.72
59.92,73.92
59.96,76.22
60.00,74.18
60.04,75.52
60.08,76.66
60.12,74.85
60.16,75.84
60.20,75.14
60.24,74.73
60.28,77.37
60.32,76.18
60.36,75.01
60.40,76.03
60.44,76.97
60.48,75.65
60.52,77.02
60.56,78.71
60.60,77.09
60.64,77.40
60.68,75.87
60.72,78.91
60.76,77.12
60.80,76.69
60.84,77.11
60.88,78.41
60.92,77.48
60.96,78.65
61.00,77.32
61.04,78.29
61.08,78.39
61.12,76.89
61.16,75.25
61.20,79.18
61.24,77.06
61.28,76.88
61.32,78.00
61.36,78.46
61.40,77.78
61.44,77.02
61.48,75.74
61.52,76.33
61.56,75.47
61.60,76.29
61.64,76.24
61.68,77.32
61.72,75.10
61.76,75.00
61.80,74.87
61.84,75.43
61.88,74.58
61.92,74.54
61.96,73.95
62.00,74.18
62.04,74.31
62.08,73.16
62.12,72.35
62.16,73.67
62.20,73.71
62.24,74.77
62.28,73.53
62.32,72.89
62.36,71.59
62.40,72.72
62.44,73.01
62.48,73.10
62.52,71.80
62.56,71.14
62.60,71.46
62.64,72.37
62.68,70.22
62.72,72.05
62.76,70.14
62.80,68.69
62.84,71.75
62.88,70.85
62.92,69.97
62.96,68.14
63.00,71.95
63.04,68.02
63.08,71.58
63.12,70.81
63.16,72.92
63.20,72.32
63.24,71.17
63.28,70.40
63.32,70.81
63.36,71.00
63.40,71.92
63.44,73.26
63.48,70.52
63.52,72.61
63.56,72.45
63.60,72.95
63.64,72.00
63.68,71.60
63.72,72.83
63.76,71.60
63.80,73.13
63.84,71.30
63.88,73.05
63.92,73.76
63.96,73.15
64.00,73.90
64.04,71.69
64.08,74.34
64.12,74.70
64.16,74.05
64.20,73.47
64.24,74.84
64.28,73.20
64.32,74.49
64.36,73.51
64.40,75.77
64.44,75.29
64.48,75.20
64.52,74.59
64.56,74.65
64.60,77.81
64.64,76.10
64.68,76.88
64.72,75.94
64.76,75.05
64.80,75.31
64.84,75.15
64.88,76.04
64.92,75.90
64.96,75.82
65.00,77.65
65.04,76.32
65.08,75.08
65.12,75.07
65.16,76.80
65.20,75.98
65.24,76.31
65.28,76.44
65.32,75.53
65.36,74.49
65.40,75.92
65.44,75.19
65.48,72.56
65.52,74.98
65.56,75.16
65.60,75.55
65.64,74.43
65.68,74.75
65.72,72.10
65.76,72.87
65.80,73.40
65.84,70.46
65.88,72.57
65.92,73.20
65.96,71.58
66.00,72.23
66.04,73.60
66.08,72.43
66.12,71.49
66.16,72.06
66.20,70.17
66.24,71.93
66.28,70.64
66.32,70.89
66.36,70.27
66.40,70.74
66.44,70.61
66.48,72.16
66.52,70.85
66.56,70.72
66.60,70.00
66.64,71.78
66.68,69.01
66.72,70.10
66.76,71.00
66.80,68.71
66.84,69.03
66.88,68.81
66.92,67.27
66.96,69.18
67.00,68.92
67.04,69.41
67.08,70.07
67.12,68.94
67.16,68.61
67.20,68.26
67.24,69.22
67.28,69.56
67.32,70.91
67.36,69.25
67.40,71.29
67.44,69.74
67.48,69.96
67.52,70.01
67.56,71.10
67.60,72.57
67.64,70.66
67.68,72.31
67.72,70.21
67.76,71.76
67.80,71.07
67.84,70.68
67.88,73.61
67.92,71.64
67.96,71.76
68.00,72.72
68.04,71.49
68.08,72.45
68.12,70.85
68.16,72.46
68.20,75.07
68.24,73.52
68.28,72.19
68.32,73.23
68.36,73.55
68.40,73.93
68.44,73.45
68.48,74.73
68.52,73.29
68.56,73.72
68.60,74.37
68.64,75.22
68.68,75.57
68.72,75.64
68.76,75.04
68.80,75.64
68.84,74.73
68.88,74.83
68.92,74.79
68.96,73.80
69.00,74.99
69.04,75.85
69.08,75.19
69.12,75.08
69.16,74.76
69.20,74.81
69.24,74.76
69.28,73.51
