# SIMULARE — semnal generat de genereaza_simulare.py, nu inregistrat. Rol: control pozitiv pentru validarea lantului de analiza.
t_s,bpm
6.12,68.91
6.16,70.72
6.20,68.31
6.24,68.46
6.28,68.68
6.32,69.35
6.36,68.34
6.40,68.86
6.44,70.24
6.48,68.00
6.52,67.29
6.56,66.48
6.60,66.39
6.64,68.07
6.68,65.82
6.72,67.60
6.76,66.10
6.80,67.34
6.84,65.11
6.88,65.89
6.92,65.08
6.96,66.96
7.00,68.10
7.04,66.84
7.08,67.11
7.12,66.64
7.16,68.22
7.20,67.38
7.24,65.38
7.28,68.40
7.32,67.00
7.36,67.54
7.40,66.69
7.44,68.87
7.48,67.51
7.52,67.57
7.56,67.20
7.60,68.27
7.64,68.32
7.68,68.79
7.72,68.15
7.76,68.05
7.80,69.97
7.84,67.36
7.88,67.76
7.92,69.40
7.96,69.93
8.00,69.91
8.04,70.06
8.08,69.93
8.12,71.10
8.16,70.32
8.20,71.93
8.24,70.62
8.28,71.05
8.32,70.64
8.36,72.39
8.40,69.36
8.44,71.56
8.48,71.66
8.52,72.89
8.56,72.72
8.60,72.86
8.64,73.10
8.68,73.36
8.72,72.36
8.76,73.34
8.80,72.95
8.84,72.86
8.88,73.94
8.92,74.36
8.96,72.34
9.00,72.84
9.04,73.52
9.08,73.32
9.12,72.22
9.16,74.47
9.20,71.76
9.24,72.54
9.28,73.95
9.32,71.59
9.36,73.23
9.40,70.97
9.44,72.72
9.48,71.12
9.52,71.71
9.56,72.43
9.60,71.01
9.64,72.01
9.68,70.00
9.72,71.75
9.76,71.46
9.80,71.18
9.84,71.22
9.88,69.69
9.92,70.02
9.96,67.88
10.00,69.97
10.04,71.18
10.08,70.17
10.12,69.11
10.16,68.63
10.20,70.83
10.24,68.79
10.28,68.30
10.32,67.82
10.36,70.85
10.40,68.53
10.44,68.30
10.48,68.77
10.52,67.56
10.56,67.97
10.60,68.27
10.64,68.29
10.68,67.34
10.72,67.16
10.76,67.82
10.80,67.06
10.84,65.33
10.88,66.80
10.92,67.97
10.96,67.22
11.00,68.39
11.04,67.04
11.08,66.09
11.12,67.32
11.16,66.74
11.20,66.97
11.24,66.78
11.28,68.72
11.32,67.67
11.36,66.75
11.40,65.65
11.44,66.97
11.48,68.63
11.52,66.43
11.56,69.45
11.60,69.83
11.64,67.20
11.68,69.55
11.72,68.49
11.76,70.81
11.80,69.96
11.84,69.98
11.88,68.90
11.92,68.59
11.96,70.79
12.00,68.76
12.04,70.10
12.08,71.09
12.12,68.98
12.16,70.31
12.20,69.96
12.24,70.56
12.28,71.37
12.32,72.56
12.36,71.65
12.40,72.98
12.44,70.10
12.48,71.62
12.52,70.87
12.56,72.93
12.60,71.69
12.64,71.31
12.68,71.54
12.72,72.93
12.76,71.98
12.80,73.92
12.84,74.76
12.88,72.55
12.92,72.57
12.96,72.07
13.00,74.89
13.04,73.39
13.08,72.89
13.12,72.42
13.16,71.91
13.20,72.28
13.24,72.29
13.28,71.75
13.32,71.66
13.36,70.78
13.40,73.41
13.44,71.04
13.48,72.57
13.52,72.63
13.56,71.47
13.60,71.95
13.64,71.84
13.68,70.65
13.72,72.03
13.76,69.11
13.80,70.55
13.84,69.24
13.88,68.54
13.92,70.02
13.96,70.64
14.00,68.34
14.04,69.40
14.08,68.23
14.12,69.26
14.16,68.50
14.20,68.79
14.24,68.17
14.28,68.56
14.32,66.48
14.36,67.62
14.40,66.40
14.44,67.91
14.48,68.31
14.52,67.79
14.56,68.91
14.60,67.55
14.64,66.08
14.68,66.75
14.72,66.70
14.76,67.07
14.80,66.27
14.84,65.97
14.88,64.35
14.92,66.06
14.96,66.57
15.00,67.70
15.04,66.20
15.08,66.91
15.12,68.22
15.16,66.20
15.20,66.17
15.24,65.02
15.28,67.39
15.32,66.04
15.36,67.61
15.40,65.81
15.44,67.15
15.48,67.47
15.52,68.16
15.56,66.87
15.60,67.48
15.64,67.09
15.68,67.01
15.72,70.14
15.76,68.68
15.80,68.35
15.84,68.83
15.88,69.66
15.92,70.41
15.96,68.85
16.00,68.61
16.04,68.32
16.08,71.86
16.12,69.23
16.16,69.07
16.20,70.88
16.24,69.78
16.28,69.26
16.32,70.81
16.36,71.19
16.40,71.86
16.44,70.97
16.48,71.13
16.52,70.22
16.56,70.97
16.60,71.18
16.64,69.77
16.68,72.58
16.72,72.45
16.76,69.48
16.80,70.41
16.84,71.78
16.88,70.96
16.92,71.21
16.96,72.91
17.00,71.76
17.04,70.89
17.08,71.68
17.12,72.91
17.16,71.38
17.20,71.99
17.24,70.65
17.28,71.48
17.32,71.27
17.36,70.51
17.40,72.33
17.44,70.03
17.48,69.27
17.52,69.57
17.56,68.89
17.60,70.55
17.64,69.48
17.68,69.98
17.72,69.31
17.76,69.79
17.80,68.58
17.84,67.92
17.88,68.65
17.92,67.67
17.96,67.45
18.00,68.39
18.04,68.96
18.08,68.53
18.12,67.60
18.16,67.71
18.20,68.46
18.24,66.12
18.28,66.17
18.32,68.62
18.36,65.94
18.40,65.61
18.44,66.09
18.48,66.70
18.52,65.68
18.56,65.47
18.60,66.78
18.64,64.02
18.68,64.75
18.72,65.31
18.76,64.67
18.80,64.86
18.84,63.62
18.88,64.93
18.92,64.44
18.96,64.68
19.00,64.71
19.04,65.38
19.08,64.66
19.12,65.73
19.16,65.12
19.20,64.54
19.24,64.78
19.28,64.18
19.32,64.49
19.36,65.16
19.40,67.40
19.44,65.64
19.48,65.76
19.52,65.64
19.56,63.86
19.60,67.27
19.64,65.83
19.68,67.44
19.72,66.01
19.76,66.07
19.80,68.11
19.84,65.18
19.88,66.76
19.92,68.32
19.96,67.29
20.00,66.53
20.04,68.65
20.08,68.25
20.12,68.88
20.16,69.13
20.20,67.27
20.24,68.44
20.28,66.96
20.32,69.27
20.36,68.18
20.40,68.78
20.44,69.13
20.48,68.43
20.52,70.49
20.56,69.04
20.60,70.21
20.64,69.82
20.68,69.97
20.72,70.33
20.76,70.05
20.80,68.59
20.84,71.01
20.88,69.16
20.92,70.22
20.96,69.62
21.00,70.24
21.04,70.08
21.08,69.93
21.12,70.10
21.16,70.96
21.20,69.31
21.24,69.78
21.28,68.76
21.32,70.11
21.36,69.26
21.40,68.75
21.44,68.87
21.48,67.54
21.52,68.24
21.56,68.76
21.60,69.56
21.64,67.57
21.68,68.44
21.72,68.55
21.76,65.77
21.80,67.14
21.84,66.77
21.88,64.89
21.92,66.50
21.96,68.26
22.00,68.10
22.04,63.69
22.08,67.72
22.12,66.71
22.16,66.09
22.20,64.52
22.24,64.57
22.28,65.85
22.32,65.63
22.36,66.84
22.40,64.45
22.44,63.85
22.48,64.73
22.52,64.60
22.56,64.10
22.60,64.83
22.64,64.37
22.68,62.88
22.72,64.08
22.76,63.72
22.80,64.43
22.84,63.79
22.88,64.37
22.92,64.62
22.96,64.00
23.00,63.08
23.04,63.32
23.08,63.01
23.12,61.97
23.16,64.62
23.20,63.63
23.24,63.60
23.28,64.38
23.32,63.34
23.36,63.89
23.40,64.24
23.44,63.48
23.48,62.16
23.52,63.96
23.56,64.02
23.60,63.90
23.64,63.47
23.68,65.56
23.72,63.41
23.76,63.46
23.80,63.20
23.84,64.78
23.88,64.17
23.92,66.41
23.96,64.10
24.00,66.63
24.04,65.46
24.08,67.83
24.12,66.70
24.16,67.34
24.20,67.57
24.24,67.21
24.28,66.93
24.32,65.08
24.36,67.76
24.40,65.71
24.44,65.33
24.48,67.56
24.52,68.22
24.56,67.36
24.60,67.54
24.64,67.71
24.68,67.74
24.72,67.84
24.76,67.76
24.80,67.71
24.84,68.13
24.88,67.75
24.92,68.58
24.96,69.74
25.00,67.87
25.04,69.12
25.08,68.92
25.12,68.17
25.16,68.56
25.20,68.67
25.24,68.37
25.28,69.04
25.32,68.48
25.36,67.83
25.40,66.97
25.44,67.08
25.48,68.90
25.52,66.78
25.56,65.85
25.60,66.67
25.64,65.64
25.68,66.91
25.72,64.89
25.76,64.10
25.80,65.60
25.84,65.58
25.88,65.05
25.92,63.84
25.96,65.39
26.00,66.35
26.04,64.74
26.08,65.53
26.12,64.58
26.16,64.20
26.20,63.17
26.24,63.41
26.28,62.73
26.32,64.87
26.36,63.32
26.40,63.20
26.44,63.22
26.48,62.69
26.52,64.19
26.56,63.46
26.60,61.52
26.64,62.24
26.68,62.24
26.72,61.07
26.76,62.96
26.80,60.35
26.84,61.61
26.88,62.05
26.92,60.65
26.96,61.70
27.00,61.98
27.04,61.56
27.08,60.79
27.12,61.23
27.16,60.16
27.20,61.03
27.24,59.26
27.28,62.84
27.32,60.77
27.36,62.58
27.40,62.90
27.44,63.23
27.48,61.87
27.52,63.60
27.56,61.87
27.60,62.81
27.64,62.21
27.68,65.39
27.72,62.31
27.76,62.18
27.80,62.65
27.84,63.90
27.88,64.52
27.92,65.10
27.96,64.73
28.00,64.90
28.04,63.97
28.08,65.26
28.12,65.52
28.16,66.39
28.20,63.36
28.24,65.34
28.28,66.81
28.32,65.77
28.36,65.48
28.40,66.16
28.44,66.53
28.48,66.68
28.52,65.65
28.56,67.42
28.60,65.97
28.64,66.24
28.68,68.84
28.72,65.61
28.76,66.19
28.80,68.05
28.84,68.31
28.88,67.62
28.92,68.10
28.96,67.39
29.00,66.20
29.04,67.90
29.08,66.32
29.12,66.28
29.16,67.76
29.20,66.49
29.24,67.52
29.28,66.44
29.32,69.02
29.36,66.69
29.40,67.77
29.44,65.99
29.48,65.80
29.52,66.76
29.56,68.28
29.60,66.61
29.64,65.52
29.68,65.06
29.72,65.51
29.76,66.51
29.80,66.06
29.84,64.41
29.88,65.64
29.92,64.06
29.96,65.79
30.00,64.38
30.04,65.26
30.08,63.19
30.12,63.15
30.16,64.66
30.20,62.46
30.24,65.11
30.28,61.85
30.32,61.84
30.36,63.87
30.40,61.00
30.44,60.92
30.48,61.99
30.52,62.81
30.56,62.03
30.60,60.96
30.64,61.46
30.68,62.29
30.72,60.20
30.76,61.44
30.80,60.62
30.84,61.82
30.88,61.71
30.92,61.87
30.96,61.29
31.00,60.86
31.04,61.03
31.08,63.54
31.12,59.94
31.16,62.06
31.20,61.34
31.24,60.53
31.28,59.79
31.32,62.84
31.36,61.92
31.40,60.75
31.44,62.11
31.48,62.51
31.52,61.76
31.56,62.99
31.60,64.00
31.64,63.49
31.68,62.11
31.72,63.81
31.76,64.35
31.80,61.62
31.84,61.98
31.88,63.34
31.92,62.86
31.96,62.76
32.00,63.46
32.04,64.94
32.08,64.48
32.12,64.44
32.16,64.80
32.20,65.02
32.24,64.63
32.28,67.32
32.32,65.38
32.36,66.32
32.40,66.41
32.44,64.62
32.48,66.99
32.52,66.01
32.56,65.07
32.60,67.82
32.64,66.17
32.68,68.16
32.72,67.77
32.76,67.27
32.80,67.82
32.84,67.03
32.88,66.61
32.92,67.63
32.96,66.75
33.00,66.36
33.04,68.13
33.08,67.13
33.12,67.33
33.16,67.87
33.20,67.08
33.24,66.78
33.28,67.64
33.32,65.61
33.36,66.56
33.40,66.82
33.44,66.77
33.48,66.97
33.52,65.92
33.56,65.05
33.60,67.93
33.64,65.82
33.68,65.28
33.72,66.17
33.76,66.19
33.80,65.86
33.84,65.96
33.88,63.72
33.92,65.44
33.96,66.16
34.00,63.60
34.04,65.65
34.08,64.86
34.12,65.75
34.16,63.03
34.20,63.61
34.24,65.52
34.28,65.34
34.32,63.51
34.36,63.20
34.40,62.73
34.44,62.80
34.48,63.20
34.52,64.17
34.56,62.93
34.60,62.64
34.64,61.97
34.68,64.27
34.72,62.74
34.76,61.88
34.80,62.74
34.84,62.11
34.88,60.23
34.92,63.04
34.96,62.20
35.00,61.02
35.04,63.33
35.08,62.05
35.12,61.44
35.16,60.16
35.20,61.59
35.24,62.15
35.28,61.39
35.32,63.63
35.36,61.87
35.40,61.55
35.44,63.64
35.48,63.69
35.52,62.57
35.56,61.76
35.60,63.21
35.64,63.80
35.68,61.66
35.72,63.95
35.76,64.99
35.80,64.30
35.84,64.38
35.88,65.22
35.92,64.53
35.96,65.08
36.00,63.66
36.04,65.24
36.08,65.99
36.12,65.45
36.16,65.77
36.20,64.59
36.24,65.02
36.28,65.49
36.32,65.61
36.36,66.36
36.40,67.17
36.44,67.10
36.48,66.33
36.52,67.18
36.56,67.58
36.60,68.81
36.64,67.25
36.68,65.01
36.72,68.15
36.76,69.07
36.80,68.76
36.84,66.79
36.88,69.47
36.92,66.63
36.96,68.57
37.00,66.95
37.04,68.43
37.08,66.72
37.12,68.89
37.16,68.82
37.20,68.37
37.24,68.92
37.28,69.19
37.32,67.41
37.36,69.06
37.40,67.70
37.44,68.29
37.48,66.41
37.52,68.13
37.56,67.00
37.60,68.52
37.64,65.83
37.68,67.33
37.72,66.03
37.76,66.63
37.80,66.89
37.84,66.65
37.88,68.23
37.92,65.56
37.96,66.36
38.00,65.10
38.04,64.62
38.08,64.39
38.12,64.30
38.16,66.99
38.20,65.16
38.24,62.87
38.28,64.54
38.32,63.36
38.36,63.78
38.40,64.14
38.44,63.27
38.48,65.53
38.52,62.18
38.56,64.35
38.60,64.27
38.64,63.15
38.68,64.59
38.72,63.52
38.76,62.18
38.80,62.39
38.84,62.68
38.88,62.25
38.92,61.84
38.96,63.94
39.00,63.92
39.04,63.76
39.08,62.83
39.12,63.33
39.16,64.34
39.20,63.59
39.24,63.40
39.28,62.96
39.32,61.68
39.36,63.51
39.40,62.67
39.44,65.17
39.48,64.05
39.52,64.18
39.56,63.87
39.60,65.52
39.64,63.77
39.68,64.47
39.72,66.44
39.76,65.07
39.80,66.11
39.84,64.36
39.88,66.16
39.92,66.87
39.96,64.29
40.00,66.33
40.04,67.08
40.08,66.74
40.12,68.97
40.16,67.45
40.20,66.51
40.24,65.27
40.28,66.74
40.32,67.69
40.36,68.51
40.40,70.11
40.44,68.20
40.48,67.88
40.52,69.84
40.56,68.39
40.60,68.92
40.64,69.46
40.68,69.27
40.72,68.84
40.76,69.51
40.80,69.67
40.84,70.54
40.88,67.11
40.92,69.29
40.96,69.02
41.00,69.60
41.04,69.56
41.08,67.65
41.12,68.76
41.16,70.19
41.20,69.15
41.24,68.66
41.28,68.04
41.32,68.45
41.36,68.47
41.40,70.47
41.44,67.97
41.48,70.38
41.52,67.57
41.56,69.17
41.60,68.56
41.64,68.13
41.68,67.13
41.72,68.22
41.76,67.66
41.80,68.82
41.84,67.45
41.88,65.53
41.92,66.65
41.96,67.06
42.00,67.01
42.04,66.42
42.08,66.61
42.12,65.15
42.16,66.22
42.20,68.42
42.24,66.82
42.28,64.96
42.32,63.16
42.36,65.03
42.40,64.65
42.44,64.96
42.48,64.67
42.52,65.13
42.56,64.44
42.60,64.86
42.64,64.16
42.68,64.28
42.72,64.93
42.76,63.67
42.80,64.98
42.84,64.35
42.88,66.27
42.92,63.76
42.96,62.50
43.00,64.61
43.04,62.95
43.08,64.30
43.12,65.31
43.16,64.26
43.20,63.32
43.24,64.20
43.28,64.91
43.32,65.85
43.36,63.95
43.40,63.87
43.44,65.85
43.48,66.43
43.52,64.49
43.56,65.73
43.60,66.18
43.64,66.10
43.68,67.40
43.72,66.67
43.76,66.26
43.80,65.82
43.84,66.45
43.88,66.49
43.92,65.60
43.96,66.61
44.00,66.41
44.04,69.52
44.08,68.93
44.12,68.16
44.16,67.00
44.20,68.20
44.24,69.14
44.28,68.95
44.32,69.82
44.36,68.81
44.40,68.38
44.44,70.53
44.48,70.22
44.52,69.66
44.56,69.75
44.60,70.50
44.64,69.72
44.68,69.12
44.72,69.86
44.76,70.39
44.80,71.54
44.84,70.30
44.88,69.93
44.92,72.37
44.96,70.87
45.00,70.85
45.04,69.99
45.08,70.01
45.12,69.39
45.16,71.18
45.20,69.43
45.24,70.92
45.28,71.16
45.32,69.17
45.36,70.26
45.40,70.63
45.44,71.11
45.48,69.96
45.52,69.05
45.56,69.24
45.60,69.90
45.64,69.56
45.68,69.44
45.72,68.34
45.76,68.51
45.80,68.62
45.84,68.70
45.88,68.83
45.92,69.18
45.96,66.97
46.00,66.31
46.04,68.88
46.08,67.08
46.12,66.39
46.16,67.60
46.20,65.82
46.24,67.81
46.28,66.13
46.32,66.95
46.36,66.93
46.40,66.87
46.44,66.46
46.48,67.02
46.52,65.20
46.56,64.79
46.60,66.84
46.64,64.84
46.68,64.93
46.72,65.21
46.76,65.14
46.80,66.01
46.84,65.32
46.88,66.21
46.92,65.39
46.96,63.80
47.00,65.27
47.04,65.50
47.08,64.43
47.12,65.52
47.16,64.42
47.20,65.83
47.24,64.22
47.28,65.46
47.32,64.93
47.36,65.54
47.40,65.92
47.44,66.71
47.48,66.41
47.52,66.68
47.56,65.08
47.60,64.33
47.64,65.81
47.68,67.81
47.72,66.06
47.76,66.17
47.80,66.85
47.84,68.28
47.88,67.71
47.92,68.47
47.96,68.13
48.00,68.53
48.04,67.25
48.08,69.36
48.12,66.18
48.16,66.93
48.20,69.45
48.24,68.90
48.28,69.22
48.32,67.07
48.36,69.84
48.40,71.28
48.44,69.08
48.48,71.07
48.52,68.79
48.56,70.33
48.60,72.14
48.64,72.26
48.68,69.91
48.72,71.61
48.76,71.75
48.80,69.96
48.84,70.81
48.88,70.60
48.92,71.20
48.96,72.09
49.00,69.74
49.04,72.30
49.08,70.60
49.12,71.84
49.16,71.72
49.20,70.40
49.24,70.03
49.28,68.79
49.32,71.52
49.36,68.18
49.40,69.93
49.44,71.39
49.48,70.56
49.52,71.11
49.56,70.53
49.60,70.22
49.64,69.34
49.68,70.05
49.72,70.25
49.76,68.95
49.80,69.72
49.84,68.69
49.88,68.67
49.92,69.83
49.96,68.25
50.00,69.28
50.04,68.05
50.08,65.66
50.12,66.99
50.16,66.67
50.20,67.09
50.24,67.58
50.28,65.66
50.32,67.59
50.36,66.16
50.40,66.71
50.44,65.42
50.48,66.38
50.52,66.86
50.56,65.06
50.60,66.12
50.64,65.99
50.68,64.52
50.72,64.83
50.76,66.02
50.80,64.15
50.84,65.05
50.88,65.09
50.92,64.08
50.96,65.41
51.00,64.50
51.04,66.39
51.08,63.55
51.12,63.89
51.16,64.41
51.20,63.47
51.24,65.61
51.28,66.11
51.32,66.33
51.36,66.23
51.40,65.74
51.44,65.37
51.48,66.20
51.52,66.20
51.56,65.76
51.60,66.04
51.64,67.07
51.68,67.23
51.72,67.05
51.76,65.86
51.80,66.83
51.84,67.27
51.88,67.52
51.92,65.93
51.96,67.56
52.00,67.36
52.04,68.82
52.08,68.86
52.12,68.11
52.16,67.59
52.20,68.51
52.24,69.31
52.28,70.12
52.32,69.47
52.36,69.38
52.40,68.74
52.44,70.27
52.48,70.52
52.52,69.14
52.56,70.64
52.60,70.58
52.64,70.89
52.68,70.94
52.72,71.59
52.76,70.43
52.80,70.06
52.84,71.09
52.88,71.26
52.92,69.99
52.96,71.18
53.00,72.52
53.04,70.88
53.08,71.96
53.12,71.40
53.16,70.17
53.20,70.87
53.24,71.13
53.28,70.14
53.32,70.29
53.36,68.99
53.40,69.57
53.44,70.00
53.48,69.76
53.52,69.35
53.56,69.11
53.60,68.56
53.64,69.64
53.68,68.23
53.72,69.11
53.76,68.54
53.80,66.55
53.84,67.53
53.88,66.93
53.92,67.13
53.96,69.73
54.00,67.81
54.04,65.57
54.08,66.41
54.12,66.55
54.16,66.21
54.20,65.67
54.24,67.32
54.28,66.28
54.32,66.00
54.36,65.72
54.40,65.40
54.44,65.35
54.48,65.61
54.52,64.41
54.56,64.56
54.60,66.81
54.64,64.25
54.68,64.14
54.72,64.79
54.76,65.75
54.80,64.21
54.84,65.44
54.88,64.59
54.92,63.60
54.96,63.49
55.00,63.66
55.04,62.13
55.08,62.95
55.12,64.64
55.16,64.25
55.20,62.44
55.24,64.28
55.28,64.06
55.32,63.50
55.36,64.10
55.40,64.81
55.44,64.76
55.48,62.88
55.52,65.31
55.56,65.27
55.60,65.25
55.64,63.87
55.68,65.06
55.72,65.48
55.76,65.87
55.80,67.74
55.84,68.39
55.88,66.24
55.92,66.40
55.96,65.32
56.00,63.79
56.04,66.22
56.08,66.08
56.12,66.04
56.16,67.80
56.20,67.67
56.24,67.05
56.28,67.38
56.32,68.96
56.36,68.64
56.40,66.03
56.44,67.64
56.48,68.65
56.52,68.73
56.56,68.08
56.60,69.60
56.64,67.55
56.68,70.56
56.72,69.40
56.76,69.18
56.80,69.53
56.84,68.87
56.88,70.40
56.92,68.82
56.96,68.83
57.00,69.93
57.04,69.00
57.08,67.67
57.12,68.16
57.16,69.21
57.20,69.15
57.24,68.04
57.28,68.73
57.32,68.12
57.36,68.62
57.40,69.07
57.44,68.33
57.48,70.25
57.52,67.44
57.56,66.62
57.60,66.61
57.64,67.74
57.68,66.95
57.72,66.96
57.76,67.99
57.80,66.76
57.84,67.46
57.88,66.35
57.92,66.29
57.96,66.94
58.00,67.25
58.04,65.21
58.08,65.04
58.12,64.51
58.16,65.25
58.20,65.81
58.24,65.40
58.28,63.56
58.32,65.81
58.36,65.66
58.40,61.73
58.44,63.02
58.48,64.29
58.52,62.64
58.56,62.97
58.60,62.46
58.64,61.23
58.68,62.90
58.72,63.22
58.76,63.41
58.80,61.87
58.84,62.66
58.88,62.60
58.92,61.65
58.96,61.75
59.00,62.03
59.04,62.06
59.08,60.40
59.12,62.70
59.16,61.62
59.20,63.08
59.24,61.85
59.28,61.91
59.32,64.33
59.36,61.95
59.40,65.00
59.44,62.83
59.48,62.96
59.52,64.12
59.56,61.30
59.60,63.12
59.64,62.58
59.68,63.47
59.72,63.19
59.76,66.40
59.80,63.82
59.84,65.43
59.88,63.37
59.92,65.51
59.96,64.80
60.00,67.19
60.04,63.74
60.08,64.58
60.12,66.19
60.16,65.09
60.20,65.07
60.24,65.41
60.28,66.37
60.32,66.40
60.36,67.18
60.40,66.27
60.44,65.54
60.48,67.99
60.52,67.14
60.56,65.80
60.60,68.32
60.64,68.08
60.68,66.42
60.72,66.87
60.76,67.47
60.80,65.69
60.84,66.76
60.88,66.80
60.92,67.22
60.96,67.86
61.00,66.52
61.04,67.14
61.08,66.01
61.12,69.11
61.16,66.03
61.20,67.60
61.24,67.85
61.28,66.97
61.32,65.69
61.36,66.31
61.40,67.65
61.44,66.37
61.48,65.16
61.52,65.18
61.56,66.44
61.60,64.92
61.64,64.06
61.68,66.51
61.72,66.41
61.76,64.63
61.80,65.17
61.84,63.89
61.88,66.30
61.92,65.07
61.96,64.31
62.00,63.81
62.04,64.34
62.08,63.02
62.12,62.70
62.16,62.68
62.20,61.93
62.24,61.74
62.28,61.39
62.32,62.48
62.36,62.20
62.40,62.58
62.44,59.95
62.48,63.09
62.52,61.60
62.56,61.20
62.60,62.24
62.64,60.27
62.68,60.35
62.72,60.93
62.76,60.21
62.80,62.60
62.84,61.58
62.88,60.57
62.92,58.04
62.96,60.96
63.00,60.29
63.04,60.14
63.08,59.83
63.12,59.26
63.16,61.55
63.20,59.89
63.24,62.32
63.28,61.03
63.32,59.76
63.36,61.02
63.40,61.12
63.44,61.67
63.48,61.12
63.52,61.86
63.56,60.49
63.60,60.66
63.64,61.95
63.68,61.22
63.72,63.42
63.76,63.31
63.80,62.07
63.84,61.33
63.88,62.04
63.92,62.93
63.96,63.84
64.00,63.78
64.04,61.85
64.08,62.75
64.12,63.49
64.16,64.34
64.20,64.89
64.24,63.87
64.28,62.67
64.32,64.87
64.36,63.46
64.40,65.28
64.44,66.32
64.48,63.59
64.52,66.14
64.56,64.84
64.60,66.51
64.64,65.10
64.68,65.81
64.72,66.45
64.76,66.38
64.80,66.32
64.84,64.69
64.88,67.47
64.92,65.46
64.96,65.33
65.00,66.02
65.04,63.63
65.08,66.92
65.12,65.38
65.16,64.34
65.20,66.16
65.24,67.28
65.28,64.26
65.32,66.49
65.36,65.20
65.40,64.86
65.44,64.04
65.48,64.37
65.52,63.55
65.56,64.29
65.60,64.05
65.64,62.48
65.68,63.88
65.72,63.37
65.76,64.72
65.80,62.38
65.84,63.37
65.88,62.51
65.92,62.95
65.96,62.49
66.00,61.95
66.04,62.17
66.08,62.38
66.12,61.97
66.16,62.87
66.20,61.57
66.24,62.37
66.28,61.03
66.32,60.34
66.36,61.78
66.40,60.52
66.44,60.27
66.48,60.93
66.52,59.02
66.56,60.30
66.60,60.19
66.64,58.87
66.68,60.96
66.72,58.49
66.76,59.10
66.80,56.77
66.84,59.12
66.88,59.32
66.92,60.04
66.96,57.91
67.00,59.28
67.04,58.41
67.08,57.91
67.12,58.61
67.16,59.70
67.20,60.41
67.24,59.01
67.28,59.40
67.32,60.23
67.36,58.19
67.40,59.22
67.44,57.57
67.48,59.18
67.52,58.79
67.56,60.61
67.60,60.05
67.64,60.83
67.68,59.32
67.72,60.43
67.76,62.11
67.80,61.25
67.84,61.68
67.88,61.46
67.92,62.27
67.96,60.45
68.00,61.81
68.04,63.28
68.08,62.52
68.12,64.24
68.16,62.67
68.20,63.89
68.24,62.39
68.28,62.94
68.32,65.29
68.36,62.50
68.40,63.56
68.44,62.63
68.48,63.83
68.52,64.19
68.56,64.92
68.60,65.93
68.64,63.85
68.68,64.49
68.72,63.04
68.76,64.84
68.80,65.14
68.84,64.47
68.88,63.49
68.92,64.63
68.96,64.33
69.00,64.07
69.04,65.94
69.08,64.83
69.12,63.86
69.16,63.34
69.20,63.96
69.24,64.15
69.28,65.03
