# SIMULARE — semnal generat de genereaza_simulare.py, nu inregistrat. Rol: control pozitiv pentru validarea lantului de analiza.
t_s,ch1_o1,ch2_fp1,bpm,eticheta,calitate,simulat
0.7240,-10.366,38.646,71.83,repaus,bun,1
0.7280,-25.979,25.359,71.90,repaus,bun,1
0.7320,-41.681,7.173,71.44,repaus,bun,1
0.7360,-55.766,-10.424,71.80,repaus,bun,1
0.7400,-36.577,8.759,71.18,repaus,bun,1
0.7440,-16.311,20.753,70.05,repaus,bun,1
0.7480,-24.362,0.164,71.38,repaus,bun,1
0.7520,-24.884,-8.047,72.66,repaus,bun,1
0.7560,-28.088,-18.176,70.05,repaus,bun,1
0.7600,-15.477,-3.856,69.94,repaus,bun,1
0.7640,9.654,25.218,72.63,repaus,bun,1
0.7680,0.926,8.068,72.22,repaus,bun,1
0.7720,-0.276,-5.547,71.36,repaus,bun,1
0.7760,-5.935,-19.318,71.80,repaus,bun,1
0.7800,-0.205,5.159,72.84,repaus,bun,1
0.7840,9.238,15.527,72.96,repaus,bun,1
0.7880,-0.382,8.320,72.02,repaus,bun,1
0.7920,-11.191,-21.744,71.77,repaus,bun,1
0.7960,-15.282,-32.405,73.05,repaus,bun,1
0.8000,-14.559,-21.337,72.43,repaus,bun,1
0.8040,8.779,-4.485,71.53,repaus,bun,1
0.8080,1.665,-12.745,72.81,repaus,bun,1
0.8120,-12.594,-30.976,71.25,repaus,bun,1
0.8160,-22.990,-32.025,69.95,repaus,bun,1
0.8200,-14.387,-5.839,71.35,repaus,bun,1
0.8240,1.129,15.381,70.75,repaus,bun,1
0.8280,-18.803,-2.469,71.46,repaus,bun,1
0.8320,-26.877,-10.217,71.12,repaus,bun,1
0.8360,-37.979,-20.833,72.60,repaus,bun,1
0.8400,-15.475,-7.202,72.01,repaus,bun,1
0.8440,-8.072,13.874,71.02,repaus,bun,1
0.8480,-19.342,-5.237,71.82,repaus,bun,1
0.8520,-14.502,-10.981,70.82,repaus,bun,1
0.8560,-23.185,-23.619,70.71,repaus,bun,1
0.8600,-3.433,2.623,72.40,repaus,bun,1
0.8640,23.490,18.439,72.79,repaus,bun,1
0.8680,11.035,14.276,71.25,repaus,bun,1
0.8720,2.663,2.764,72.09,repaus,bun,1
0.8760,-0.460,-8.006,72.99,repaus,bun,1
0.8800,14.819,13.474,70.72,repaus,bun,1
0.8840,24.478,36.936,71.72,repaus,bun,1
0.8880,9.802,20.829,71.89,repaus,bun,1
0.8920,-9.109,8.977,73.67,repaus,bun,1
0.8960,-16.463,-0.479,71.23,repaus,bun,1
0.9000,-4.375,7.930,73.88,repaus,bun,1
0.9040,3.412,19.658,71.44,repaus,bun,1
0.9080,-11.798,3.490,70.70,repaus,bun,1
0.9120,-28.855,-6.746,71.66,repaus,bun,1
0.9160,-36.048,-23.769,70.93,repaus,bun,1
0.9200,-15.879,-3.744,71.46,repaus,bun,1
0.9240,-8.871,13.772,71.48,repaus,bun,1
0.9280,-24.161,1.665,70.81,repaus,bun,1
0.9320,-27.076,-12.359,71.38,repaus,bun,1
0.9360,-36.185,-23.354,71.11,repaus,bun,1
0.9400,-26.342,4.541,71.97,repaus,bun,1
0.9440,-11.906,9.876,70.93,repaus,bun,1
0.9480,-13.130,-1.886,72.03,repaus,bun,1
0.9520,-18.682,-30.031,71.38,repaus,bun,1
0.9560,-21.254,-43.138,71.09,repaus,bun,1
0.9600,0.719,-21.357,72.12,repaus,bun,1
0.9640,22.085,-0.378,71.17,repaus,bun,1
0.9680,17.328,-5.989,72.83,repaus,bun,1
0.9720,21.381,-12.743,70.66,repaus,bun,1
0.9760,11.249,-26.885,71.44,repaus,bun,1
0.9800,25.177,-2.406,73.10,repaus,bun,1
0.9840,33.950,16.857,72.21,repaus,bun,1
0.9880,12.809,4.162,72.16,repaus,bun,1
0.9920,0.709,-16.816,72.11,repaus,bun,1
0.9960,-4.028,-26.406,72.08,repaus,bun,1
1.0000,6.107,-14.206,70.74,repaus,bun,1
1.0040,11.155,4.886,72.20,repaus,bun,1
1.0080,-2.820,-4.180,72.05,repaus,bun,1
1.0120,-12.887,-19.829,72.24,repaus,bun,1
1.0160,-25.149,-29.954,72.13,repaus,bun,1
1.0200,-18.985,-19.963,71.36,repaus,bun,1
1.0240,-1.352,-1.027,70.85,repaus,bun,1
1.0280,-7.672,-1.458,72.37,repaus,bun,1
1.0320,-15.916,-13.593,71.15,repaus,bun,1
1.0360,-31.810,-18.024,70.79,repaus,bun,1
1.0400,-16.417,3.076,72.03,repaus,bun,1
1.0440,4.946,20.279,71.36,repaus,bun,1
1.0480,-3.881,3.437,71.29,repaus,bun,1
1.0520,-15.881,-5.584,71.84,repaus,bun,1
1.0560,-19.041,-11.712,72.38,repaus,bun,1
1.0600,-0.831,6.378,71.75,repaus,bun,1
1.0640,12.139,20.667,73.01,repaus,bun,1
1.0680,6.152,5.107,71.19,repaus,bun,1
1.0720,2.965,-4.076,70.33,repaus,bun,1
1.0760,1.994,-20.892,72.04,repaus,bun,1
1.0800,15.481,4.988,70.68,repaus,bun,1
1.0840,30.702,27.049,72.51,repaus,bun,1
1.0880,18.442,10.540,72.15,repaus,bun,1
1.0920,7.223,-1.177,73.12,repaus,bun,1
1.0960,-11.941,-20.638,70.89,repaus,bun,1
1.1000,-3.212,-9.023,71.35,repaus,bun,1
1.1040,6.120,6.890,72.64,repaus,bun,1
1.1080,-10.392,-7.233,70.97,repaus,bun,1
1.1120,-22.414,-27.692,70.99,repaus,bun,1
1.1160,-32.364,-45.417,72.48,repaus,bun,1
1.1200,-18.210,-25.145,69.45,repaus,bun,1
1.1240,-3.914,-6.089,72.54,repaus,bun,1
1.1280,-7.702,-15.538,71.95,repaus,bun,1
1.1320,-18.764,-22.506,71.09,repaus,bun,1
1.1360,-26.940,-38.849,72.08,repaus,bun,1
1.1400,-7.297,-13.205,72.63,repaus,bun,1
1.1440,14.321,3.174,72.32,repaus,bun,1
1.1480,6.722,-8.747,72.71,repaus,bun,1
1.1520,0.609,-21.311,70.68,repaus,bun,1
1.1560,-8.433,-30.237,71.26,repaus,bun,1
1.1600,12.339,-6.164,71.18,repaus,bun,1
1.1640,25.878,10.980,71.35,repaus,bun,1
1.1680,18.977,-6.297,71.98,repaus,bun,1
1.1720,15.350,-18.749,72.10,repaus,bun,1
1.1760,2.554,-29.942,72.25,repaus,bun,1
1.1800,25.669,-5.754,72.36,repaus,bun,1
1.1840,45.151,14.924,71.58,repaus,bun,1
1.1880,28.977,11.185,71.61,repaus,bun,1
1.1920,13.736,7.675,71.20,repaus,bun,1
1.1960,-2.946,-3.476,70.49,repaus,bun,1
1.2000,4.440,0.819,72.28,repaus,bun,1
1.2040,18.092,19.868,70.90,repaus,bun,1
1.2080,0.793,7.865,71.96,repaus,bun,1
1.2120,-17.412,-5.533,72.25,repaus,bun,1
1.2160,-32.831,-24.342,71.97,repaus,bun,1
1.2200,-21.746,-3.072,71.46,repaus,bun,1
1.2240,-0.459,12.490,71.51,repaus,bun,1
1.2280,-9.645,-2.146,72.19,repaus,bun,1
1.2320,-18.911,-11.445,70.68,repaus,bun,1
1.2360,-27.413,-21.517,72.05,repaus,bun,1
1.2400,-7.192,-3.267,72.07,repaus,bun,1
1.2440,6.971,17.797,70.95,repaus,bun,1
1.2480,-0.399,9.402,71.99,repaus,bun,1
1.2520,-3.258,8.461,69.50,repaus,bun,1
1.2560,-15.052,-10.478,70.10,repaus,bun,1
1.2600,2.128,5.972,70.63,repaus,bun,1
1.2640,11.626,24.798,73.06,repaus,bun,1
1.2680,4.480,8.890,71.32,repaus,bun,1
1.2720,-0.174,-11.307,71.62,repaus,bun,1
1.2760,-6.501,-23.221,72.65,repaus,bun,1
1.2800,13.606,2.087,72.53,repaus,bun,1
1.2840,27.368,14.005,71.56,repaus,bun,1
1.2880,15.653,-2.714,70.06,repaus,bun,1
1.2920,6.811,-11.131,71.27,repaus,bun,1
1.2960,-2.168,-14.320,71.91,repaus,bun,1
1.3000,3.397,-4.677,72.03,repaus,bun,1
1.3040,17.266,15.978,71.16,repaus,bun,1
1.3080,4.875,-1.582,71.78,repaus,bun,1
1.3120,-11.487,-19.053,69.34,repaus,bun,1
1.3160,-20.753,-33.851,68.93,repaus,bun,1
1.3200,-6.567,-18.493,70.62,repaus,bun,1
1.3240,8.914,1.299,71.43,repaus,bun,1
1.3280,0.757,-15.570,71.77,repaus,bun,1
1.3320,1.491,-21.966,71.66,repaus,bun,1
1.3360,-6.390,-34.596,72.78,repaus,bun,1
1.3400,9.611,-14.235,72.31,repaus,bun,1
1.3440,22.117,10.070,71.97,repaus,bun,1
1.3480,17.586,-0.261,71.36,repaus,bun,1
1.3520,17.386,-8.398,72.58,repaus,bun,1
1.3560,8.832,-13.096,71.02,repaus,bun,1
1.3600,27.112,4.031,70.77,repaus,bun,1
1.3640,36.468,27.704,70.44,repaus,bun,1
1.3680,19.557,19.010,70.23,repaus,bun,1
1.3720,7.738,5.942,70.86,repaus,bun,1
1.3760,2.067,-14.008,70.99,repaus,bun,1
1.3800,15.135,9.774,70.10,repaus,bun,1
1.3840,22.371,30.820,71.52,repaus,bun,1
1.3880,9.920,15.740,70.08,repaus,bun,1
1.3920,4.841,6.966,72.21,repaus,bun,1
1.3960,-3.520,-4.623,71.19,repaus,bun,1
1.4000,2.309,8.961,70.73,repaus,bun,1
1.4040,17.075,26.334,72.99,repaus,bun,1
1.4080,-0.529,15.287,73.08,repaus,bun,1
1.4120,-14.806,7.105,72.05,repaus,bun,1
1.4160,-34.834,-14.982,70.50,repaus,bun,1
1.4200,-25.666,-4.794,70.65,repaus,bun,1
1.4240,-8.363,16.843,72.09,repaus,bun,1
1.4280,-19.975,-6.202,72.66,repaus,bun,1
1.4320,-19.382,-21.350,70.89,repaus,bun,1
1.4360,-22.773,-32.588,72.19,repaus,bun,1
1.4400,-1.586,-9.206,72.11,repaus,bun,1
1.4440,20.901,8.711,71.50,repaus,bun,1
1.4480,15.189,-2.661,71.28,repaus,bun,1
1.4520,3.765,-7.196,71.50,repaus,bun,1
1.4560,-1.959,-11.841,70.38,repaus,bun,1
1.4600,12.910,1.590,72.05,repaus,bun,1
1.4640,30.932,22.529,71.57,repaus,bun,1
1.4680,21.184,8.120,70.37,repaus,bun,1
1.4720,9.728,-4.422,71.80,repaus,bun,1
1.4760,-6.565,-17.167,70.36,repaus,bun,1
1.4800,9.768,-7.046,72.23,repaus,bun,1
1.4840,29.654,2.927,72.24,repaus,bun,1
1.4880,15.040,-11.197,72.14,repaus,bun,1
1.4920,4.595,-21.209,69.37,repaus,bun,1
1.4960,-7.610,-29.571,70.88,repaus,bun,1
1.5000,4.249,-8.564,70.02,repaus,bun,1
1.5040,17.623,15.733,71.73,repaus,bun,1
1.5080,0.069,10.055,69.87,repaus,bun,1
1.5120,-10.789,-1.327,71.39,repaus,bun,1
1.5160,-22.032,-23.853,70.84,repaus,bun,1
1.5200,-10.203,-4.612,71.07,repaus,bun,1
1.5240,2.164,22.392,69.87,repaus,bun,1
1.5280,-6.996,5.822,69.79,repaus,bun,1
1.5320,-12.536,-8.950,73.02,repaus,bun,1
1.5360,-24.725,-24.632,72.33,repaus,bun,1
1.5400,-7.759,-2.515,70.29,repaus,bun,1
1.5440,18.038,23.272,70.74,repaus,bun,1
1.5480,11.934,9.634,71.04,repaus,bun,1
1.5520,3.364,0.817,71.35,repaus,bun,1
1.5560,0.836,-5.891,71.29,repaus,bun,1
1.5600,16.626,19.657,72.26,repaus,bun,1
1.5640,25.963,44.188,71.37,repaus,bun,1
1.5680,14.004,35.244,68.94,repaus,bun,1
1.5720,-1.501,16.748,69.30,repaus,bun,1
1.5760,-16.317,-4.101,70.84,repaus,bun,1
1.5800,-5.625,13.592,73.12,repaus,bun,1
1.5840,9.640,32.425,71.60,repaus,bun,1
1.5880,-2.229,15.783,69.96,repaus,bun,1
1.5920,-10.782,-3.731,69.68,repaus,bun,1
1.5960,-26.401,-22.258,70.96,repaus,bun,1
1.6000,-13.973,-6.443,71.38,repaus,bun,1
1.6040,-3.104,15.268,70.94,repaus,bun,1
1.6080,-7.963,1.736,70.97,repaus,bun,1
1.6120,-22.795,-5.963,70.64,repaus,bun,1
1.6160,-33.754,-19.755,70.69,repaus,bun,1
1.6200,-23.302,0.892,71.98,repaus,bun,1
1.6240,-5.600,14.021,70.35,repaus,bun,1
1.6280,-13.680,2.635,71.49,repaus,bun,1
1.6320,-18.125,-12.364,68.37,repaus,bun,1
1.6360,-23.148,-27.755,69.74,repaus,bun,1
1.6400,-8.207,-13.891,70.85,repaus,bun,1
1.6440,24.814,6.146,69.67,repaus,bun,1
1.6480,19.369,-1.473,71.52,repaus,bun,1
1.6520,8.115,-16.322,71.34,repaus,bun,1
1.6560,-0.922,-21.236,70.89,repaus,bun,1
1.6600,20.733,-2.108,70.59,repaus,bun,1
1.6640,37.281,21.982,71.21,repaus,bun,1
1.6680,28.822,12.232,70.38,repaus,bun,1
1.6720,17.048,9.401,71.46,repaus,bun,1
1.6760,-0.180,-7.701,68.88,repaus,bun,1
1.6800,8.752,9.774,70.30,repaus,bun,1
1.6840,17.987,29.469,70.37,repaus,bun,1
1.6880,5.874,18.062,70.56,repaus,bun,1
1.6920,-6.216,1.339,70.02,repaus,bun,1
1.6960,-14.045,-13.804,69.07,repaus,bun,1
1.7000,2.586,4.456,70.49,repaus,bun,1
1.7040,10.518,21.591,70.21,repaus,bun,1
1.7080,-4.859,9.826,70.31,repaus,bun,1
1.7120,-15.291,-1.152,70.77,repaus,bun,1
1.7160,-31.061,-9.030,71.78,repaus,bun,1
1.7200,-13.107,7.219,70.69,repaus,bun,1
1.7240,3.773,31.881,71.00,repaus,bun,1
1.7280,0.356,26.638,71.63,repaus,bun,1
1.7320,-18.833,6.612,70.33,repaus,bun,1
1.7360,-25.927,-11.516,69.70,repaus,bun,1
1.7400,-0.897,3.750,70.56,repaus,bun,1
1.7440,15.380,24.480,70.20,repaus,bun,1
1.7480,14.251,6.505,70.59,repaus,bun,1
1.7520,6.086,-3.134,70.66,repaus,bun,1
1.7560,-4.606,-14.122,70.23,repaus,bun,1
1.7600,5.222,5.688,70.18,repaus,bun,1
1.7640,22.856,29.370,70.48,repaus,bun,1
1.7680,15.569,14.537,70.02,repaus,bun,1
1.7720,1.030,6.314,70.12,repaus,bun,1
1.7760,-11.452,-9.067,71.24,repaus,bun,1
1.7800,7.450,8.193,69.99,repaus,bun,1
1.7840,14.482,26.540,72.31,repaus,bun,1
1.7880,-2.475,6.134,69.98,repaus,bun,1
1.7920,-16.678,-15.880,69.04,repaus,bun,1
1.7960,-25.324,-29.096,71.69,repaus,bun,1
1.8000,-21.893,-14.950,69.23,repaus,bun,1
1.8040,-6.965,6.467,69.15,repaus,bun,1
1.8080,-13.077,-7.259,69.92,repaus,bun,1
1.8120,-17.122,-21.981,68.92,repaus,bun,1
1.8160,-36.062,-26.919,69.28,repaus,bun,1
1.8200,-15.931,5.854,68.99,repaus,bun,1
1.8240,-3.655,27.784,70.05,repaus,bun,1
1.8280,-6.501,9.087,70.39,repaus,bun,1
1.8320,-11.455,-0.274,67.78,repaus,bun,1
1.8360,-17.934,-13.712,71.09,repaus,bun,1
1.8400,-5.329,8.483,69.84,repaus,bun,1
1.8440,19.080,28.703,70.77,repaus,bun,1
1.8480,11.331,20.417,71.28,repaus,bun,1
1.8520,-2.045,-0.048,69.46,repaus,bun,1
1.8560,-8.603,-17.605,70.20,repaus,bun,1
1.8600,11.774,2.607,71.27,repaus,bun,1
1.8640,34.516,24.912,68.47,repaus,bun,1
1.8680,30.657,15.568,69.92,repaus,bun,1
1.8720,23.772,2.920,68.69,repaus,bun,1
1.8760,6.631,-5.348,69.38,repaus,bun,1
1.8800,18.997,13.436,69.27,repaus,bun,1
1.8840,28.233,38.647,70.96,repaus,bun,1
1.8880,7.174,28.973,69.81,repaus,bun,1
1.8920,-2.175,14.660,70.52,repaus,bun,1
1.8960,-22.892,-0.581,69.57,repaus,bun,1
1.9000,-12.809,13.857,69.47,repaus,bun,1
1.9040,-1.041,24.632,71.35,repaus,bun,1
1.9080,-13.107,7.836,69.78,repaus,bun,1
1.9120,-23.212,-6.738,69.26,repaus,bun,1
1.9160,-27.620,-23.367,69.69,repaus,bun,1
1.9200,-8.078,2.812,68.63,repaus,bun,1
1.9240,7.961,21.374,71.35,repaus,bun,1
1.9280,1.150,10.325,71.28,repaus,bun,1
1.9320,-12.250,-2.794,69.93,repaus,bun,1
1.9360,-20.452,-7.441,69.61,repaus,bun,1
1.9400,-2.833,12.145,70.54,repaus,bun,1
1.9440,11.605,23.503,70.97,repaus,bun,1
1.9480,5.957,6.191,69.87,repaus,bun,1
1.9520,-2.614,-7.216,69.34,repaus,bun,1
1.9560,-9.868,-20.050,69.14,repaus,bun,1
1.9600,11.436,-8.332,70.24,repaus,bun,1
1.9640,26.652,11.893,67.94,repaus,bun,1
1.9680,19.642,-3.850,71.57,repaus,bun,1
1.9720,8.094,-15.849,69.71,repaus,bun,1
1.9760,-3.605,-30.153,68.68,repaus,bun,1
1.9800,9.949,-8.371,68.73,repaus,bun,1
1.9840,10.922,8.931,68.50,repaus,bun,1
1.9880,-1.703,-2.053,70.49,repaus,bun,1
1.9920,-17.576,-22.536,67.76,repaus,bun,1
1.9960,-29.285,-40.746,68.05,repaus,bun,1
2.0000,-12.923,-17.382,69.11,repaus,bun,1
2.0040,1.301,0.913,69.99,repaus,bun,1
2.0080,-15.061,-9.108,68.96,repaus,bun,1
2.0120,-22.165,-19.179,68.99,repaus,bun,1
2.0160,-28.645,-34.144,69.09,repaus,bun,1
2.0200,-15.584,-13.960,69.32,repaus,bun,1
2.0240,6.142,4.675,68.41,repaus,bun,1
2.0280,3.573,2.546,70.55,repaus,bun,1
2.0320,-3.696,-3.489,68.89,repaus,bun,1
2.0360,-11.224,-11.955,68.32,repaus,bun,1
2.0400,4.164,14.931,68.62,repaus,bun,1
