# SIMULARE — semnal generat de genereaza_simulare.py, nu inregistrat. Rol: control pozitiv pentru validarea lantului de analiza.
t_s,bpm
12.20,73.31
12.24,72.96
12.28,73.51
12.32,75.51
12.36,73.12
12.40,75.70
12.44,74.30
12.48,76.45
12.52,75.54
12.56,74.58
12.60,74.32
12.64,75.60
12.68,77.30
12.72,74.75
12.76,76.83
12.80,75.52
12.84,74.70
12.88,76.92
12.92,75.58
12.96,76.19
13.00,75.45
13.04,74.44
13.08,76.68
13.12,77.25
13.16,74.05
13.20,75.50
13.24,75.44
13.28,73.83
13.32,74.28
13.36,75.70
13.40,74.58
13.44,75.92
13.48,73.35
13.52,76.23
13.56,74.83
13.60,73.17
13.64,73.28
13.68,74.10
13.72,75.04
13.76,72.60
13.80,72.69
13.84,72.75
13.88,72.85
13.92,72.42
13.96,73.41
14.00,73.15
14.04,72.28
14.08,71.11
14.12,73.13
14.16,72.31
14.20,71.80
14.24,72.26
14.28,70.12
14.32,70.88
14.36,72.29
14.40,70.86
14.44,70.93
14.48,71.15
14.52,69.85
14.56,69.75
14.60,70.07
14.64,70.63
14.68,67.99
14.72,69.80
14.76,69.27
14.80,69.48
14.84,69.42
14.88,67.86
14.92,70.35
14.96,68.64
15.00,68.76
15.04,69.71
15.08,69.11
15.12,69.16
15.16,67.83
15.20,67.28
15.24,68.51
15.28,69.61
15.32,70.83
15.36,70.49
15.40,70.74
15.44,70.95
15.48,70.01
15.52,71.62
15.56,70.68
15.60,70.93
15.64,70.26
15.68,71.08
15.72,71.33
15.76,70.53
15.80,70.10
15.84,71.18
15.88,70.63
15.92,72.50
15.96,73.52
16.00,71.06
16.04,71.91
16.08,73.58
16.12,68.71
16.16,71.45
16.20,72.25
16.24,71.95
16.28,71.90
16.32,72.93
16.36,74.07
16.40,74.46
16.44,74.46
16.48,75.14
16.52,74.22
16.56,73.98
16.60,74.22
16.64,75.44
16.68,75.75
16.72,74.25
16.76,74.43
16.80,74.63
16.84,75.48
16.88,73.79
16.92,74.99
16.96,74.07
17.00,74.79
17.04,76.09
17.08,75.02
17.12,74.72
17.16,73.69
17.20,73.06
17.24,73.76
17.28,74.39
17.32,72.93
17.36,74.39
17.40,74.19
17.44,73.26
17.48,73.06
17.52,74.17
17.56,73.69
17.60,73.78
17.64,71.96
17.68,72.73
17.72,73.03
17.76,72.11
17.80,72.87
17.84,71.71
17.88,71.74
17.92,71.52
17.96,71.04
18.00,73.05
18.04,70.93
18.08,70.31
18.12,70.52
18.16,69.11
18.20,71.60
18.24,69.64
18.28,68.94
18.32,70.57
18.36,67.97
18.40,69.20
18.44,68.04
18.48,70.49
18.52,69.59
18.56,70.18
18.60,70.07
18.64,67.92
18.68,67.20
18.72,67.70
18.76,67.02
18.80,69.32
18.84,67.57
18.88,67.18
18.92,67.07
18.96,67.58
19.00,67.85
19.04,66.46
19.08,66.24
19.12,67.60
19.16,68.23
19.20,66.39
19.24,67.87
19.28,68.47
19.32,66.89
19.36,67.20
19.40,68.52
19.44,68.43
19.48,67.48
19.52,68.44
19.56,70.09
19.60,71.15
19.64,67.55
19.68,68.01
19.72,68.93
19.76,70.38
19.80,70.98
19.84,70.22
19.88,67.92
19.92,69.47
19.96,69.61
20.00,68.92
20.04,68.97
20.08,69.88
20.12,70.70
20.16,72.11
20.20,70.70
20.24,70.92
20.28,70.97
20.32,72.68
20.36,71.26
20.40,72.02
20.44,72.32
20.48,72.50
20.52,72.56
20.56,71.86
20.60,71.70
20.64,71.95
20.68,72.68
20.72,73.21
20.76,71.03
20.80,74.88
20.84,72.86
20.88,72.33
20.92,73.68
20.96,73.30
21.00,71.49
21.04,72.89
21.08,71.71
21.12,72.13
21.16,71.66
21.20,73.21
21.24,73.79
21.28,71.82
21.32,72.70
21.36,71.55
21.40,73.23
21.44,72.41
21.48,71.82
21.52,70.93
21.56,70.97
21.60,72.21
21.64,69.95
21.68,71.00
21.72,70.98
21.76,72.06
21.80,71.70
21.84,70.40
21.88,71.56
21.92,67.81
21.96,70.81
22.00,68.32
22.04,69.64
22.08,67.39
22.12,69.92
22.16,67.09
22.20,70.16
22.24,67.64
22.28,67.69
22.32,67.06
22.36,66.37
22.40,67.90
22.44,66.61
22.48,66.95
22.52,66.78
22.56,65.57
22.60,67.52
22.64,66.06
22.68,67.07
22.72,65.91
22.76,66.35
22.80,65.86
22.84,64.45
22.88,66.34
22.92,64.73
22.96,66.70
23.00,65.88
23.04,66.37
23.08,67.00
23.12,66.71
23.16,63.96
23.20,66.66
23.24,66.91
23.28,63.27
23.32,66.28
23.36,64.75
23.40,65.89
23.44,65.44
23.48,64.95
23.52,66.84
23.56,66.97
23.60,66.46
23.64,66.82
23.68,65.43
23.72,66.51
23.76,68.27
23.80,68.76
23.84,66.61
23.88,66.38
23.92,66.56
23.96,68.34
24.00,68.70
24.04,69.70
24.08,70.10
24.12,69.53
24.16,68.95
24.20,68.68
24.24,68.62
24.28,69.73
24.32,69.57
24.36,68.45
24.40,70.03
24.44,70.15
24.48,70.70
24.52,71.37
24.56,71.83
24.60,70.11
24.64,70.81
24.68,72.27
24.72,70.76
24.76,69.95
24.80,70.15
24.84,71.75
24.88,71.48
24.92,73.57
24.96,71.39
25.00,73.30
25.04,70.81
25.08,71.11
25.12,71.46
25.16,69.38
25.20,69.49
25.24,70.99
25.28,71.03
25.32,71.01
25.36,71.82
25.40,71.67
25.44,69.62
25.48,71.52
25.52,71.12
25.56,69.72
25.60,71.10
25.64,69.55
25.68,68.78
25.72,69.32
25.76,68.81
25.80,68.58
25.84,66.44
25.88,68.62
25.92,67.71
25.96,68.15
26.00,66.66
26.04,67.70
26.08,67.70
26.12,68.87
26.16,68.46
26.20,66.76
26.24,66.75
26.28,67.23
26.32,67.78
26.36,65.48
26.40,66.37
26.44,64.57
26.48,66.39
26.52,64.47
26.56,66.97
26.60,64.68
26.64,65.26
26.68,64.50
26.72,65.29
26.76,64.89
26.80,63.68
26.84,64.26
26.88,64.48
26.92,65.35
26.96,64.86
27.00,64.31
27.04,63.25
27.08,65.26
27.12,64.46
27.16,65.35
27.20,65.46
27.24,64.74
27.28,64.26
27.32,65.85
27.36,64.61
27.40,65.17
27.44,64.87
27.48,65.89
27.52,66.15
27.56,66.53
27.60,65.39
27.64,66.87
27.68,65.28
27.72,66.10
27.76,67.85
27.80,65.70
27.84,66.74
27.88,65.74
27.92,67.92
27.96,68.36
28.00,67.54
28.04,66.47
28.08,67.22
28.12,70.39
28.16,68.00
28.20,68.60
28.24,68.02
28.28,68.96
28.32,68.70
28.36,70.12
28.40,69.59
28.44,69.43
28.48,68.00
28.52,69.51
28.56,68.58
28.60,70.89
28.64,70.26
28.68,70.26
28.72,68.93
28.76,69.11
28.80,69.45
28.84,71.19
28.88,70.33
28.92,72.31
28.96,70.69
29.00,70.36
29.04,70.51
29.08,69.25
29.12,70.16
29.16,69.13
29.20,70.94
29.24,70.77
29.28,69.73
29.32,69.02
29.36,69.90
29.40,70.55
29.44,68.46
29.48,69.12
29.52,68.15
29.56,68.46
29.60,69.03
29.64,70.34
29.68,68.80
29.72,68.20
29.76,69.79
29.80,68.61
29.84,67.34
29.88,65.99
29.92,68.00
29.96,66.76
30.00,66.79
30.04,66.76
30.08,67.80
30.12,66.08
30.16,66.87
30.20,66.39
30.24,65.70
30.28,67.04
30.32,65.20
30.36,65.72
30.40,64.24
30.44,65.50
30.48,65.38
30.52,63.55
30.56,65.76
30.60,64.26
30.64,65.43
30.68,65.80
30.72,63.41
30.76,64.15
30.80,65.37
30.84,62.91
30.88,66.05
30.92,65.88
30.96,63.88
31.00,64.43
31.04,65.42
31.08,64.69
31.12,64.74
31.16,63.46
31.20,64.68
31.24,63.93
31.28,66.12
31.32,64.74
31.36,64.47
31.40,64.87
31.44,64.68
31.48,65.16
31.52,66.66
31.56,64.04
31.60,65.66
31.64,64.61
31.68,65.59
31.72,65.70
31.76,65.83
31.80,67.33
31.84,68.38
31.88,66.68
31.92,67.07
31.96,67.48
32.00,66.80
32.04,68.12
32.08,67.61
32.12,68.08
32.16,67.92
32.20,67.62
32.24,69.14
32.28,67.12
32.32,70.57
32.36,67.32
32.40,68.96
32.44,68.63
32.48,69.33
32.52,68.15
32.56,68.95
32.60,69.21
32.64,70.75
32.68,69.25
32.72,69.88
32.76,72.10
32.80,68.98
32.84,69.60
32.88,69.96
32.92,68.21
32.96,69.74
33.00,68.23
33.04,69.93
33.08,69.87
33.12,69.21
33.16,70.36
33.20,69.34
33.24,70.52
33.28,71.03
33.32,70.04
33.36,69.91
33.40,70.22
33.44,69.63
33.48,69.37
33.52,69.58
33.56,68.96
33.60,69.28
33.64,69.30
33.68,68.09
33.72,68.87
33.76,66.62
33.80,68.17
33.84,69.10
33.88,68.17
33.92,68.53
33.96,68.23
34.00,66.71
34.04,67.93
34.08,66.84
34.12,67.89
34.16,66.84
34.20,66.17
34.24,65.64
34.28,65.53
34.32,65.85
34.36,64.15
34.40,66.25
34.44,67.49
34.48,64.61
34.52,66.77
34.56,64.86
34.60,65.08
34.64,65.49
34.68,62.09
34.72,64.02
34.76,65.47
34.80,64.98
34.84,65.16
34.88,63.10
34.92,64.88
34.96,63.47
35.00,64.15
35.04,66.42
35.08,65.22
35.12,63.68
35.16,66.25
35.20,63.68
35.24,63.49
35.28,66.10
35.32,63.96
35.36,63.78
35.40,64.09
35.44,66.38
35.48,65.32
35.52,66.73
35.56,67.47
35.60,65.05
35.64,66.24
35.68,67.78
35.72,65.28
35.76,66.40
35.80,66.13
35.84,68.77
35.88,66.90
35.92,66.07
35.96,68.59
36.00,68.55
36.04,67.47
36.08,67.01
36.12,67.73
36.16,69.77
36.20,69.43
36.24,68.53
36.28,68.70
36.32,70.18
36.36,69.37
36.40,68.15
36.44,68.71
36.48,69.83
36.52,68.93
36.56,71.14
36.60,73.02
36.64,71.45
36.68,70.75
36.72,71.36
36.76,69.58
36.80,70.13
36.84,71.21
36.88,71.10
36.92,71.11
36.96,70.88
37.00,70.07
37.04,70.73
37.08,71.09
37.12,71.26
37.16,69.98
37.20,71.05
37.24,70.95
37.28,70.62
37.32,70.88
37.36,70.58
37.40,71.45
37.44,69.50
37.48,70.49
37.52,70.91
37.56,69.11
37.60,69.13
37.64,69.69
37.68,69.32
37.72,69.28
37.76,67.80
37.80,70.23
37.84,67.79
37.88,69.91
37.92,69.16
37.96,69.63
38.00,68.76
38.04,67.43
38.08,68.35
38.12,67.82
38.16,68.02
38.20,66.65
38.24,66.66
38.28,66.55
38.32,67.64
38.36,67.51
38.40,67.27
38.44,65.91
38.48,66.77
38.52,65.01
38.56,66.23
38.60,67.57
38.64,65.51
38.68,67.79
38.72,65.86
38.76,65.25
38.80,65.61
38.84,66.45
38.88,64.17
38.92,64.74
38.96,67.23
39.00,66.01
39.04,64.84
39.08,65.92
39.12,65.56
39.16,66.26
39.20,66.42
39.24,66.19
39.28,66.88
39.32,66.45
39.36,65.22
39.40,65.67
39.44,66.55
39.48,67.15
39.52,68.02
39.56,68.64
39.60,66.58
39.64,68.49
39.68,68.55
39.72,69.13
39.76,67.84
39.80,68.19
39.84,70.09
39.88,68.87
39.92,68.62
39.96,66.33
40.00,68.41
40.04,68.49
40.08,69.17
40.12,71.71
40.16,69.13
40.20,69.52
40.24,70.32
40.28,69.57
40.32,71.00
40.36,70.41
40.40,71.68
40.44,70.89
40.48,70.59
40.52,71.58
40.56,72.05
40.60,71.09
40.64,71.12
40.68,70.86
40.72,71.88
40.76,70.91
40.80,71.34
40.84,71.41
40.88,72.83
40.92,72.64
40.96,72.80
41.00,71.94
41.04,72.76
41.08,72.02
41.12,72.10
41.16,72.48
41.20,70.96
41.24,73.47
41.28,70.03
41.32,70.04
41.36,73.66
41.40,72.44
41.44,72.30
41.48,71.05
41.52,70.07
41.56,72.75
41.60,71.02
41.64,71.61
41.68,69.89
41.72,70.58
41.76,71.23
41.80,71.53
41.84,71.04
41.88,70.43
41.92,70.76
41.96,70.56
42.00,70.06
42.04,69.32
42.08,70.85
42.12,68.26
42.16,69.69
42.20,69.04
42.24,69.44
42.28,69.41
42.32,68.06
42.36,67.81
42.40,68.11
42.44,68.08
42.48,68.11
42.52,66.71
42.56,69.21
42.60,67.50
42.64,67.11
42.68,66.50
42.72,67.71
42.76,66.47
42.80,65.64
42.84,66.79
42.88,66.08
42.92,67.40
42.96,65.80
43.00,65.61
43.04,66.59
43.08,67.56
43.12,67.12
43.16,67.96
43.20,66.61
43.24,67.10
43.28,68.92
43.32,67.02
43.36,67.90
43.40,67.43
43.44,67.74
43.48,67.32
43.52,67.86
43.56,66.92
43.60,69.62
43.64,68.69
43.68,71.34
43.72,68.73
43.76,69.95
43.80,69.74
43.84,68.56
43.88,68.87
43.92,69.81
43.96,71.41
44.00,71.44
44.04,70.16
44.08,70.64
44.12,72.63
44.16,71.31
44.20,73.03
44.24,71.70
44.28,70.59
44.32,71.47
44.36,73.60
44.40,70.92
44.44,73.04
44.48,72.59
44.52,73.15
44.56,71.98
44.60,72.38
44.64,71.62
44.68,72.06
44.72,72.98
44.76,72.61
44.80,72.51
44.84,72.51
44.88,73.81
44.92,72.15
44.96,73.45
45.00,74.39
45.04,75.10
45.08,74.36
45.12,73.49
45.16,73.96
45.20,73.27
45.24,73.77
45.28,70.93
45.32,70.79
45.36,73.06
45.40,73.09
45.44,74.20
45.48,73.60
45.52,71.38
45.56,72.93
45.60,73.40
45.64,73.32
45.68,73.02
45.72,73.83
45.76,72.35
45.80,72.87
45.84,71.92
45.88,72.89
45.92,70.89
45.96,71.65
46.00,72.75
46.04,71.16
46.08,69.13
46.12,70.30
46.16,70.97
46.20,69.96
46.24,69.53
46.28,68.49
46.32,68.86
46.36,68.60
46.40,70.01
46.44,68.90
46.48,68.13
46.52,68.54
46.56,67.96
46.60,67.76
46.64,66.41
46.68,68.29
46.72,68.65
46.76,67.51
46.80,68.81
46.84,69.05
46.88,68.10
46.92,68.26
46.96,67.57
47.00,68.15
47.04,68.21
47.08,68.03
47.12,68.56
47.16,69.41
47.20,68.17
47.24,68.01
47.28,67.20
47.32,68.34
47.36,68.47
47.40,68.71
47.44,68.63
47.48,67.49
47.52,68.60
47.56,68.58
47.60,69.49
47.64,69.44
47.68,68.78
47.72,69.17
47.76,70.66
47.80,70.77
47.84,68.21
47.88,70.60
47.92,71.52
47.96,70.64
48.00,69.34
48.04,69.80
48.08,71.90
48.12,72.43
48.16,72.71
48.20,72.00
48.24,72.12
48.28,72.07
48.32,71.73
48.36,72.74
48.40,73.33
48.44,73.16
48.48,72.63
48.52,72.28
48.56,73.08
48.60,74.14
48.64,73.46
48.68,74.69
48.72,72.53
48.76,74.15
48.80,73.68
48.84,73.95
48.88,74.32
48.92,75.16
48.96,74.83
49.00,74.73
49.04,73.47
49.08,72.31
49.12,73.10
49.16,74.74
49.20,70.69
49.24,73.88
49.28,74.34
49.32,71.42
49.36,74.66
49.40,72.75
49.44,72.86
49.48,72.83
49.52,71.99
49.56,73.34
49.60,73.47
49.64,72.27
49.68,71.58
49.72,70.91
49.76,74.26
49.80,71.20
49.84,71.61
49.88,70.51
49.92,70.38
49.96,70.39
50.00,70.92
50.04,71.13
50.08,70.23
50.12,68.97
50.16,72.47
50.20,68.44
50.24,68.24
50.28,70.77
50.32,68.93
50.36,69.35
50.40,69.02
50.44,68.56
50.48,67.87
50.52,69.83
50.56,68.15
50.60,68.12
50.64,68.39
50.68,68.59
50.72,69.61
50.76,65.66
50.80,66.94
50.84,66.38
50.88,67.79
50.92,67.36
50.96,67.20
51.00,67.60
51.04,67.83
51.08,67.92
51.12,67.71
51.16,68.03
51.20,66.74
51.24,69.68
51.28,69.26
51.32,66.76
51.36,69.21
51.40,68.94
51.44,67.96
51.48,69.58
51.52,68.04
51.56,69.15
51.60,69.22
51.64,69.47
51.68,69.75
51.72,68.53
51.76,70.77
51.80,69.24
51.84,70.62
51.88,70.85
51.92,69.84
51.96,69.60
52.00,69.02
52.04,71.47
52.08,70.85
52.12,72.05
52.16,72.62
52.20,72.29
52.24,71.38
52.28,72.46
52.32,69.92
52.36,71.44
52.40,72.44
52.44,71.52
52.48,72.36
52.52,72.49
52.56,73.14
52.60,74.68
52.64,73.32
52.68,72.83
52.72,73.24
52.76,73.12
52.80,72.57
52.84,74.31
52.88,75.14
52.92,73.74
52.96,73.97
53.00,73.17
53.04,73.40
53.08,73.41
53.12,72.29
53.16,73.01
53.20,73.00
53.24,72.77
53.28,74.15
53.32,73.48
53.36,73.09
53.40,73.10
53.44,71.84
53.48,70.84
53.52,73.26
53.56,73.52
53.60,73.39
53.64,72.64
53.68,70.86
53.72,69.96
53.76,71.15
53.80,69.71
53.84,70.62
53.88,70.69
53.92,69.84
53.96,70.50
54.00,70.23
54.04,68.67
54.08,69.56
54.12,70.40
54.16,68.44
54.20,68.24
54.24,68.69
54.28,68.12
54.32,67.94
54.36,68.28
54.40,69.19
54.44,67.78
54.48,69.68
54.52,67.90
54.56,66.02
54.60,69.56
54.64,68.49
54.68,67.96
54.72,66.09
54.76,67.56
54.80,67.48
54.84,67.65
54.88,69.26
54.92,64.91
54.96,67.93
55.00,66.92
55.04,65.88
55.08,66.52
55.12,65.77
55.16,67.32
55.20,67.07
55.24,65.84
55.28,66.50
55.32,64.83
55.36,66.74
55.40,67.45
55.44,66.81
55.48,68.21
55.52,66.90
55.56,65.99
55.60,67.75
55.64,65.83
55.68,69.18
55.72,66.35
55.76,69.37
55.80,69.41
55.84,68.92
55.88,69.52
55.92,68.79
55.96,68.16
56.00,69.50
56.04,70.38
56.08,69.07
56.12,70.21
56.16,69.47
56.20,70.99
56.24,71.22
56.28,71.11
56.32,71.68
56.36,70.31
56.40,70.07
56.44,71.23
56.48,71.81
56.52,71.66
56.56,72.08
56.60,74.02
56.64,69.95
56.68,72.39
56.72,72.33
56.76,71.72
56.80,71.12
56.84,72.50
56.88,70.40
56.92,71.93
56.96,73.95
57.00,71.43
57.04,71.60
57.08,74.00
57.12,70.48
57.16,71.48
57.20,71.78
57.24,69.84
57.28,72.53
57.32,70.95
57.36,69.65
57.40,71.43
57.44,73.24
57.48,71.42
57.52,72.73
57.56,72.29
57.60,70.43
57.64,71.72
57.68,69.67
57.72,70.22
57.76,70.92
57.80,68.96
57.84,69.16
57.88,67.72
57.92,68.03
57.96,67.96
58.00,68.65
58.04,69.77
58.08,68.26
58.12,66.60
58.16,66.53
58.20,67.39
58.24,67.08
58.28,67.07
58.32,66.97
58.36,67.41
58.40,67.60
58.44,65.77
58.48,66.96
58.52,67.64
58.56,66.42
58.60,66.15
58.64,64.53
58.68,66.15
58.72,65.16
58.76,66.20
58.80,67.30
58.84,64.55
58.88,67.36
58.92,65.63
58.96,63.70
59.00,63.83
59.04,64.13
59.08,64.04
59.12,65.01
59.16,65.44
59.20,65.62
59.24,64.51
59.28,65.65
59.32,64.21
59.36,66.71
59.40,63.71
59.44,65.43
59.48,65.43
59.52,64.59
59.56,66.46
59.60,66.24
59.64,64.98
59.68,65.75
59.72,67.64
59.76,66.11
59.80,66.79
59.84,65.80
59.88,67.71
59.92,67.65
59.96,66.93
60.00,67.80
60.04,67.45
60.08,67.66
60.12,66.51
60.16,70.59
60.20,68.92
60.24,67.42
60.28,69.63
60.32,68.37
60.36,67.95
60.40,68.41
60.44,67.61
60.48,70.35
60.52,70.60
60.56,69.36
60.60,69.76
60.64,72.28
60.68,70.64
60.72,68.99
60.76,69.51
60.80,68.50
60.84,70.97
60.88,70.67
60.92,69.46
60.96,70.02
61.00,71.39
61.04,70.09
61.08,70.10
61.12,70.55
61.16,70.87
61.20,70.14
61.24,70.33
61.28,70.12
61.32,70.18
61.36,69.42
61.40,69.30
61.44,68.48
61.48,69.21
61.52,69.45
61.56,70.32
61.60,67.70
61.64,69.05
61.68,69.14
61.72,68.71
61.76,70.04
61.80,67.16
61.84,68.67
61.88,68.44
61.92,68.28
61.96,65.70
62.00,68.09
62.04,66.39
62.08,66.74
62.12,66.94
62.16,66.45
62.20,66.53
62.24,64.61
62.28,64.19
62.32,64.93
62.36,64.83
62.40,65.77
62.44,63.18
62.48,63.48
62.52,64.49
62.56,64.22
62.60,65.64
62.64,64.57
62.68,63.65
62.72,61.91
62.76,63.09
62.80,62.14
62.84,63.44
62.88,63.52
62.92,62.99
62.96,63.65
63.00,64.71
63.04,63.63
63.08,62.48
63.12,64.32
63.16,62.99
63.20,63.26
63.24,62.47
63.28,64.29
63.32,64.03
63.36,62.78
63.40,63.39
63.44,63.95
63.48,62.68
63.52,64.11
63.56,64.05
63.60,65.20
63.64,62.69
63.68,64.81
63.72,64.97
63.76,65.69
63.80,65.73
63.84,65.07
63.88,64.51
63.92,66.01
63.96,66.75
64.00,65.80
64.04,65.51
64.08,66.83
64.12,65.73
64.16,66.76
64.20,66.84
64.24,66.82
64.28,66.76
64.32,67.43
64.36,68.50
64.40,67.10
64.44,66.83
64.48,68.92
64.52,67.19
64.56,67.67
64.60,69.28
64.64,67.05
64.68,69.04
64.72,70.54
64.76,67.65
64.80,69.79
64.84,68.53
64.88,68.45
64.92,68.47
64.96,69.17
65.00,68.10
65.04,68.69
65.08,69.49
65.12,68.94
65.16,68.08
65.20,68.15
65.24,66.17
65.28,67.99
65.32,69.17
65.36,67.02
65.40,67.32
65.44,67.70
65.48,67.53
65.52,67.23
65.56,66.98
65.60,67.41
65.64,66.10
65.68,65.67
65.72,66.24
65.76,65.94
65.80,65.54
65.84,67.44
65.88,65.35
65.92,66.00
65.96,66.32
66.00,65.25
66.04,64.60
66.08,63.24
66.12,64.65
66.16,65.41
66.20,63.97
66.24,63.76
66.28,63.66
66.32,63.65
66.36,63.77
66.40,63.73
66.44,62.90
66.48,62.30
66.52,62.40
66.56,61.37
66.60,61.98
66.64,62.46
66.68,61.19
66.72,61.57
66.76,62.72
66.80,62.47
66.84,60.45
66.88,61.13
66.92,61.74
66.96,61.93
67.00,61.26
67.04,61.52
67.08,61.83
67.12,61.43
67.16,60.98
67.20,62.84
67.24,63.35
67.28,61.91
67.32,62.28
67.36,61.87
67.40,62.78
67.44,62.80
67.48,61.51
67.52,63.58
67.56,64.30
67.60,64.21
67.64,64.16
67.68,62.29
67.72,60.72
67.76,64.30
67.80,64.61
67.84,64.73
67.88,64.00
67.92,64.33
67.96,64.89
68.00,65.55
68.04,64.09
68.08,64.59
68.12,64.14
68.16,66.64
68.20,64.65
68.24,65.75
68.28,65.94
68.32,64.52
68.36,66.22
68.40,65.78
68.44,66.68
68.48,67.62
68.52,66.43
68.56,65.53
68.60,68.52
68.64,68.34
68.68,69.16
68.72,68.42
68.76,67.55
68.80,66.34
68.84,68.29
68.88,66.54
68.92,67.71
68.96,66.89
69.00,68.87
69.04,68.59
69.08,68.28
69.12,67.11
69.16,67.89
69.20,66.93
69.24,67.62
69.28,67.32
