# SIMULARE — semnal generat de genereaza_simulare.py, nu inregistrat. Rol: control pozitiv pentru validarea lantului de analiza.
t_s,ch1_o1,ch2_fp1,bpm,eticheta,calitate,simulat
0.9760,-5.739,-38.181,81.73,repaus,bun,1
0.9800,-0.181,-26.556,79.55,repaus,bun,1
0.9840,10.844,2.372,78.63,repaus,bun,1
0.9880,-1.299,-9.273,79.21,repaus,bun,1
0.9920,-2.463,-9.634,79.61,repaus,bun,1
0.9960,-9.915,-14.043,80.66,repaus,bun,1
1.0000,6.643,2.516,81.51,repaus,bun,1
1.0040,32.128,21.028,80.26,repaus,bun,1
1.0080,18.470,7.961,80.58,repaus,bun,1
1.0120,14.071,-2.894,80.70,repaus,bun,1
1.0160,2.426,-19.281,81.61,repaus,bun,1
1.0200,17.785,-0.498,78.76,repaus,bun,1
1.0240,28.421,12.971,79.71,repaus,bun,1
1.0280,24.668,9.772,80.83,repaus,bun,1
1.0320,19.409,1.372,79.91,repaus,bun,1
1.0360,4.721,-8.387,80.11,repaus,bun,1
1.0400,31.697,2.417,79.24,repaus,bun,1
1.0440,42.788,29.117,80.86,repaus,bun,1
1.0480,36.355,17.749,80.62,repaus,bun,1
1.0520,28.002,0.994,78.89,repaus,bun,1
1.0560,21.488,-12.568,79.87,repaus,bun,1
1.0600,31.124,-0.275,78.86,repaus,bun,1
1.0640,35.952,23.221,80.27,repaus,bun,1
1.0680,20.163,5.222,79.32,repaus,bun,1
1.0720,6.856,-10.729,79.97,repaus,bun,1
1.0760,-12.076,-23.175,80.44,repaus,bun,1
1.0800,-3.774,-1.821,81.31,repaus,bun,1
1.0840,8.170,21.464,81.03,repaus,bun,1
1.0880,0.744,12.817,79.30,repaus,bun,1
1.0920,-15.828,0.584,79.41,repaus,bun,1
1.0960,-23.964,-6.171,81.12,repaus,bun,1
1.1000,-1.296,11.629,79.53,repaus,bun,1
1.1040,13.659,26.401,80.33,repaus,bun,1
1.1080,5.385,9.530,80.32,repaus,bun,1
1.1120,4.856,0.173,81.10,repaus,bun,1
1.1160,-6.161,-14.724,81.43,repaus,bun,1
1.1200,7.759,2.637,80.06,repaus,bun,1
1.1240,23.229,9.186,80.69,repaus,bun,1
1.1280,22.580,0.935,78.90,repaus,bun,1
1.1320,10.556,-13.409,79.15,repaus,bun,1
1.1360,6.079,-26.543,79.80,repaus,bun,1
1.1400,17.641,-9.391,80.44,repaus,bun,1
1.1440,27.910,15.775,80.98,repaus,bun,1
1.1480,23.627,9.887,78.95,repaus,bun,1
1.1520,9.281,-2.661,82.10,repaus,bun,1
1.1560,-2.155,-18.176,80.27,repaus,bun,1
1.1600,1.194,-1.295,80.02,repaus,bun,1
1.1640,9.505,16.316,79.96,repaus,bun,1
1.1680,-3.434,3.085,80.50,repaus,bun,1
1.1720,-19.206,-10.018,81.13,repaus,bun,1
1.1760,-29.584,-22.187,80.53,repaus,bun,1
1.1800,-22.316,-12.962,80.30,repaus,bun,1
1.1840,-17.446,3.892,80.41,repaus,bun,1
1.1880,-27.553,-1.064,80.90,repaus,bun,1
1.1920,-44.486,-3.872,79.36,repaus,bun,1
1.1960,-45.460,-14.025,79.93,repaus,bun,1
1.2000,-25.106,4.624,79.88,repaus,bun,1
1.2040,-9.226,31.988,80.83,repaus,bun,1
1.2080,-12.341,27.357,79.12,repaus,bun,1
1.2120,-11.222,9.630,78.73,repaus,bun,1
1.2160,-15.244,-1.962,77.99,repaus,bun,1
1.2200,9.104,18.749,80.09,repaus,bun,1
1.2240,20.070,31.633,79.63,repaus,bun,1
1.2280,16.566,15.913,80.29,repaus,bun,1
1.2320,12.769,2.461,80.29,repaus,bun,1
1.2360,2.423,-17.210,79.52,repaus,bun,1
1.2400,13.244,2.953,80.64,repaus,bun,1
1.2440,23.469,20.128,79.96,repaus,bun,1
1.2480,14.671,1.859,79.97,repaus,bun,1
1.2520,7.730,-7.424,80.56,repaus,bun,1
1.2560,-4.395,-17.312,80.10,repaus,bun,1
1.2600,8.864,4.533,79.99,repaus,bun,1
1.2640,19.001,18.948,79.89,repaus,bun,1
1.2680,6.900,3.878,79.17,repaus,bun,1
1.2720,-0.194,-15.229,79.89,repaus,bun,1
1.2760,-17.450,-33.398,80.06,repaus,bun,1
1.2800,-17.771,-11.794,79.02,repaus,bun,1
1.2840,-0.096,4.603,80.62,repaus,bun,1
1.2880,-10.767,-10.001,79.42,repaus,bun,1
1.2920,-27.052,-16.037,80.90,repaus,bun,1
1.2960,-36.645,-22.631,81.62,repaus,bun,1
1.3000,-16.995,1.166,80.03,repaus,bun,1
1.3040,2.818,15.412,81.82,repaus,bun,1
1.3080,-0.831,4.616,80.25,repaus,bun,1
1.3120,-4.583,-5.906,80.80,repaus,bun,1
1.3160,-0.656,-20.698,81.31,repaus,bun,1
1.3200,9.047,-1.645,80.90,repaus,bun,1
1.3240,29.809,13.596,81.57,repaus,bun,1
1.3280,20.796,0.998,79.56,repaus,bun,1
1.3320,8.216,-15.864,79.92,repaus,bun,1
1.3360,-2.284,-29.190,78.60,repaus,bun,1
1.3400,10.503,-5.457,80.66,repaus,bun,1
1.3440,15.872,4.192,80.69,repaus,bun,1
1.3480,6.436,-7.330,80.48,repaus,bun,1
1.3520,-6.272,-19.128,80.03,repaus,bun,1
1.3560,-25.600,-28.281,80.21,repaus,bun,1
1.3600,-18.981,-5.013,79.95,repaus,bun,1
1.3640,1.181,17.797,81.68,repaus,bun,1
1.3680,-8.333,4.647,79.04,repaus,bun,1
1.3720,-22.067,-13.131,80.15,repaus,bun,1
1.3760,-32.133,-23.501,80.44,repaus,bun,1
1.3800,-14.615,2.762,79.80,repaus,bun,1
1.3840,-5.718,10.653,80.55,repaus,bun,1
1.3880,-15.751,-1.201,79.75,repaus,bun,1
1.3920,-27.614,-9.302,81.16,repaus,bun,1
1.3960,-35.221,-20.982,81.26,repaus,bun,1
1.4000,-16.577,3.255,79.62,repaus,bun,1
1.4040,5.527,24.701,80.18,repaus,bun,1
1.4080,1.831,13.591,80.31,repaus,bun,1
1.4120,0.833,3.830,78.31,repaus,bun,1
1.4160,-2.937,-7.318,80.01,repaus,bun,1
1.4200,18.633,12.283,80.40,repaus,bun,1
1.4240,36.867,27.431,79.11,repaus,bun,1
1.4280,25.865,10.413,78.65,repaus,bun,1
1.4320,12.737,-9.187,79.49,repaus,bun,1
1.4360,-3.172,-27.653,80.65,repaus,bun,1
1.4400,7.580,-14.457,77.82,repaus,bun,1
1.4440,23.826,1.705,79.34,repaus,bun,1
1.4480,8.654,-17.589,79.30,repaus,bun,1
1.4520,-6.941,-26.232,78.98,repaus,bun,1
1.4560,-21.751,-28.862,78.80,repaus,bun,1
1.4600,-7.370,-17.955,79.93,repaus,bun,1
1.4640,4.623,2.912,80.47,repaus,bun,1
1.4680,-2.769,-3.035,80.09,repaus,bun,1
1.4720,-16.570,-10.761,79.89,repaus,bun,1
1.4760,-30.654,-20.070,77.45,repaus,bun,1
1.4800,-17.611,0.378,80.20,repaus,bun,1
1.4840,-0.522,18.659,79.41,repaus,bun,1
1.4880,-3.719,-1.331,78.99,repaus,bun,1
1.4920,-21.131,-18.453,80.22,repaus,bun,1
1.4960,-34.925,-28.177,80.12,repaus,bun,1
1.5000,-15.088,-9.752,80.79,repaus,bun,1
1.5040,6.856,12.676,79.58,repaus,bun,1
1.5080,3.017,4.468,79.83,repaus,bun,1
1.5120,-0.803,8.712,78.52,repaus,bun,1
1.5160,-5.673,0.031,79.54,repaus,bun,1
1.5200,11.936,17.187,81.09,repaus,bun,1
1.5240,29.502,32.245,81.38,repaus,bun,1
1.5280,18.893,13.640,79.77,repaus,bun,1
1.5320,12.856,-1.711,78.91,repaus,bun,1
1.5360,0.733,-8.132,79.65,repaus,bun,1
1.5400,16.319,3.153,78.38,repaus,bun,1
1.5440,17.815,17.134,81.62,repaus,bun,1
1.5480,9.621,5.481,78.18,repaus,bun,1
1.5520,-10.583,-10.853,78.03,repaus,bun,1
1.5560,-22.008,-18.131,81.10,repaus,bun,1
1.5600,-12.148,-1.439,77.73,repaus,bun,1
1.5640,7.187,17.588,79.20,repaus,bun,1
1.5680,-3.992,12.295,78.86,repaus,bun,1
1.5720,-14.501,6.097,80.31,repaus,bun,1
1.5760,-19.152,-11.145,79.21,repaus,bun,1
1.5800,-7.401,10.019,78.47,repaus,bun,1
1.5840,6.038,28.080,79.81,repaus,bun,1
1.5880,-3.890,9.774,79.91,repaus,bun,1
1.5920,-8.242,-3.235,79.07,repaus,bun,1
1.5960,-16.598,-15.319,78.96,repaus,bun,1
1.6000,-3.306,-5.438,78.84,repaus,bun,1
1.6040,16.046,10.561,80.66,repaus,bun,1
1.6080,11.575,-1.152,79.08,repaus,bun,1
1.6120,3.035,-11.874,80.32,repaus,bun,1
1.6160,3.613,-31.032,79.95,repaus,bun,1
1.6200,14.125,-10.865,79.07,repaus,bun,1
1.6240,32.574,7.109,78.89,repaus,bun,1
1.6280,27.333,-7.287,79.84,repaus,bun,1
1.6320,23.750,-18.063,79.90,repaus,bun,1
1.6360,4.305,-38.800,78.42,repaus,bun,1
1.6400,8.845,-21.890,80.21,repaus,bun,1
1.6440,12.677,-2.579,79.14,repaus,bun,1
1.6480,-2.336,-28.051,80.85,repaus,bun,1
1.6520,-18.593,-35.021,78.96,repaus,bun,1
1.6560,-30.132,-49.819,77.51,repaus,bun,1
1.6600,-25.070,-29.041,80.32,repaus,bun,1
1.6640,-15.463,-4.930,77.72,repaus,bun,1
1.6680,-24.286,-9.067,79.69,repaus,bun,1
1.6720,-32.582,-22.682,79.66,repaus,bun,1
1.6760,-47.387,-28.656,79.12,repaus,bun,1
1.6800,-26.146,3.663,76.64,repaus,bun,1
1.6840,-4.366,25.049,78.89,repaus,bun,1
1.6880,-5.890,15.904,79.38,repaus,bun,1
1.6920,-9.754,-0.501,77.50,repaus,bun,1
1.6960,-19.957,-16.282,78.39,repaus,bun,1
1.7000,-6.513,2.354,77.35,repaus,bun,1
1.7040,6.862,25.189,78.31,repaus,bun,1
1.7080,2.864,11.023,79.72,repaus,bun,1
1.7120,-12.392,-5.064,80.51,repaus,bun,1
1.7160,-16.028,-13.750,79.49,repaus,bun,1
1.7200,4.021,11.549,77.01,repaus,bun,1
1.7240,18.230,29.617,79.29,repaus,bun,1
1.7280,7.463,15.846,79.66,repaus,bun,1
1.7320,1.553,-2.802,78.54,repaus,bun,1
1.7360,-10.541,-16.046,79.99,repaus,bun,1
1.7400,1.461,-3.809,78.14,repaus,bun,1
1.7440,15.769,5.438,77.92,repaus,bun,1
1.7480,2.610,-9.071,78.87,repaus,bun,1
1.7520,-2.115,-27.870,78.39,repaus,bun,1
1.7560,-26.558,-39.103,79.48,repaus,bun,1
1.7600,-12.816,-22.915,78.48,repaus,bun,1
1.7640,-8.138,-5.924,79.38,repaus,bun,1
1.7680,-12.232,-2.425,78.05,repaus,bun,1
1.7720,-24.055,-21.315,79.43,repaus,bun,1
1.7760,-36.446,-34.831,78.45,repaus,bun,1
1.7800,-20.598,-17.589,78.44,repaus,bun,1
1.7840,-0.590,9.430,80.28,repaus,bun,1
1.7880,-9.472,0.124,79.12,repaus,bun,1
1.7920,-7.084,-18.574,79.78,repaus,bun,1
1.7960,-16.203,-33.140,78.53,repaus,bun,1
1.8000,11.253,-11.004,77.96,repaus,bun,1
1.8040,28.293,2.013,77.59,repaus,bun,1
1.8080,16.786,-16.221,78.97,repaus,bun,1
1.8120,4.611,-29.984,78.22,repaus,bun,1
1.8160,-8.689,-44.987,77.68,repaus,bun,1
1.8200,-1.724,-9.573,77.45,repaus,bun,1
1.8240,17.305,7.773,77.53,repaus,bun,1
1.8280,9.493,-4.487,77.86,repaus,bun,1
1.8320,-0.341,-13.012,78.73,repaus,bun,1
1.8360,-8.453,-21.615,79.47,repaus,bun,1
1.8400,3.496,-5.855,76.84,repaus,bun,1
1.8440,12.311,1.111,77.16,repaus,bun,1
1.8480,-1.560,-8.249,79.35,repaus,bun,1
1.8520,-14.762,-14.161,77.56,repaus,bun,1
1.8560,-35.495,-25.657,78.43,repaus,bun,1
1.8600,-27.868,-6.518,78.40,repaus,bun,1
1.8640,-20.035,7.589,78.36,repaus,bun,1
1.8680,-34.763,-2.107,77.81,repaus,bun,1
1.8720,-43.148,-12.910,79.32,repaus,bun,1
1.8760,-48.712,-22.631,79.58,repaus,bun,1
1.8800,-32.957,6.231,76.63,repaus,bun,1
1.8840,-9.817,33.544,77.76,repaus,bun,1
1.8880,-13.276,20.181,78.36,repaus,bun,1
1.8920,-12.339,17.867,78.90,repaus,bun,1
1.8960,-12.030,1.125,78.59,repaus,bun,1
1.9000,9.062,18.421,78.22,repaus,bun,1
1.9040,27.049,35.498,79.52,repaus,bun,1
1.9080,13.173,15.411,78.05,repaus,bun,1
1.9120,4.081,-1.416,78.01,repaus,bun,1
1.9160,-5.429,-16.777,78.67,repaus,bun,1
1.9200,6.326,1.419,77.09,repaus,bun,1
1.9240,26.941,25.476,78.17,repaus,bun,1
1.9280,7.183,8.533,77.25,repaus,bun,1
1.9320,-1.114,-3.030,76.63,repaus,bun,1
1.9360,-17.778,-17.088,78.77,repaus,bun,1
1.9400,-3.261,5.424,78.34,repaus,bun,1
1.9440,13.059,18.579,78.18,repaus,bun,1
1.9480,2.491,5.231,77.48,repaus,bun,1
1.9520,-10.489,-9.535,78.54,repaus,bun,1
1.9560,-16.880,-22.900,77.78,repaus,bun,1
1.9600,-7.681,-16.517,77.19,repaus,bun,1
1.9640,4.523,-0.172,77.55,repaus,bun,1
1.9680,-18.717,-10.382,77.72,repaus,bun,1
1.9720,-22.691,-24.203,78.33,repaus,bun,1
1.9760,-27.856,-39.807,78.67,repaus,bun,1
1.9800,-13.733,-13.563,78.73,repaus,bun,1
1.9840,-3.108,13.211,77.37,repaus,bun,1
1.9880,-10.400,8.702,77.44,repaus,bun,1
1.9920,-14.688,1.572,78.62,repaus,bun,1
1.9960,-14.966,-7.268,78.44,repaus,bun,1
2.0000,-0.524,6.068,78.52,repaus,bun,1
2.0040,18.938,22.696,77.18,repaus,bun,1
2.0080,13.814,10.876,76.65,repaus,bun,1
2.0120,-0.939,0.317,77.41,repaus,bun,1
2.0160,-13.316,-20.728,77.37,repaus,bun,1
2.0200,-2.202,-3.857,79.43,repaus,bun,1
2.0240,15.783,16.361,77.77,repaus,bun,1
2.0280,-3.152,2.046,76.95,repaus,bun,1
2.0320,-13.839,1.067,76.87,repaus,bun,1
2.0360,-28.013,-13.760,78.07,repaus,bun,1
2.0400,-12.605,1.234,78.84,repaus,bun,1
