# SIMULARE — semnal generat de genereaza_simulare.py, nu inregistrat. Rol: control pozitiv pentru validarea lantului de analiza.
t_s,bpm
15.36,66.21
15.40,66.74
15.44,66.28
15.48,64.36
15.52,66.45
15.56,66.21
15.60,65.99
15.64,67.25
15.68,67.58
15.72,67.97
15.76,67.83
15.80,67.08
15.84,67.59
15.88,67.46
15.92,68.42
15.96,67.93
16.00,68.42
16.04,69.09
16.08,69.37
16.12,68.94
16.16,69.66
16.20,68.10
16.24,68.94
16.28,68.27
16.32,69.81
16.36,70.79
16.40,69.36
16.44,70.36
16.48,70.49
16.52,69.48
16.56,70.66
16.60,70.00
16.64,68.81
16.68,69.81
16.72,68.88
16.76,70.85
16.80,70.51
16.84,71.07
16.88,71.27
16.92,70.21
16.96,70.27
17.00,71.10
17.04,69.92
17.08,70.66
17.12,71.29
17.16,69.22
17.20,69.76
17.24,70.73
17.28,70.66
17.32,69.51
17.36,70.14
17.40,69.14
17.44,69.50
17.48,69.09
17.52,68.27
17.56,70.21
17.60,68.92
17.64,70.00
17.68,68.80
17.72,68.75
17.76,68.00
17.80,68.75
17.84,68.20
17.88,68.33
17.92,67.86
17.96,67.95
18.00,67.30
18.04,67.80
18.08,65.59
18.12,65.54
18.16,65.99
18.20,66.30
18.24,66.70
18.28,68.34
18.32,64.88
18.36,64.78
18.40,67.33
18.44,64.99
18.48,64.11
18.52,64.55
18.56,64.96
18.60,64.82
18.64,64.71
18.68,64.98
18.72,63.69
18.76,65.00
18.80,63.69
18.84,62.32
18.88,64.86
18.92,63.58
18.96,64.30
19.00,63.48
19.04,63.11
19.08,64.42
19.12,64.16
19.16,62.07
19.20,63.70
19.24,63.80
19.28,65.30
19.32,63.64
19.36,65.35
19.40,65.03
19.44,65.44
19.48,66.06
19.52,64.23
19.56,63.76
19.60,64.04
19.64,64.05
19.68,67.67
19.72,63.95
19.76,64.66
19.80,67.10
19.84,66.94
19.88,65.81
19.92,66.16
19.96,66.51
20.00,65.66
20.04,67.18
20.08,66.33
20.12,67.74
20.16,66.12
20.20,68.61
20.24,66.84
20.28,66.96
20.32,68.34
20.36,66.94
20.40,68.80
20.44,66.98
20.48,66.79
20.52,68.83
20.56,67.92
20.60,67.42
20.64,69.14
20.68,68.13
20.72,68.01
20.76,70.62
20.80,70.39
20.84,67.72
20.88,69.18
20.92,70.54
20.96,69.40
21.00,68.71
21.04,69.86
21.08,68.67
21.12,68.32
21.16,68.22
21.20,69.86
21.24,69.42
21.28,68.49
21.32,69.75
21.36,69.73
21.40,68.13
21.44,67.43
21.48,67.65
21.52,68.36
21.56,67.14
21.60,68.20
21.64,69.06
21.68,67.18
21.72,66.64
21.76,66.82
21.80,66.41
21.84,66.29
21.88,66.17
21.92,64.39
21.96,67.29
22.00,67.01
22.04,66.79
22.08,65.02
22.12,65.71
22.16,63.52
22.20,63.17
22.24,63.43
22.28,64.23
22.32,65.94
22.36,63.89
22.40,63.20
22.44,63.24
22.48,62.58
22.52,63.02
22.56,62.64
22.60,63.95
22.64,63.70
22.68,63.27
22.72,63.89
22.76,62.88
22.80,62.30
22.84,61.33
22.88,63.26
22.92,61.83
22.96,60.85
23.00,63.20
23.04,61.85
23.08,61.02
23.12,62.41
23.16,63.06
23.20,63.15
23.24,63.15
23.28,61.96
23.32,61.56
23.36,62.89
23.40,62.87
23.44,61.07
23.48,63.63
23.52,61.39
23.56,63.25
23.60,63.18
23.64,62.96
23.68,62.98
23.72,61.52
23.76,62.80
23.80,63.59
23.84,64.37
23.88,63.60
23.92,64.60
23.96,63.18
24.00,64.05
24.04,64.26
24.08,65.67
24.12,66.81
24.16,64.96
24.20,66.28
24.24,65.26
24.28,64.62
24.32,67.03
24.36,65.69
24.40,65.32
24.44,66.28
24.48,65.50
24.52,65.76
24.56,66.23
24.60,66.20
24.64,66.43
24.68,68.69
24.72,65.99
24.76,67.35
24.80,67.10
24.84,67.30
24.88,68.77
24.92,66.89
24.96,67.23
25.00,67.68
25.04,69.02
25.08,65.93
25.12,67.49
25.16,68.88
25.20,66.88
25.24,68.41
25.28,67.52
25.32,66.92
25.36,66.85
25.40,67.35
25.44,66.17
25.48,66.24
25.52,67.76
25.56,64.42
25.60,64.83
25.64,64.34
25.68,65.96
25.72,65.87
25.76,65.52
25.80,65.19
25.84,64.37
25.88,65.95
25.92,64.54
25.96,64.57
26.00,64.70
26.04,64.06
26.08,65.05
26.12,64.12
26.16,64.62
26.20,62.59
26.24,61.79
26.28,62.95
26.32,62.25
26.36,62.56
26.40,62.26
26.44,63.04
26.48,61.50
26.52,61.96
26.56,60.12
26.60,60.83
26.64,61.79
26.68,60.54
26.72,59.83
26.76,61.66
26.80,60.30
26.84,60.48
26.88,61.15
26.92,60.94
26.96,61.92
27.00,60.57
27.04,59.81
27.08,59.99
27.12,60.18
27.16,60.91
27.20,61.28
27.24,60.25
27.28,61.33
27.32,59.73
27.36,62.13
27.40,62.01
27.44,61.79
27.48,60.10
27.52,62.24
27.56,61.49
27.60,62.63
27.64,62.19
27.68,61.34
27.72,61.22
27.76,62.68
27.80,61.90
27.84,63.78
27.88,63.48
27.92,62.32
27.96,63.23
28.00,64.73
28.04,63.50
28.08,63.40
28.12,65.09
28.16,65.97
28.20,63.73
28.24,64.64
28.28,63.76
28.32,64.76
28.36,65.49
28.40,64.09
28.44,66.33
28.48,65.97
28.52,64.51
28.56,65.80
28.60,65.94
28.64,67.49
28.68,65.77
28.72,65.81
28.76,67.46
28.80,68.23
28.84,66.50
28.88,66.58
28.92,65.19
28.96,66.42
29.00,65.79
29.04,67.06
29.08,65.04
29.12,67.50
29.16,66.02
29.20,65.69
29.24,65.71
29.28,66.68
29.32,66.63
29.36,66.18
29.40,66.29
29.44,65.91
29.48,65.00
29.52,65.12
29.56,65.42
29.60,65.95
29.64,65.89
29.68,65.02
29.72,63.00
29.76,63.28
29.80,66.44
29.84,64.26
29.88,64.62
29.92,61.97
29.96,63.02
30.00,63.16
30.04,62.93
30.08,63.72
30.12,61.47
30.16,62.96
30.20,60.77
30.24,62.42
30.28,62.38
30.32,61.96
30.36,62.54
30.40,60.76
30.44,61.73
30.48,60.70
30.52,60.13
30.56,60.21
30.60,61.24
30.64,60.72
30.68,58.86
30.72,61.65
30.76,61.95
30.80,60.61
30.84,60.09
30.88,62.23
30.92,60.56
30.96,60.56
31.00,61.00
31.04,59.85
31.08,59.36
31.12,59.72
31.16,60.46
31.20,59.24
31.24,61.57
31.28,59.20
31.32,62.13
31.36,58.70
31.40,60.23
31.44,60.58
31.48,60.61
31.52,60.96
31.56,61.70
31.60,61.05
31.64,61.40
31.68,62.12
31.72,62.06
31.76,62.05
31.80,60.82
31.84,62.54
31.88,63.58
31.92,63.39
31.96,62.97
32.00,63.18
32.04,62.78
32.08,63.15
32.12,64.78
32.16,64.42
32.20,64.76
32.24,65.70
32.28,63.58
32.32,65.01
32.36,65.42
32.40,65.83
32.44,65.72
32.48,64.87
32.52,66.82
32.56,63.95
32.60,65.11
32.64,66.96
32.68,65.72
32.72,65.58
32.76,64.94
32.80,66.28
32.84,66.19
32.88,65.38
32.92,65.05
32.96,68.57
33.00,66.04
33.04,65.28
33.08,66.15
33.12,66.67
33.16,65.35
33.20,66.88
33.24,67.54
33.28,66.19
33.32,66.08
33.36,64.89
33.40,66.55
33.44,66.91
33.48,65.68
33.52,65.13
33.56,66.44
33.60,66.07
33.64,65.35
33.68,65.03
33.72,66.72
33.76,65.86
33.80,63.92
33.84,63.73
33.88,63.46
33.92,63.93
33.96,63.13
34.00,63.12
34.04,65.12
34.08,62.06
34.12,61.67
34.16,61.58
34.20,62.13
34.24,63.55
34.28,62.39
34.32,61.91
34.36,62.00
34.40,62.05
34.44,61.44
34.48,61.66
34.52,60.80
34.56,61.10
34.60,62.03
34.64,61.03
34.68,61.22
34.72,61.42
34.76,59.85
34.80,60.02
34.84,62.50
34.88,59.37
34.92,59.48
34.96,61.37
35.00,60.37
35.04,61.08
35.08,60.33
35.12,59.93
35.16,60.63
35.20,62.80
35.24,59.66
35.28,61.31
35.32,61.84
35.36,62.24
35.40,62.40
35.44,61.43
35.48,62.64
35.52,61.51
35.56,61.47
35.60,61.76
35.64,62.26
35.68,62.41
35.72,62.83
35.76,61.48
35.80,63.88
35.84,61.87
35.88,63.42
35.92,64.38
35.96,64.02
36.00,63.67
36.04,63.93
36.08,63.73
36.12,63.94
36.16,65.48
36.20,65.22
36.24,63.37
36.28,65.67
36.32,64.13
36.36,65.75
36.40,65.37
36.44,65.19
36.48,67.58
36.52,64.57
36.56,65.93
36.60,67.73
36.64,65.92
36.68,66.37
36.72,66.99
36.76,66.66
36.80,66.31
36.84,66.42
36.88,67.08
36.92,68.35
36.96,67.20
37.00,66.71
37.04,67.83
37.08,67.76
37.12,67.70
37.16,66.58
37.20,66.99
37.24,67.29
37.28,69.70
37.32,67.15
37.36,65.67
37.40,66.39
37.44,64.98
37.48,64.79
37.52,67.83
37.56,66.54
37.60,65.89
37.64,67.01
37.68,64.97
37.72,66.17
37.76,65.22
37.80,66.24
37.84,65.95
37.88,66.50
37.92,63.81
37.96,65.76
38.00,64.83
38.04,64.11
38.08,62.59
38.12,65.28
38.16,63.20
38.20,65.33
38.24,65.79
38.28,62.47
38.32,63.30
38.36,62.71
38.40,62.88
38.44,61.92
38.48,62.44
38.52,62.16
38.56,61.47
38.60,62.79
38.64,61.70
38.68,61.17
38.72,63.44
38.76,61.65
38.80,63.17
38.84,60.95
38.88,62.22
38.92,61.80
38.96,63.23
39.00,61.22
39.04,60.94
39.08,61.92
39.12,61.94
39.16,61.56
39.20,61.90
39.24,62.66
39.28,61.97
39.32,61.49
39.36,64.46
39.40,61.77
39.44,62.45
39.48,61.80
39.52,61.32
39.56,63.80
39.60,63.65
39.64,63.97
39.68,64.84
39.72,65.41
39.76,64.27
39.80,64.59
39.84,65.49
39.88,64.34
39.92,66.04
39.96,64.73
40.00,63.88
40.04,67.41
40.08,63.90
40.12,65.24
40.16,66.27
40.20,66.22
40.24,66.49
40.28,65.64
40.32,66.96
40.36,67.43
40.40,67.27
40.44,66.68
40.48,66.14
40.52,67.44
40.56,67.80
40.60,69.90
40.64,68.87
40.68,67.53
40.72,67.12
40.76,66.78
40.80,67.69
40.84,68.26
40.88,69.01
40.92,68.47
40.96,68.93
41.00,68.94
41.04,66.85
41.08,66.90
41.12,68.17
41.16,67.30
41.20,69.82
41.24,67.44
41.28,70.56
41.32,70.16
41.36,68.71
41.40,67.30
41.44,67.84
41.48,67.53
41.52,68.52
41.56,66.86
41.60,68.28
41.64,67.29
41.68,69.05
41.72,68.81
41.76,67.05
41.80,65.90
41.84,67.84
41.88,64.93
41.92,65.87
41.96,65.51
42.00,65.14
42.04,64.69
42.08,66.89
42.12,65.05
42.16,65.80
42.20,65.07
42.24,65.10
42.28,63.55
42.32,64.72
42.36,65.44
42.40,63.08
42.44,64.92
42.48,63.54
42.52,65.75
42.56,62.46
42.60,63.34
42.64,64.34
42.68,63.89
42.72,63.87
42.76,64.10
42.80,63.36
42.84,63.57
42.88,63.83
42.92,63.48
42.96,62.79
43.00,61.28
43.04,61.81
43.08,64.33
43.12,63.37
43.16,62.84
43.20,64.45
43.24,62.63
43.28,65.29
43.32,65.35
43.36,62.23
43.40,64.79
43.44,64.52
43.48,63.61
43.52,65.54
43.56,63.97
43.60,64.16
43.64,64.68
43.68,65.44
43.72,64.92
43.76,64.52
43.80,64.59
43.84,64.53
43.88,64.91
43.92,65.68
43.96,65.44
44.00,67.55
44.04,66.23
44.08,66.54
44.12,68.64
44.16,68.21
44.20,67.37
44.24,65.71
44.28,66.82
44.32,69.30
44.36,69.93
44.40,68.69
44.44,67.32
44.48,69.38
44.52,68.11
44.56,68.36
44.60,68.59
44.64,69.24
44.68,69.33
44.72,68.57
44.76,67.27
44.80,69.10
44.84,68.87
44.88,66.69
44.92,69.57
44.96,71.32
45.00,71.26
45.04,68.97
45.08,69.82
45.12,70.21
45.16,70.54
45.20,70.31
45.24,69.68
45.28,69.84
45.32,69.61
45.36,69.06
45.40,69.49
45.44,69.65
45.48,68.97
45.52,69.52
45.56,66.61
45.60,67.62
45.64,68.10
45.68,67.64
45.72,67.75
45.76,68.77
45.80,68.37
45.84,67.40
45.88,66.35
45.92,67.62
45.96,67.66
46.00,66.35
46.04,66.62
46.08,65.80
46.12,66.31
46.16,66.07
46.20,66.74
46.24,66.21
46.28,63.75
46.32,66.10
46.36,64.93
46.40,63.35
46.44,66.42
46.48,65.31
46.52,64.18
46.56,65.77
46.60,63.97
46.64,64.61
46.68,63.55
46.72,64.79
46.76,64.55
46.80,63.38
46.84,65.10
46.88,63.54
46.92,65.03
46.96,64.13
47.00,64.01
47.04,64.18
47.08,64.77
47.12,63.19
47.16,63.00
47.20,63.03
47.24,66.08
47.28,63.21
47.32,64.15
47.36,65.31
47.40,64.74
47.44,65.46
47.48,65.12
47.52,65.02
47.56,66.52
47.60,66.57
47.64,64.72
47.68,64.86
47.72,65.79
47.76,66.02
47.80,65.97
47.84,67.16
47.88,66.06
47.92,67.24
47.96,65.80
48.00,66.84
48.04,67.50
48.08,68.73
48.12,68.59
48.16,68.38
48.20,69.17
48.24,66.15
48.28,68.82
48.32,69.34
48.36,67.38
48.40,68.74
48.44,70.41
48.48,69.00
48.52,69.49
48.56,72.07
48.60,70.39
48.64,68.32
48.68,69.80
48.72,70.02
48.76,69.57
48.80,70.69
48.84,70.12
48.88,69.40
48.92,70.29
48.96,70.91
49.00,69.26
49.04,70.74
49.08,71.77
49.12,69.05
49.16,69.42
49.20,69.78
49.24,71.43
49.28,70.26
49.32,69.85
49.36,69.68
49.40,69.00
49.44,70.35
49.48,69.11
49.52,69.93
49.56,70.34
49.60,69.19
49.64,68.84
49.68,68.69
49.72,66.40
49.76,68.76
49.80,69.30
49.84,67.79
49.88,67.25
49.92,67.44
49.96,67.76
50.00,67.11
50.04,66.05
50.08,67.42
50.12,68.11
50.16,65.51
50.20,65.98
50.24,66.64
50.28,66.90
50.32,65.87
50.36,65.26
50.40,66.08
50.44,64.99
50.48,65.14
50.52,65.35
50.56,64.42
50.60,63.77
50.64,66.60
50.68,63.82
50.72,63.53
50.76,65.19
50.80,64.64
50.84,65.60
50.88,61.69
50.92,64.83
50.96,63.82
51.00,63.20
51.04,64.78
51.08,64.17
51.12,62.60
51.16,64.81
51.20,63.33
51.24,64.92
51.28,63.68
51.32,63.83
51.36,63.82
51.40,64.94
51.44,67.47
51.48,63.39
51.52,64.15
51.56,65.34
51.60,64.53
51.64,64.70
51.68,66.29
51.72,66.34
51.76,65.47
51.80,65.27
51.84,66.12
51.88,66.09
51.92,65.66
51.96,65.07
52.00,67.14
52.04,68.61
52.08,67.77
52.12,66.23
52.16,67.61
52.20,68.84
52.24,68.05
52.28,70.71
52.32,68.84
52.36,69.46
52.40,69.75
52.44,68.39
52.48,67.97
52.52,66.99
52.56,69.14
52.60,69.41
52.64,68.03
52.68,68.48
52.72,68.89
52.76,69.83
52.80,67.73
52.84,68.77
52.88,69.79
52.92,70.50
52.96,68.86
53.00,69.30
53.04,70.24
53.08,72.47
53.12,69.56
53.16,69.93
53.20,68.58
53.24,69.27
53.28,69.08
53.32,68.68
53.36,68.42
53.40,67.70
53.44,69.74
53.48,69.32
53.52,67.49
53.56,68.38
53.60,66.73
53.64,68.85
53.68,67.90
53.72,68.65
53.76,68.74
53.80,65.42
53.84,65.48
53.88,66.26
53.92,67.53
53.96,64.45
54.00,65.75
54.04,65.62
54.08,66.46
54.12,65.44
54.16,66.53
54.20,64.93
54.24,65.58
54.28,64.65
54.32,64.91
54.36,64.90
54.40,64.39
54.44,63.71
54.48,65.06
54.52,62.97
54.56,63.82
54.60,63.56
54.64,63.70
54.68,63.23
54.72,64.42
54.76,62.05
54.80,63.84
54.84,63.26
54.88,63.08
54.92,62.99
54.96,62.77
55.00,61.31
55.04,61.57
55.08,62.90
55.12,62.70
55.16,63.65
55.20,61.85
55.24,63.39
55.28,63.18
55.32,63.49
55.36,61.92
55.40,63.06
55.44,64.64
55.48,62.05
55.52,64.27
55.56,65.42
55.60,62.58
55.64,64.41
55.68,64.08
55.72,62.43
55.76,64.68
55.80,66.25
55.84,65.82
55.88,65.46
55.92,65.93
55.96,65.92
56.00,66.05
56.04,66.89
56.08,66.65
56.12,65.21
56.16,66.61
56.20,66.73
56.24,67.22
56.28,67.38
56.32,66.94
56.36,66.42
56.40,68.79
56.44,67.29
56.48,68.12
56.52,67.40
56.56,66.88
56.60,69.58
56.64,66.81
56.68,70.25
56.72,69.71
56.76,68.13
56.80,67.90
56.84,67.85
56.88,67.53
56.92,68.34
56.96,67.88
57.00,69.27
57.04,66.52
57.08,69.05
57.12,69.10
57.16,67.90
57.20,68.17
57.24,66.59
57.28,68.05
57.32,69.01
57.36,67.31
57.40,68.19
57.44,68.14
57.48,67.98
57.52,67.88
57.56,68.09
57.60,66.29
57.64,68.76
57.68,66.78
57.72,66.54
57.76,65.45
57.80,64.01
57.84,65.27
57.88,64.24
57.92,65.50
57.96,65.46
58.00,65.42
58.04,64.71
58.08,64.12
58.12,65.43
58.16,63.44
58.20,63.38
58.24,64.20
58.28,62.32
58.32,64.23
58.36,61.16
58.40,62.26
58.44,62.31
58.48,61.86
58.52,61.65
58.56,60.62
58.60,62.36
58.64,61.85
58.68,61.09
58.72,61.17
58.76,61.80
58.80,60.64
58.84,60.65
58.88,61.63
58.92,60.64
58.96,61.52
59.00,60.54
59.04,60.29
59.08,61.15
59.12,60.08
59.16,61.15
59.20,60.23
59.24,60.83
59.28,62.53
59.32,61.75
59.36,61.22
59.40,61.43
59.44,62.40
59.48,62.33
59.52,61.52
59.56,61.73
59.60,62.50
59.64,63.10
59.68,63.63
59.72,62.10
59.76,63.22
59.80,63.72
59.84,62.58
59.88,64.17
59.92,63.88
59.96,62.36
60.00,64.20
60.04,63.74
60.08,64.78
60.12,63.36
60.16,64.18
60.20,65.49
60.24,65.04
60.28,66.20
60.32,65.69
60.36,66.21
60.40,64.37
60.44,66.44
60.48,65.26
60.52,66.71
60.56,65.97
60.60,65.21
60.64,65.45
60.68,66.88
60.72,66.24
60.76,65.70
60.80,66.85
60.84,66.39
60.88,67.60
60.92,66.88
60.96,66.87
61.00,66.99
61.04,67.57
61.08,65.49
61.12,65.70
61.16,65.12
61.20,68.08
61.24,66.80
61.28,66.92
61.32,65.69
61.36,66.77
61.40,65.16
61.44,66.33
61.48,65.31
61.52,65.79
61.56,66.37
61.60,65.06
61.64,65.12
61.68,64.25
61.72,64.99
61.76,64.89
61.80,63.47
61.84,62.07
61.88,63.47
61.92,62.72
61.96,63.23
62.00,62.16
62.04,63.11
62.08,62.23
62.12,61.05
62.16,60.78
62.20,61.38
62.24,61.88
62.28,60.90
62.32,62.30
62.36,61.18
62.40,61.60
62.44,60.56
62.48,60.88
62.52,61.75
62.56,61.51
62.60,59.24
62.64,61.00
62.68,60.82
62.72,60.95
62.76,59.68
62.80,59.66
62.84,60.80
62.88,60.42
62.92,59.68
62.96,59.95
63.00,60.97
63.04,59.91
63.08,58.81
63.12,57.80
63.16,60.53
63.20,60.56
63.24,59.47
63.28,58.36
63.32,59.34
63.36,60.19
63.40,59.60
63.44,59.90
63.48,59.67
63.52,60.86
63.56,59.85
63.60,60.64
63.64,59.26
63.68,61.74
63.72,62.64
63.76,61.82
63.80,62.38
63.84,61.67
63.88,62.24
63.92,62.12
63.96,62.49
64.00,61.33
64.04,62.41
64.08,61.97
64.12,61.47
64.16,63.26
64.20,62.79
64.24,61.73
64.28,63.03
64.32,65.21
64.36,62.80
64.40,62.38
64.44,63.66
64.48,62.89
64.52,64.29
64.56,63.14
64.60,63.84
64.64,64.70
64.68,64.45
64.72,64.96
64.76,63.94
64.80,65.00
64.84,64.99
64.88,65.39
64.92,63.90
64.96,65.91
65.00,65.87
65.04,64.70
65.08,64.38
65.12,65.41
65.16,64.48
65.20,64.94
65.24,64.04
65.28,64.04
65.32,64.04
65.36,65.18
65.40,63.27
65.44,64.69
65.48,64.21
65.52,62.67
65.56,63.43
65.60,61.39
65.64,61.53
65.68,61.85
65.72,64.11
65.76,62.04
65.80,63.81
65.84,61.28
65.88,60.41
65.92,62.46
65.96,61.73
66.00,60.68
66.04,61.50
66.08,62.27
66.12,61.51
66.16,60.94
66.20,59.05
66.24,61.07
66.28,61.16
66.32,60.12
66.36,60.67
66.40,58.96
66.44,60.38
66.48,58.37
66.52,58.14
66.56,56.50
66.60,57.30
66.64,58.83
66.68,58.07
66.72,58.03
66.76,58.02
66.80,58.70
66.84,59.58
66.88,56.38
66.92,59.58
66.96,56.56
67.00,57.79
67.04,58.27
67.08,58.27
67.12,59.01
67.16,58.56
67.20,59.26
67.24,59.52
67.28,58.36
67.32,57.96
67.36,57.08
67.40,58.08
67.44,58.94
67.48,59.45
67.52,58.92
67.56,59.31
67.60,60.62
67.64,58.52
67.68,59.20
67.72,59.84
67.76,59.16
67.80,58.89
67.84,60.08
67.88,60.82
67.92,60.08
67.96,60.85
68.00,61.79
68.04,61.34
68.08,63.01
68.12,61.44
68.16,61.92
68.20,61.12
68.24,61.33
68.28,61.70
68.32,63.62
68.36,62.31
68.40,62.66
68.44,62.83
68.48,63.76
68.52,61.88
68.56,62.40
68.60,61.97
68.64,64.23
68.68,64.08
68.72,62.92
68.76,62.84
68.80,64.62
68.84,64.52
68.88,63.83
68.92,63.55
68.96,63.87
69.00,63.88
69.04,63.08
69.08,64.79
69.12,65.14
69.16,64.22
69.20,63.18
69.24,63.31
69.28,62.03
