# SIMULARE — semnal generat de genereaza_simulare.py, nu inregistrat. Rol: control pozitiv pentru validarea lantului de analiza.
t_s,ch1_o1,ch2_fp1,bpm,eticheta,calitate,simulat
0.1920,-27.371,-8.120,69.00,repaus,bun,1
0.1960,-42.194,-20.767,67.16,repaus,bun,1
0.2000,-23.724,-4.750,68.57,repaus,bun,1
0.2040,-2.599,6.923,68.02,repaus,bun,1
0.2080,-5.308,-1.636,66.58,repaus,bun,1
0.2120,-5.788,-16.774,67.53,repaus,bun,1
0.2160,-11.433,-30.522,65.60,repaus,bun,1
0.2200,5.586,-12.274,67.70,repaus,bun,1
0.2240,22.449,6.104,67.78,repaus,bun,1
0.2280,26.408,-4.656,66.98,repaus,bun,1
0.2320,14.452,-12.849,66.40,repaus,bun,1
0.2360,-0.465,-8.979,66.42,repaus,bun,1
0.2400,6.095,7.768,66.98,repaus,bun,1
0.2440,14.126,32.306,68.10,repaus,bun,1
0.2480,1.356,29.534,68.32,repaus,bun,1
0.2520,-8.314,25.017,68.32,repaus,bun,1
0.2560,-21.429,11.124,66.77,repaus,bun,1
0.2600,-7.331,25.474,67.93,repaus,bun,1
0.2640,3.550,38.617,67.96,repaus,bun,1
0.2680,-5.855,19.994,68.50,repaus,bun,1
0.2720,-17.943,5.915,66.98,repaus,bun,1
0.2760,-32.481,-8.498,67.75,repaus,bun,1
0.2800,-20.634,7.112,68.56,repaus,bun,1
0.2840,-9.908,23.883,67.01,repaus,bun,1
0.2880,-22.900,16.502,69.01,repaus,bun,1
0.2920,-29.887,10.060,68.68,repaus,bun,1
0.2960,-45.871,-6.633,67.18,repaus,bun,1
0.3000,-25.585,10.216,67.50,repaus,bun,1
0.3040,-8.895,27.301,67.03,repaus,bun,1
0.3080,-15.147,11.442,66.85,repaus,bun,1
0.3120,-18.094,1.085,67.39,repaus,bun,1
0.3160,-26.737,-18.217,67.01,repaus,bun,1
0.3200,-1.552,-0.707,68.89,repaus,bun,1
0.3240,18.974,10.622,69.98,repaus,bun,1
0.3280,11.330,-0.104,67.82,repaus,bun,1
0.3320,5.634,-12.947,68.00,repaus,bun,1
0.3360,0.434,-17.357,66.94,repaus,bun,1
0.3400,15.665,-0.161,67.29,repaus,bun,1
0.3440,30.787,20.029,68.73,repaus,bun,1
0.3480,16.903,7.623,67.90,repaus,bun,1
0.3520,3.099,-2.388,69.18,repaus,bun,1
0.3560,-12.307,-22.378,66.38,repaus,bun,1
0.3600,-3.251,4.677,67.00,repaus,bun,1
0.3640,9.769,16.425,67.09,repaus,bun,1
0.3680,-1.179,-4.342,66.95,repaus,bun,1
0.3720,-9.235,-20.163,67.85,repaus,bun,1
0.3760,-16.395,-29.401,68.53,repaus,bun,1
0.3800,-10.091,-15.309,69.43,repaus,bun,1
0.3840,-1.631,-1.976,68.81,repaus,bun,1
0.3880,-14.590,-5.435,69.35,repaus,bun,1
0.3920,-20.124,-13.969,69.90,repaus,bun,1
0.3960,-24.253,-22.797,67.32,repaus,bun,1
0.4000,-15.292,1.267,66.76,repaus,bun,1
0.4040,-3.605,19.781,67.79,repaus,bun,1
0.4080,-8.626,9.690,69.41,repaus,bun,1
0.4120,-14.643,6.471,69.01,repaus,bun,1
0.4160,-24.776,-7.309,67.82,repaus,bun,1
0.4200,1.302,-0.377,67.64,repaus,bun,1
0.4240,19.490,19.120,68.94,repaus,bun,1
0.4280,17.857,4.053,68.62,repaus,bun,1
0.4320,13.234,1.755,68.15,repaus,bun,1
0.4360,10.583,-13.434,67.32,repaus,bun,1
0.4400,27.966,6.074,69.26,repaus,bun,1
0.4440,34.602,29.966,68.05,repaus,bun,1
0.4480,23.738,13.328,68.92,repaus,bun,1
0.4520,9.732,12.696,67.72,repaus,bun,1
0.4560,-3.259,-3.350,68.92,repaus,bun,1
0.4600,1.086,15.394,67.99,repaus,bun,1
0.4640,12.005,36.876,66.32,repaus,bun,1
0.4680,3.086,9.119,68.62,repaus,bun,1
0.4720,-14.367,-7.080,69.81,repaus,bun,1
0.4760,-17.704,-19.286,67.39,repaus,bun,1
0.4800,-5.609,-12.844,67.61,repaus,bun,1
0.4840,12.257,6.370,66.86,repaus,bun,1
0.4880,-1.621,-7.639,67.76,repaus,bun,1
0.4920,-7.489,-17.495,68.54,repaus,bun,1
0.4960,-13.498,-33.845,66.68,repaus,bun,1
0.5000,5.839,-15.134,68.86,repaus,bun,1
0.5040,22.998,3.390,70.21,repaus,bun,1
0.5080,14.647,-10.647,69.44,repaus,bun,1
0.5120,5.986,-13.403,67.56,repaus,bun,1
0.5160,-4.795,-24.688,68.39,repaus,bun,1
0.5200,13.418,-10.557,68.38,repaus,bun,1
0.5240,35.316,6.796,68.50,repaus,bun,1
0.5280,34.696,-1.464,67.93,repaus,bun,1
0.5320,28.972,-11.949,67.49,repaus,bun,1
0.5360,21.550,-25.136,67.60,repaus,bun,1
0.5400,36.424,-15.596,67.11,repaus,bun,1
0.5440,43.306,10.771,69.83,repaus,bun,1
0.5480,27.919,1.460,68.72,repaus,bun,1
0.5520,11.467,-12.796,69.01,repaus,bun,1
0.5560,-1.373,-12.279,70.37,repaus,bun,1
0.5600,6.388,2.071,69.08,repaus,bun,1
0.5640,16.536,25.006,67.19,repaus,bun,1
0.5680,-0.534,18.326,68.38,repaus,bun,1
0.5720,-19.371,4.374,68.74,repaus,bun,1
0.5760,-28.619,-6.556,68.37,repaus,bun,1
0.5800,-22.816,0.295,70.50,repaus,bun,1
0.5840,-6.775,10.565,68.97,repaus,bun,1
0.5880,-13.768,2.693,68.42,repaus,bun,1
0.5920,-11.629,-4.471,68.55,repaus,bun,1
0.5960,-21.727,-22.362,68.56,repaus,bun,1
0.6000,-4.515,-9.291,67.10,repaus,bun,1
0.6040,15.024,11.953,69.38,repaus,bun,1
0.6080,5.493,5.157,68.85,repaus,bun,1
0.6120,-7.235,-4.529,67.48,repaus,bun,1
0.6160,-8.266,-7.335,70.59,repaus,bun,1
0.6200,11.268,19.209,70.03,repaus,bun,1
0.6240,19.229,33.848,69.76,repaus,bun,1
0.6280,12.384,16.987,69.70,repaus,bun,1
0.6320,7.723,3.842,69.77,repaus,bun,1
0.6360,1.814,-15.332,70.01,repaus,bun,1
0.6400,18.725,5.637,68.90,repaus,bun,1
0.6440,36.623,23.743,68.91,repaus,bun,1
0.6480,20.209,11.529,67.21,repaus,bun,1
0.6520,6.705,0.421,69.37,repaus,bun,1
0.6560,-9.110,-15.128,68.73,repaus,bun,1
0.6600,5.379,7.503,67.86,repaus,bun,1
0.6640,12.782,21.674,67.50,repaus,bun,1
0.6680,-4.144,9.210,70.04,repaus,bun,1
0.6720,-18.502,-10.227,68.21,repaus,bun,1
0.6760,-29.569,-27.512,69.18,repaus,bun,1
0.6800,-14.353,-8.922,67.07,repaus,bun,1
0.6840,4.603,6.947,68.39,repaus,bun,1
0.6880,-4.474,-10.474,68.42,repaus,bun,1
0.6920,-9.092,-22.313,68.66,repaus,bun,1
0.6960,-7.015,-40.795,68.98,repaus,bun,1
0.7000,13.099,-14.722,68.98,repaus,bun,1
0.7040,33.963,3.866,67.42,repaus,bun,1
0.7080,21.560,-1.805,69.78,repaus,bun,1
0.7120,19.711,-5.422,70.15,repaus,bun,1
0.7160,13.668,-18.060,68.79,repaus,bun,1
0.7200,22.676,4.752,68.48,repaus,bun,1
0.7240,37.466,22.180,69.96,repaus,bun,1
0.7280,30.817,14.294,69.60,repaus,bun,1
0.7320,23.751,5.290,69.93,repaus,bun,1
0.7360,9.789,-2.341,68.28,repaus,bun,1
0.7400,24.082,11.541,69.00,repaus,bun,1
0.7440,34.012,25.617,69.83,repaus,bun,1
0.7480,26.717,18.656,68.35,repaus,bun,1
0.7520,17.212,2.298,71.45,repaus,bun,1
0.7560,6.148,-6.685,69.79,repaus,bun,1
0.7600,17.973,12.730,70.28,repaus,bun,1
0.7640,28.266,34.904,68.40,repaus,bun,1
0.7680,16.213,20.261,70.40,repaus,bun,1
0.7720,-6.284,13.400,70.10,repaus,bun,1
0.7760,-16.724,3.067,67.43,repaus,bun,1
0.7800,-3.002,24.426,68.34,repaus,bun,1
0.7840,12.585,35.067,68.67,repaus,bun,1
0.7880,11.508,20.454,69.96,repaus,bun,1
0.7920,10.226,3.515,69.11,repaus,bun,1
0.7960,11.674,-14.930,68.56,repaus,bun,1
0.8000,33.697,-2.990,68.50,repaus,bun,1
0.8040,55.111,22.312,69.80,repaus,bun,1
0.8080,41.675,8.841,68.85,repaus,bun,1
0.8120,34.226,1.637,68.92,repaus,bun,1
0.8160,29.189,-18.923,69.67,repaus,bun,1
0.8200,45.680,1.929,69.27,repaus,bun,1
0.8240,59.493,26.519,69.74,repaus,bun,1
0.8280,44.337,15.119,70.64,repaus,bun,1
0.8320,35.047,15.222,67.83,repaus,bun,1
0.8360,30.758,-2.117,70.48,repaus,bun,1
0.8400,48.167,9.807,68.70,repaus,bun,1
0.8440,57.384,20.312,68.73,repaus,bun,1
0.8480,42.571,1.923,69.50,repaus,bun,1
0.8520,28.740,-2.728,69.27,repaus,bun,1
0.8560,10.102,-16.315,69.46,repaus,bun,1
0.8600,23.356,-2.682,69.56,repaus,bun,1
0.8640,30.980,16.565,67.74,repaus,bun,1
0.8680,20.532,2.406,70.73,repaus,bun,1
0.8720,4.958,-14.163,69.50,repaus,bun,1
0.8760,-7.947,-14.751,69.00,repaus,bun,1
0.8800,-1.216,7.483,70.16,repaus,bun,1
0.8840,8.644,29.143,68.80,repaus,bun,1
0.8880,1.959,10.952,70.47,repaus,bun,1
0.8920,-2.712,0.365,69.91,repaus,bun,1
0.8960,-9.412,-4.516,69.43,repaus,bun,1
0.9000,10.110,9.879,70.35,repaus,bun,1
0.9040,32.568,21.317,70.00,repaus,bun,1
0.9080,29.292,12.616,68.70,repaus,bun,1
0.9120,20.535,7.356,71.15,repaus,bun,1
0.9160,10.806,-1.827,69.02,repaus,bun,1
0.9200,23.648,19.946,70.16,repaus,bun,1
0.9240,36.689,38.737,70.91,repaus,bun,1
0.9280,28.176,32.666,69.10,repaus,bun,1
0.9320,12.285,28.033,69.55,repaus,bun,1
0.9360,-2.013,19.558,68.64,repaus,bun,1
0.9400,12.117,26.526,69.01,repaus,bun,1
0.9440,20.380,44.096,69.55,repaus,bun,1
0.9480,14.398,25.260,69.71,repaus,bun,1
0.9520,-2.918,6.824,70.44,repaus,bun,1
0.9560,-14.847,-7.053,69.47,repaus,bun,1
0.9600,-4.195,9.806,68.91,repaus,bun,1
0.9640,14.312,22.923,70.65,repaus,bun,1
0.9680,-6.530,9.366,71.12,repaus,bun,1
0.9720,-19.081,6.132,71.04,repaus,bun,1
0.9760,-29.318,-1.075,67.57,repaus,bun,1
0.9800,-8.905,9.192,70.09,repaus,bun,1
0.9840,13.007,25.942,71.48,repaus,bun,1
0.9880,3.363,13.771,69.73,repaus,bun,1
0.9920,0.775,-7.227,69.79,repaus,bun,1
0.9960,-8.143,-13.023,69.73,repaus,bun,1
1.0000,24.418,-0.627,68.92,repaus,bun,1
1.0040,34.907,16.151,70.77,repaus,bun,1
1.0080,32.520,0.226,70.10,repaus,bun,1
1.0120,25.710,-11.959,69.26,repaus,bun,1
1.0160,20.622,-23.141,70.61,repaus,bun,1
1.0200,31.674,1.051,70.07,repaus,bun,1
1.0240,48.648,19.262,69.74,repaus,bun,1
1.0280,39.006,6.903,68.45,repaus,bun,1
1.0320,25.856,1.173,70.17,repaus,bun,1
1.0360,5.681,-10.925,70.66,repaus,bun,1
1.0400,14.126,10.799,69.11,repaus,bun,1
1.0440,22.757,26.206,69.60,repaus,bun,1
1.0480,17.290,10.892,70.39,repaus,bun,1
1.0520,-0.472,-6.968,69.99,repaus,bun,1
1.0560,-9.011,-19.168,70.60,repaus,bun,1
1.0600,2.190,-5.630,70.07,repaus,bun,1
1.0640,6.588,12.425,70.08,repaus,bun,1
1.0680,-1.359,5.700,71.80,repaus,bun,1
1.0720,-6.853,-4.906,70.03,repaus,bun,1
1.0760,-17.177,-20.500,69.13,repaus,bun,1
1.0800,-10.011,9.895,69.38,repaus,bun,1
1.0840,6.475,28.943,69.21,repaus,bun,1
1.0880,-4.544,19.171,70.45,repaus,bun,1
1.0920,-10.098,12.019,68.76,repaus,bun,1
1.0960,-11.294,-2.405,69.69,repaus,bun,1
1.1000,0.741,17.125,71.08,repaus,bun,1
1.1040,19.625,42.537,68.69,repaus,bun,1
1.1080,18.017,28.642,70.04,repaus,bun,1
1.1120,11.282,13.432,70.34,repaus,bun,1
1.1160,11.603,-0.023,68.60,repaus,bun,1
1.1200,35.114,17.028,69.85,repaus,bun,1
1.1240,50.135,37.312,68.61,repaus,bun,1
1.1280,31.970,25.034,69.30,repaus,bun,1
1.1320,23.458,16.326,71.59,repaus,bun,1
1.1360,2.506,10.351,70.06,repaus,bun,1
1.1400,17.711,24.360,70.58,repaus,bun,1
1.1440,21.373,46.554,69.30,repaus,bun,1
1.1480,7.865,24.161,68.84,repaus,bun,1
1.1520,-5.992,15.275,69.62,repaus,bun,1
1.1560,-14.220,-2.087,66.94,repaus,bun,1
1.1600,1.568,12.216,70.01,repaus,bun,1
1.1640,15.914,21.268,70.36,repaus,bun,1
1.1680,3.872,0.679,70.16,repaus,bun,1
1.1720,-3.461,-8.057,70.10,repaus,bun,1
1.1760,-9.305,-18.258,69.58,repaus,bun,1
1.1800,4.529,-1.184,69.18,repaus,bun,1
1.1840,19.401,16.929,69.71,repaus,bun,1
1.1880,13.230,2.927,67.19,repaus,bun,1
1.1920,4.740,-8.762,70.36,repaus,bun,1
1.1960,-0.373,-16.073,70.02,repaus,bun,1
1.2000,15.286,6.825,69.60,repaus,bun,1
1.2040,31.943,24.599,69.10,repaus,bun,1
1.2080,26.160,12.555,68.49,repaus,bun,1
1.2120,19.985,-0.461,69.31,repaus,bun,1
1.2160,11.301,-15.768,69.57,repaus,bun,1
1.2200,26.443,1.298,69.68,repaus,bun,1
1.2240,46.732,20.813,68.24,repaus,bun,1
1.2280,40.167,12.951,69.33,repaus,bun,1
1.2320,20.525,8.813,68.69,repaus,bun,1
1.2360,2.859,-2.262,69.18,repaus,bun,1
1.2400,11.905,18.348,70.17,repaus,bun,1
1.2440,23.597,30.508,70.05,repaus,bun,1
1.2480,6.864,19.038,70.57,repaus,bun,1
1.2520,-6.616,11.180,69.29,repaus,bun,1
1.2560,-20.268,5.382,70.63,repaus,bun,1
1.2600,-7.501,22.214,69.75,repaus,bun,1
1.2640,-3.990,29.980,70.76,repaus,bun,1
1.2680,-14.334,14.270,69.59,repaus,bun,1
1.2720,-17.002,-1.407,70.78,repaus,bun,1
1.2760,-22.171,-14.557,69.16,repaus,bun,1
1.2800,-0.851,3.409,69.52,repaus,bun,1
1.2840,17.107,24.563,69.55,repaus,bun,1
1.2880,7.580,3.785,70.15,repaus,bun,1
1.2920,7.195,-0.255,68.88,repaus,bun,1
1.2960,-0.146,-0.351,69.51,repaus,bun,1
1.3000,16.130,22.018,69.62,repaus,bun,1
1.3040,28.268,38.270,69.79,repaus,bun,1
1.3080,23.291,24.519,68.12,repaus,bun,1
1.3120,13.473,10.903,68.06,repaus,bun,1
1.3160,5.494,-8.281,69.13,repaus,bun,1
1.3200,21.899,-0.078,69.95,repaus,bun,1
1.3240,38.939,17.454,69.80,repaus,bun,1
1.3280,26.564,10.863,68.80,repaus,bun,1
1.3320,13.561,0.346,68.61,repaus,bun,1
1.3360,8.511,-7.320,67.84,repaus,bun,1
1.3400,18.058,9.324,71.37,repaus,bun,1
1.3440,27.134,27.848,70.50,repaus,bun,1
1.3480,4.994,16.013,69.79,repaus,bun,1
1.3520,-6.763,-8.078,68.82,repaus,bun,1
1.3560,-20.272,-13.061,70.47,repaus,bun,1
1.3600,-1.523,7.523,69.44,repaus,bun,1
1.3640,13.372,22.103,69.37,repaus,bun,1
1.3680,4.025,5.120,68.73,repaus,bun,1
1.3720,-3.639,-4.024,69.68,repaus,bun,1
1.3760,-16.188,-19.218,69.43,repaus,bun,1
1.3800,10.093,-1.229,72.14,repaus,bun,1
1.3840,22.841,7.622,66.52,repaus,bun,1
1.3880,14.736,-10.223,68.38,repaus,bun,1
1.3920,7.490,-10.496,70.10,repaus,bun,1
1.3960,0.826,-16.316,70.06,repaus,bun,1
1.4000,13.528,15.454,68.90,repaus,bun,1
1.4040,26.792,36.776,69.69,repaus,bun,1
1.4080,20.329,27.377,68.46,repaus,bun,1
1.4120,17.085,21.086,68.42,repaus,bun,1
1.4160,3.523,-0.553,68.57,repaus,bun,1
1.4200,19.920,17.576,69.55,repaus,bun,1
1.4240,34.633,30.039,70.20,repaus,bun,1
1.4280,21.819,18.831,68.99,repaus,bun,1
1.4320,9.372,5.417,70.37,repaus,bun,1
1.4360,-3.236,-6.806,70.33,repaus,bun,1
1.4400,4.536,7.977,70.44,repaus,bun,1
1.4440,9.008,27.983,69.18,repaus,bun,1
1.4480,0.762,14.435,67.90,repaus,bun,1
1.4520,-9.143,8.643,70.01,repaus,bun,1
1.4560,-18.073,-7.776,69.06,repaus,bun,1
1.4600,-6.181,10.675,69.05,repaus,bun,1
1.4640,8.032,30.820,67.99,repaus,bun,1
1.4680,1.573,11.417,68.98,repaus,bun,1
1.4720,-1.541,-7.047,70.11,repaus,bun,1
1.4760,-9.577,-22.879,68.95,repaus,bun,1
1.4800,11.187,-14.832,67.49,repaus,bun,1
1.4840,35.113,1.713,68.91,repaus,bun,1
1.4880,30.434,-4.824,68.93,repaus,bun,1
1.4920,27.811,-20.604,67.84,repaus,bun,1
1.4960,23.115,-31.635,70.05,repaus,bun,1
1.5000,38.412,-8.842,69.27,repaus,bun,1
1.5040,49.005,12.190,69.39,repaus,bun,1
1.5080,32.714,3.929,69.52,repaus,bun,1
1.5120,14.200,-8.465,69.26,repaus,bun,1
1.5160,7.878,-14.159,70.53,repaus,bun,1
1.5200,25.302,-2.108,68.10,repaus,bun,1
1.5240,37.578,11.712,68.87,repaus,bun,1
1.5280,24.993,-1.898,69.09,repaus,bun,1
1.5320,16.327,-12.395,68.71,repaus,bun,1
1.5360,5.184,-33.251,68.45,repaus,bun,1
1.5400,16.035,-14.138,69.48,repaus,bun,1
1.5440,29.886,6.673,68.76,repaus,bun,1
1.5480,6.925,-12.161,69.64,repaus,bun,1
1.5520,-2.570,-10.324,68.62,repaus,bun,1
1.5560,-14.799,-14.193,69.98,repaus,bun,1
1.5600,-2.801,-1.827,67.91,repaus,bun,1
1.5640,7.937,16.405,68.98,repaus,bun,1
1.5680,-0.337,3.065,67.02,repaus,bun,1
1.5720,-4.961,-6.004,69.62,repaus,bun,1
1.5760,-19.330,-17.569,69.42,repaus,bun,1
1.5800,4.182,-3.737,69.14,repaus,bun,1
1.5840,18.937,12.106,69.12,repaus,bun,1
1.5880,8.832,5.748,69.80,repaus,bun,1
1.5920,9.687,-4.801,68.67,repaus,bun,1
1.5960,2.221,-15.172,69.03,repaus,bun,1
1.6000,17.055,6.674,69.54,repaus,bun,1
1.6040,31.739,31.215,69.84,repaus,bun,1
1.6080,19.103,16.024,70.53,repaus,bun,1
1.6120,13.702,6.607,70.76,repaus,bun,1
1.6160,-3.162,-5.430,69.66,repaus,bun,1
1.6200,10.656,14.504,69.59,repaus,bun,1
1.6240,25.312,35.303,68.69,repaus,bun,1
1.6280,10.085,17.107,68.49,repaus,bun,1
1.6320,-5.527,6.004,68.32,repaus,bun,1
1.6360,-19.268,-10.185,68.53,repaus,bun,1
1.6400,-4.806,6.943,67.83,repaus,bun,1
1.6440,9.107,19.526,67.79,repaus,bun,1
1.6480,0.657,2.483,69.11,repaus,bun,1
1.6520,-8.407,-10.762,68.41,repaus,bun,1
1.6560,-18.776,-20.770,67.81,repaus,bun,1
1.6600,-7.713,-0.431,68.42,repaus,bun,1
1.6640,7.349,20.267,69.36,repaus,bun,1
1.6680,-6.633,3.309,67.40,repaus,bun,1
1.6720,-17.417,-15.641,69.79,repaus,bun,1
1.6760,-15.750,-26.317,69.09,repaus,bun,1
1.6800,3.075,-6.241,68.29,repaus,bun,1
1.6840,21.414,6.705,68.23,repaus,bun,1
1.6880,24.446,-7.417,70.57,repaus,bun,1
1.6920,15.849,-23.868,69.03,repaus,bun,1
1.6960,11.277,-35.409,69.08,repaus,bun,1
1.7000,25.622,-16.025,67.50,repaus,bun,1
1.7040,40.733,7.756,69.01,repaus,bun,1
1.7080,24.412,2.016,68.37,repaus,bun,1
1.7120,16.104,0.100,69.62,repaus,bun,1
1.7160,1.334,-9.027,68.59,repaus,bun,1
1.7200,10.296,12.061,66.97,repaus,bun,1
1.7240,22.246,31.186,69.00,repaus,bun,1
1.7280,6.399,26.162,69.16,repaus,bun,1
1.7320,-12.482,13.948,67.90,repaus,bun,1
1.7360,-25.778,-0.195,68.46,repaus,bun,1
1.7400,-16.406,13.343,69.97,repaus,bun,1
1.7440,-0.462,28.460,68.55,repaus,bun,1
1.7480,-8.400,11.394,68.47,repaus,bun,1
1.7520,-14.136,6.118,67.21,repaus,bun,1
1.7560,-25.204,-7.518,67.87,repaus,bun,1
1.7600,-16.287,8.825,66.68,repaus,bun,1
1.7640,-8.355,31.050,65.99,repaus,bun,1
1.7680,-19.165,18.594,67.04,repaus,bun,1
1.7720,-24.746,4.155,68.22,repaus,bun,1
1.7760,-34.573,-2.500,66.35,repaus,bun,1
1.7800,-14.802,12.208,69.28,repaus,bun,1
1.7840,4.943,35.288,68.87,repaus,bun,1
1.7880,7.428,22.774,68.53,repaus,bun,1
1.7920,5.751,-0.806,67.09,repaus,bun,1
1.7960,-4.540,-15.714,67.47,repaus,bun,1
1.8000,21.435,3.476,69.25,repaus,bun,1
1.8040,29.364,18.080,68.94,repaus,bun,1
1.8080,20.794,2.345,67.95,repaus,bun,1
1.8120,14.697,-5.054,67.89,repaus,bun,1
1.8160,5.674,-15.751,68.16,repaus,bun,1
1.8200,14.887,1.493,65.61,repaus,bun,1
1.8240,20.009,25.227,68.42,repaus,bun,1
1.8280,4.948,14.097,69.34,repaus,bun,1
1.8320,-12.761,-1.126,69.25,repaus,bun,1
1.8360,-23.713,-20.435,69.16,repaus,bun,1
1.8400,-9.585,-6.431,68.88,repaus,bun,1
1.8440,6.335,7.055,68.15,repaus,bun,1
1.8480,-6.728,-12.362,67.51,repaus,bun,1
1.8520,-16.627,-21.566,67.89,repaus,bun,1
1.8560,-16.975,-38.105,66.64,repaus,bun,1
1.8600,5.205,-17.559,67.74,repaus,bun,1
1.8640,11.566,5.635,69.16,repaus,bun,1
1.8680,2.093,-10.174,68.61,repaus,bun,1
1.8720,-10.216,-20.965,68.40,repaus,bun,1
1.8760,-19.555,-24.267,67.28,repaus,bun,1
1.8800,-0.707,0.769,68.44,repaus,bun,1
1.8840,15.473,18.162,67.03,repaus,bun,1
1.8880,5.573,12.146,67.87,repaus,bun,1
1.8920,0.398,1.209,66.49,repaus,bun,1
1.8960,-5.000,-10.089,67.89,repaus,bun,1
1.9000,14.467,4.386,69.10,repaus,bun,1
1.9040,30.588,23.004,67.41,repaus,bun,1
1.9080,16.314,7.756,67.73,repaus,bun,1
1.9120,5.194,-1.893,65.87,repaus,bun,1
1.9160,-7.188,-11.780,68.84,repaus,bun,1
1.9200,6.456,6.379,67.52,repaus,bun,1
1.9240,10.404,30.148,66.35,repaus,bun,1
1.9280,-8.033,18.123,67.37,repaus,bun,1
1.9320,-23.897,9.117,65.81,repaus,bun,1
1.9360,-32.772,-10.771,68.51,repaus,bun,1
1.9400,-20.322,6.888,66.70,repaus,bun,1
1.9440,-10.839,16.542,68.50,repaus,bun,1
1.9480,-26.335,-1.886,67.60,repaus,bun,1
1.9520,-20.229,-15.480,67.26,repaus,bun,1
1.9560,-27.947,-30.050,66.64,repaus,bun,1
1.9600,-13.676,-15.034,67.24,repaus,bun,1
1.9640,11.569,0.702,66.48,repaus,bun,1
1.9680,2.918,-6.917,66.69,repaus,bun,1
1.9720,2.662,-29.704,67.39,repaus,bun,1
1.9760,1.186,-35.362,69.22,repaus,bun,1
1.9800,18.500,-5.429,66.91,repaus,bun,1
1.9840,27.592,21.827,67.31,repaus,bun,1
1.9880,21.419,-2.873,67.44,repaus,bun,1
1.9920,16.243,-13.740,67.48,repaus,bun,1
1.9960,4.499,-37.145,66.78,repaus,bun,1
2.0000,24.362,-10.349,69.21,repaus,bun,1
2.0040,41.800,2.223,68.06,repaus,bun,1
2.0080,24.747,-18.322,67.33,repaus,bun,1
2.0120,15.179,-36.694,66.55,repaus,bun,1
2.0160,-2.386,-39.623,67.18,repaus,bun,1
2.0200,9.406,-18.693,66.28,repaus,bun,1
2.0240,21.044,-5.043,67.18,repaus,bun,1
2.0280,8.126,-13.289,66.53,repaus,bun,1
2.0320,-15.858,-22.662,67.56,repaus,bun,1
2.0360,-31.200,-36.282,66.27,repaus,bun,1
2.0400,-17.566,-13.890,67.90,repaus,bun,1
2.0440,-2.268,7.741,68.00,repaus,bun,1
2.0480,-9.838,-6.930,66.84,repaus,bun,1
2.0520,-23.075,-19.392,66.60,repaus,bun,1
2.0560,-25.648,-37.965,67.06,repaus,bun,1
