# SIMULARE — semnal generat de genereaza_simulare.py, nu inregistrat. Rol: control pozitiv pentru validarea lantului de analiza.
t_s,bpm
5.16,76.44
5.20,77.50
5.24,77.74
5.28,75.12
5.32,76.89
5.36,76.39
5.40,77.38
5.44,75.87
5.48,76.51
5.52,75.02
5.56,76.06
5.60,74.96
5.64,74.99
5.68,78.11
5.72,75.49
5.76,73.88
5.80,75.43
5.84,76.18
5.88,74.48
5.92,74.98
5.96,73.83
6.00,75.13
6.04,74.56
6.08,74.57
6.12,72.55
6.16,73.99
6.20,74.03
6.24,72.62
6.28,73.55
6.32,73.47
6.36,73.51
6.40,73.12
6.44,71.68
6.48,72.30
6.52,72.91
6.56,73.03
6.60,71.86
6.64,72.47
6.68,70.99
6.72,70.23
6.76,71.91
6.80,72.09
6.84,71.77
6.88,70.77
6.92,70.53
6.96,71.50
7.00,69.79
7.04,71.09
7.08,71.55
7.12,71.09
7.16,71.11
7.20,71.19
7.24,72.51
7.28,74.22
7.32,72.11
7.36,71.23
7.40,71.70
7.44,72.77
7.48,73.46
7.52,72.27
7.56,72.01
7.60,73.04
7.64,71.03
7.68,72.62
7.72,73.20
7.76,72.09
7.80,72.88
7.84,72.72
7.88,75.95
7.92,74.48
7.96,73.77
8.00,74.50
8.04,75.55
8.08,75.93
8.12,76.23
8.16,75.88
8.20,76.13
8.24,76.61
8.28,75.76
8.32,76.34
8.36,77.56
8.40,76.73
8.44,76.14
8.48,76.99
8.52,77.68
8.56,76.37
8.60,77.58
8.64,78.31
8.68,78.19
8.72,77.34
8.76,78.07
8.80,77.17
8.84,77.08
8.88,78.21
8.92,78.72
8.96,78.31
9.00,77.04
9.04,77.44
9.08,78.71
9.12,78.14
9.16,78.67
9.20,76.79
9.24,77.69
9.28,76.19
9.32,77.81
9.36,78.20
9.40,77.50
9.44,77.27
9.48,77.15
9.52,76.14
9.56,75.23
9.60,76.24
9.64,77.04
9.68,76.18
9.72,75.15
9.76,75.24
9.80,77.65
9.84,75.72
9.88,75.38
9.92,74.97
9.96,74.39
10.00,74.54
10.04,74.06
10.08,74.28
10.12,74.01
10.16,74.59
10.20,74.19
10.24,75.22
10.28,73.46
10.32,71.70
10.36,73.81
10.40,73.16
10.44,72.23
10.48,71.38
10.52,71.58
10.56,72.35
10.60,73.27
10.64,71.75
10.68,72.50
10.72,72.20
10.76,72.37
10.80,71.47
10.84,71.46
10.88,73.32
10.92,73.22
10.96,72.24
11.00,71.04
11.04,71.09
11.08,72.65
11.12,72.48
11.16,72.72
11.20,72.04
11.24,72.54
11.28,70.26
11.32,72.27
11.36,72.03
11.40,71.35
11.44,72.52
11.48,72.96
11.52,71.98
11.56,73.15
11.60,72.19
11.64,73.56
11.68,72.82
11.72,73.56
11.76,75.11
11.80,75.20
11.84,72.77
11.88,73.90
11.92,75.15
11.96,74.38
12.00,74.52
12.04,73.24
12.08,74.20
12.12,74.94
12.16,74.50
12.20,74.05
12.24,76.59
12.28,74.90
12.32,77.48
12.36,76.71
12.40,76.68
12.44,76.17
12.48,76.35
12.52,77.53
12.56,77.55
12.60,78.80
12.64,76.21
12.68,77.66
12.72,77.18
12.76,76.72
12.80,76.81
12.84,79.85
12.88,78.64
12.92,77.50
12.96,77.77
13.00,77.29
13.04,76.72
13.08,77.36
13.12,77.27
13.16,77.00
13.20,79.24
13.24,77.78
13.28,77.13
13.32,77.83
13.36,76.80
13.40,76.65
13.44,76.84
13.48,77.44
13.52,75.70
13.56,76.84
13.60,77.84
13.64,77.17
13.68,75.21
13.72,74.96
13.76,76.78
13.80,76.88
13.84,75.45
13.88,73.78
13.92,73.09
13.96,74.26
14.00,74.90
14.04,74.36
14.08,72.90
14.12,73.93
14.16,73.20
14.20,75.19
14.24,74.55
14.28,73.40
14.32,72.02
14.36,73.64
14.40,72.84
14.44,72.41
14.48,71.97
14.52,70.48
14.56,73.05
14.60,71.29
14.64,72.29
14.68,71.56
14.72,70.63
14.76,72.42
14.80,70.67
14.84,70.71
14.88,71.04
14.92,70.86
14.96,69.73
15.00,68.49
15.04,71.48
15.08,71.76
15.12,71.20
15.16,71.82
15.20,71.49
15.24,70.15
15.28,71.74
15.32,71.80
15.36,70.60
15.40,71.54
15.44,73.17
15.48,72.96
15.52,71.72
15.56,72.86
15.60,72.58
15.64,72.48
15.68,73.11
15.72,71.11
15.76,72.05
15.80,72.83
15.84,75.85
15.88,71.65
15.92,72.55
15.96,73.13
16.00,75.56
16.04,75.00
16.08,74.58
16.12,73.75
16.16,74.20
16.20,74.18
16.24,73.74
16.28,74.72
16.32,77.42
16.36,76.94
16.40,75.88
16.44,74.17
16.48,77.34
16.52,75.78
16.56,77.22
16.60,77.36
16.64,76.89
16.68,77.56
16.72,76.43
16.76,76.09
16.80,76.37
16.84,77.21
16.88,75.73
16.92,75.94
16.96,76.51
17.00,76.55
17.04,76.69
17.08,75.93
17.12,76.71
17.16,76.21
17.20,75.32
17.24,77.05
17.28,75.41
17.32,76.66
17.36,75.91
17.40,75.83
17.44,75.00
17.48,74.32
17.52,75.43
17.56,74.82
17.60,74.45
17.64,74.81
17.68,73.16
17.72,74.54
17.76,72.99
17.80,72.44
17.84,73.66
17.88,74.28
17.92,73.94
17.96,74.27
18.00,73.79
18.04,74.34
18.08,70.49
18.12,73.80
18.16,73.72
18.20,70.58
18.24,70.68
18.28,71.31
18.32,71.99
18.36,69.81
18.40,71.74
18.44,71.54
18.48,70.33
18.52,69.70
18.56,71.25
18.60,70.60
18.64,69.40
18.68,70.70
18.72,71.87
18.76,70.15
18.80,70.15
18.84,71.31
18.88,70.56
18.92,68.74
18.96,70.42
19.00,68.67
19.04,69.65
19.08,68.92
19.12,70.13
19.16,70.70
19.20,68.26
19.24,70.68
19.28,70.75
19.32,70.54
19.36,69.69
19.40,69.52
19.44,68.73
19.48,68.83
19.52,70.27
19.56,70.46
19.60,70.29
19.64,70.14
19.68,72.81
19.72,70.11
19.76,69.89
19.80,69.81
19.84,71.95
19.88,70.83
19.92,72.18
19.96,70.53
20.00,72.45
20.04,71.81
20.08,71.43
20.12,72.93
20.16,71.78
20.20,73.54
20.24,74.61
20.28,73.66
20.32,71.84
20.36,73.15
20.40,73.86
20.44,74.77
20.48,74.74
20.52,73.03
20.56,74.67
20.60,73.71
20.64,74.19
20.68,73.36
20.72,74.69
20.76,75.58
20.80,75.83
20.84,74.61
20.88,75.08
20.92,77.12
20.96,74.01
21.00,74.85
21.04,75.32
21.08,73.58
21.12,73.42
21.16,74.44
21.20,74.25
21.24,73.88
21.28,74.55
21.32,73.94
21.36,72.84
21.40,74.49
21.44,74.45
21.48,74.89
21.52,73.43
21.56,74.77
21.60,72.83
21.64,72.86
21.68,72.06
21.72,71.06
21.76,72.40
21.80,73.60
21.84,72.75
21.88,72.26
21.92,70.86
21.96,72.63
22.00,70.55
22.04,71.98
22.08,70.96
22.12,70.20
22.16,69.60
22.20,67.75
22.24,70.98
22.28,69.37
22.32,71.46
22.36,68.90
22.40,69.21
22.44,69.72
22.48,69.44
22.52,66.01
22.56,68.53
22.60,68.50
22.64,67.13
22.68,68.19
22.72,68.01
22.76,69.43
22.80,69.22
22.84,68.10
22.88,67.43
22.92,69.68
22.96,68.06
23.00,66.75
23.04,67.31
23.08,64.70
23.12,66.82
23.16,68.56
23.20,68.76
23.24,66.31
23.28,67.98
23.32,66.56
23.36,67.35
23.40,68.14
23.44,67.18
23.48,67.06
23.52,66.64
23.56,67.35
23.60,69.44
23.64,69.74
23.68,70.07
23.72,69.22
23.76,69.81
23.80,69.32
23.84,69.53
23.88,68.02
23.92,70.71
23.96,69.79
24.00,68.82
24.04,70.96
24.08,71.47
24.12,70.33
24.16,71.29
24.20,71.37
24.24,72.07
24.28,72.45
24.32,73.12
24.36,72.38
24.40,70.27
24.44,72.94
24.48,71.59
24.52,74.27
24.56,73.31
24.60,71.89
24.64,72.05
24.68,73.06
24.72,73.19
24.76,73.59
24.80,73.03
24.84,74.09
24.88,72.90
24.92,73.86
24.96,72.62
25.00,73.24
25.04,72.98
25.08,72.57
25.12,72.96
25.16,72.00
25.20,73.58
25.24,73.34
25.28,71.45
25.32,72.49
25.36,72.25
25.40,71.85
25.44,72.34
25.48,71.67
25.52,71.47
25.56,72.76
25.60,73.64
25.64,72.56
25.68,71.38
25.72,71.72
25.76,70.76
25.80,71.06
25.84,70.81
25.88,70.21
25.92,70.53
25.96,69.82
26.00,68.77
26.04,69.02
26.08,68.13
26.12,68.62
26.16,68.07
26.20,69.19
26.24,68.81
26.28,69.54
26.32,68.32
26.36,67.46
26.40,67.96
26.44,69.05
26.48,68.11
26.52,66.73
26.56,67.68
26.60,67.09
26.64,68.76
26.68,67.12
26.72,68.19
26.76,65.71
26.80,66.15
26.84,67.22
26.88,68.17
26.92,68.68
26.96,65.61
27.00,66.82
27.04,66.11
27.08,68.65
27.12,67.33
27.16,65.27
27.20,66.67
27.24,66.01
27.28,66.09
27.32,65.93
27.36,66.78
27.40,67.68
27.44,66.96
27.48,66.80
27.52,66.45
27.56,68.40
27.60,68.22
27.64,68.46
27.68,65.84
27.72,67.07
27.76,69.25
27.80,68.61
27.84,68.43
27.88,68.91
27.92,68.32
27.96,69.00
28.00,69.81
28.04,69.93
28.08,69.68
28.12,69.68
28.16,68.67
28.20,70.49
28.24,70.95
28.28,71.09
28.32,71.16
28.36,70.91
28.40,70.69
28.44,71.85
28.48,71.97
28.52,71.91
28.56,73.72
28.60,71.81
28.64,71.56
28.68,71.78
28.72,70.70
28.76,71.59
28.80,71.55
28.84,73.69
28.88,73.66
28.92,73.58
28.96,72.71
29.00,72.97
29.04,70.66
29.08,71.76
29.12,72.34
29.16,72.31
29.20,71.51
29.24,71.01
29.28,72.14
29.32,71.26
29.36,70.82
29.40,71.64
29.44,70.13
29.48,69.72
29.52,71.29
29.56,70.99
29.60,71.48
29.64,72.03
29.68,69.23
29.72,70.28
29.76,69.59
29.80,70.48
29.84,68.71
29.88,68.97
29.92,69.58
29.96,68.74
30.00,69.66
30.04,69.30
30.08,68.26
30.12,67.93
30.16,68.25
30.20,67.32
30.24,68.64
30.28,67.04
30.32,66.68
30.36,65.98
30.40,66.97
30.44,67.62
30.48,65.53
30.52,68.55
30.56,67.56
30.60,66.52
30.64,65.13
30.68,66.37
30.72,65.88
30.76,66.35
30.80,65.48
30.84,64.67
30.88,66.41
30.92,66.57
30.96,64.54
31.00,65.09
31.04,67.36
31.08,66.45
31.12,65.83
31.16,65.43
31.20,66.93
31.24,66.24
31.28,66.17
31.32,65.86
31.36,66.57
31.40,68.01
31.44,66.29
31.48,67.17
31.52,68.36
31.56,67.32
31.60,68.08
31.64,65.49
31.68,69.21
31.72,68.63
31.76,67.70
31.80,69.77
31.84,68.18
31.88,69.72
31.92,70.88
31.96,70.00
32.00,69.30
32.04,68.77
32.08,70.52
32.12,70.77
32.16,68.01
32.20,71.64
32.24,70.26
32.28,70.63
32.32,70.25
32.36,70.93
32.40,71.59
32.44,71.35
32.48,71.07
32.52,72.68
32.56,70.21
32.60,72.38
32.64,72.08
32.68,71.05
32.72,72.39
32.76,69.87
32.80,71.53
32.84,71.93
32.88,72.91
32.92,71.74
32.96,71.47
33.00,72.54
33.04,72.89
33.08,72.98
33.12,71.55
33.16,71.68
33.20,71.51
33.24,71.66
33.28,72.75
33.32,71.65
33.36,70.56
33.40,71.86
33.44,71.28
33.48,71.94
33.52,72.27
33.56,70.90
33.60,69.97
33.64,69.71
33.68,70.86
33.72,71.53
33.76,69.28
33.80,69.87
33.84,71.07
33.88,70.56
33.92,67.77
33.96,69.02
34.00,68.77
34.04,69.33
34.08,68.70
34.12,70.14
34.16,68.53
34.20,68.22
34.24,68.02
34.28,69.00
34.32,69.04
34.36,67.22
34.40,67.58
34.44,67.86
34.48,67.55
34.52,67.81
34.56,67.71
34.60,66.30
34.64,66.36
34.68,65.13
34.72,67.30
34.76,66.51
34.80,66.57
34.84,64.95
34.88,67.17
34.92,66.58
34.96,66.37
35.00,67.57
35.04,66.58
35.08,66.76
35.12,67.40
35.16,67.37
35.20,67.95
35.24,66.13
35.28,66.44
35.32,68.02
35.36,67.04
35.40,67.01
35.44,66.69
35.48,66.60
35.52,67.18
35.56,66.82
35.60,66.61
35.64,66.13
35.68,66.44
35.72,68.02
35.76,67.30
35.80,68.17
35.84,68.97
35.88,67.95
35.92,69.14
35.96,69.16
36.00,68.34
36.04,69.58
36.08,69.77
36.12,71.04
36.16,70.95
36.20,71.11
36.24,71.47
36.28,71.18
36.32,70.35
36.36,72.45
36.40,72.02
36.44,71.85
36.48,73.61
36.52,70.48
36.56,71.73
36.60,72.37
36.64,73.14
36.68,73.13
36.72,73.58
36.76,72.74
36.80,73.16
36.84,72.69
36.88,73.04
36.92,71.74
36.96,73.48
37.00,71.33
37.04,72.40
37.08,71.40
37.12,73.21
37.16,73.25
37.20,73.21
37.24,74.33
37.28,72.73
37.32,72.58
37.36,71.96
37.40,72.48
37.44,71.09
37.48,74.43
37.52,73.60
37.56,71.41
37.60,72.47
37.64,72.89
37.68,73.66
37.72,71.72
37.76,70.69
37.80,70.66
37.84,70.14
37.88,71.72
37.92,70.25
37.96,69.48
38.00,68.61
38.04,70.75
38.08,69.75
38.12,69.14
38.16,70.40
38.20,69.48
38.24,69.08
38.28,69.64
38.32,69.77
38.36,68.66
38.40,67.77
38.44,68.84
38.48,69.32
38.52,68.28
38.56,68.25
38.60,68.70
38.64,67.86
38.68,66.87
38.72,69.35
38.76,68.15
38.80,66.89
38.84,66.69
38.88,68.76
38.92,66.30
38.96,67.83
39.00,67.58
39.04,65.89
39.08,67.36
39.12,66.91
39.16,68.61
39.20,67.91
39.24,68.65
39.28,67.83
39.32,66.97
39.36,69.24
39.40,68.64
39.44,69.19
39.48,66.73
39.52,68.52
39.56,67.98
39.60,70.72
39.64,69.07
39.68,69.87
39.72,67.47
39.76,68.51
39.80,70.45
39.84,71.78
39.88,69.68
39.92,70.29
39.96,69.12
40.00,71.40
40.04,73.25
40.08,70.95
40.12,72.76
40.16,71.72
40.20,71.55
40.24,71.30
40.28,73.85
40.32,71.32
40.36,72.72
40.40,73.05
40.44,73.82
40.48,73.23
40.52,73.91
40.56,74.57
40.60,74.48
40.64,74.22
40.68,75.29
40.72,74.18
40.76,74.60
40.80,74.96
40.84,74.30
40.88,73.88
40.92,73.03
40.96,74.86
41.00,74.82
41.04,74.87
41.08,73.29
41.12,72.67
41.16,74.88
41.20,74.04
41.24,73.18
41.28,72.83
41.32,73.97
41.36,74.30
41.40,74.24
41.44,72.83
41.48,72.22
41.52,72.53
41.56,74.44
41.60,72.30
41.64,71.28
41.68,72.78
41.72,73.70
41.76,71.06
41.80,73.38
41.84,72.91
41.88,70.94
41.92,71.49
41.96,73.10
42.00,70.19
42.04,70.31
42.08,73.19
42.12,70.78
42.16,68.93
42.20,69.79
42.24,69.89
42.28,71.18
42.32,69.44
42.36,70.60
42.40,71.54
42.44,69.79
42.48,71.24
42.52,69.06
42.56,69.74
42.60,69.44
42.64,68.41
42.68,67.48
42.72,70.54
42.76,69.96
42.80,68.81
42.84,70.09
42.88,69.71
42.92,68.60
42.96,69.50
43.00,68.14
43.04,68.36
43.08,70.81
43.12,68.81
43.16,67.59
43.20,68.52
43.24,68.85
43.28,67.56
43.32,67.89
43.36,68.20
43.40,70.43
43.44,69.97
43.48,69.72
43.52,70.56
43.56,70.20
43.60,70.46
43.64,70.51
43.68,70.33
43.72,71.84
43.76,70.44
43.80,72.02
43.84,72.38
43.88,70.96
43.92,71.29
43.96,72.67
44.00,72.44
44.04,72.29
44.08,71.71
44.12,72.60
44.16,72.69
44.20,73.59
44.24,75.04
44.28,72.66
44.32,75.50
44.36,75.40
44.40,74.65
44.44,74.20
44.48,74.85
44.52,73.66
44.56,74.85
44.60,75.58
44.64,75.34
44.68,74.21
44.72,75.02
44.76,77.64
44.80,75.13
44.84,74.23
44.88,74.67
44.92,77.45
44.96,74.33
45.00,75.67
45.04,74.39
45.08,76.27
45.12,74.46
45.16,76.45
45.20,74.84
45.24,75.36
45.28,75.61
45.32,75.46
45.36,74.11
45.40,74.71
45.44,74.30
45.48,75.52
45.52,72.15
45.56,74.62
45.60,72.93
45.64,73.21
45.68,74.63
45.72,75.47
45.76,73.41
45.80,74.32
45.84,73.02
45.88,73.77
45.92,72.26
45.96,72.23
46.00,73.25
46.04,74.16
46.08,71.42
46.12,71.54
46.16,71.28
46.20,71.90
46.24,71.72
46.28,72.58
46.32,71.08
46.36,70.81
46.40,69.07
46.44,70.75
46.48,70.40
46.52,71.16
46.56,70.09
46.60,69.80
46.64,70.03
46.68,71.52
46.72,71.44
46.76,71.13
46.80,70.52
46.84,69.79
46.88,70.58
46.92,68.95
46.96,69.12
47.00,70.64
47.04,68.86
47.08,68.69
47.12,70.46
47.16,69.38
47.20,70.79
47.24,68.32
47.28,70.50
47.32,71.78
47.36,70.61
47.40,69.94
47.44,71.11
47.48,70.71
47.52,70.62
47.56,70.67
47.60,71.06
47.64,72.59
47.68,71.68
47.72,71.08
47.76,71.16
47.80,70.54
47.84,72.28
47.88,72.19
47.92,72.07
47.96,73.69
48.00,73.85
48.04,73.09
48.08,72.86
48.12,75.46
48.16,71.49
48.20,74.87
48.24,74.91
48.28,73.28
48.32,72.56
48.36,73.88
48.40,74.24
48.44,73.96
48.48,76.29
48.52,74.59
48.56,76.03
48.60,75.60
48.64,74.44
48.68,75.09
48.72,77.06
48.76,73.95
48.80,75.83
48.84,76.13
48.88,76.13
48.92,76.12
48.96,77.45
49.00,74.06
49.04,76.29
49.08,74.75
49.12,74.82
49.16,75.90
49.20,74.92
49.24,76.82
49.28,75.84
49.32,74.19
49.36,74.90
49.40,74.09
49.44,74.41
49.48,76.34
49.52,74.68
49.56,74.83
49.60,73.37
49.64,76.08
49.68,74.47
49.72,73.14
49.76,75.56
49.80,72.61
49.84,73.07
49.88,73.26
49.92,73.17
49.96,72.04
50.00,72.49
50.04,73.63
50.08,72.61
50.12,73.28
50.16,71.46
50.20,70.70
50.24,72.77
50.28,72.42
50.32,72.05
50.36,70.89
50.40,70.24
50.44,70.26
50.48,71.77
50.52,70.68
50.56,71.31
50.60,69.78
50.64,69.08
50.68,70.96
50.72,70.64
50.76,70.05
50.80,71.52
50.84,68.66
50.88,69.81
50.92,70.28
50.96,68.16
51.00,69.75
51.04,68.96
51.08,70.82
51.12,70.24
51.16,68.13
51.20,69.66
51.24,69.98
51.28,69.37
51.32,70.71
51.36,71.25
51.40,70.67
51.44,70.71
51.48,71.15
51.52,70.82
51.56,70.33
51.60,70.65
51.64,70.88
51.68,71.27
51.72,71.07
51.76,71.20
51.80,73.16
51.84,72.54
51.88,70.83
51.92,72.61
51.96,73.43
52.00,72.07
52.04,73.04
52.08,72.33
52.12,73.60
52.16,72.35
52.20,73.90
52.24,74.14
52.28,73.91
52.32,73.84
52.36,74.63
52.40,74.23
52.44,73.44
52.48,74.65
52.52,74.64
52.56,74.32
52.60,75.17
52.64,74.63
52.68,74.91
52.72,75.42
52.76,76.25
52.80,74.97
52.84,75.65
52.88,74.44
52.92,75.84
52.96,76.39
53.00,75.63
53.04,76.92
53.08,74.76
53.12,75.69
53.16,75.96
53.20,74.76
53.24,75.82
53.28,75.74
53.32,76.02
53.36,75.96
53.40,73.22
53.44,75.20
53.48,73.80
53.52,73.93
53.56,74.15
53.60,74.34
53.64,72.82
53.68,73.65
53.72,74.32
53.76,72.73
53.80,73.49
53.84,72.78
53.88,72.56
53.92,72.08
53.96,71.58
54.00,72.77
54.04,71.45
54.08,73.87
54.12,71.65
54.16,71.61
54.20,68.80
54.24,70.20
54.28,70.81
54.32,71.85
54.36,70.37
54.40,69.29
54.44,69.80
54.48,69.11
54.52,68.83
54.56,69.11
54.60,69.17
54.64,68.85
54.68,69.36
54.72,67.76
54.76,69.59
54.80,69.28
54.84,69.90
54.88,68.90
54.92,68.88
54.96,68.75
55.00,68.00
55.04,67.02
55.08,69.25
55.12,69.05
55.16,67.35
55.20,69.32
55.24,68.56
55.28,68.80
55.32,68.51
55.36,69.71
55.40,68.70
55.44,70.22
55.48,67.85
55.52,71.38
55.56,69.24
55.60,70.28
55.64,71.43
55.68,68.94
55.72,70.35
55.76,70.09
55.80,69.97
55.84,71.20
55.88,72.15
55.92,70.48
55.96,73.26
56.00,74.06
56.04,73.54
56.08,72.58
56.12,73.94
56.16,71.19
56.20,71.92
56.24,70.86
56.28,73.86
56.32,72.58
56.36,72.94
56.40,73.80
56.44,73.29
56.48,74.25
56.52,73.75
56.56,73.94
56.60,74.56
56.64,73.25
56.68,73.54
56.72,73.85
56.76,73.19
56.80,74.68
56.84,75.16
56.88,72.89
56.92,73.22
56.96,73.69
57.00,74.73
57.04,73.49
57.08,74.88
57.12,75.15
57.16,73.53
57.20,72.26
57.24,72.55
57.28,73.45
57.32,75.04
57.36,73.45
57.40,72.59
57.44,73.17
57.48,71.65
57.52,71.88
57.56,73.22
57.60,72.73
57.64,71.17
57.68,71.71
57.72,71.46
57.76,73.56
57.80,70.01
57.84,71.53
57.88,73.00
57.92,72.06
57.96,71.12
58.00,70.98
58.04,70.98
58.08,71.14
58.12,68.55
58.16,69.26
58.20,70.40
58.24,68.06
58.28,70.86
58.32,69.41
58.36,68.85
58.40,67.96
58.44,68.66
58.48,69.76
58.52,67.00
58.56,68.02
58.60,68.79
58.64,67.61
58.68,66.12
58.72,67.52
58.76,68.19
58.80,67.29
58.84,67.52
58.88,67.31
58.92,67.48
58.96,65.29
59.00,67.22
59.04,68.20
59.08,67.43
59.12,66.57
59.16,65.72
59.20,66.23
59.24,67.62
59.28,66.55
59.32,65.83
59.36,66.80
59.40,69.25
59.44,66.74
59.48,67.90
59.52,68.02
59.56,68.80
59.60,68.27
59.64,67.17
59.68,69.10
59.72,69.59
59.76,67.25
59.80,69.41
59.84,70.69
59.88,67.00
59.92,69.13
59.96,70.52
60.00,68.82
60.04,69.38
60.08,71.16
60.12,70.25
60.16,71.76
60.20,72.46
60.24,69.54
60.28,69.74
60.32,69.31
60.36,70.02
60.40,70.98
60.44,70.71
60.48,71.53
60.52,72.25
60.56,72.63
60.60,73.59
60.64,71.70
60.68,72.27
60.72,73.03
60.76,73.36
60.80,72.83
60.84,71.48
60.88,72.11
60.92,71.70
60.96,72.47
61.00,70.72
61.04,72.72
61.08,71.74
61.12,72.63
61.16,73.84
61.20,72.08
61.24,71.44
61.28,72.95
61.32,72.86
61.36,72.10
61.40,71.02
61.44,70.90
61.48,70.68
61.52,72.11
61.56,70.74
61.60,71.49
61.64,69.42
61.68,70.30
61.72,70.67
61.76,69.10
61.80,68.68
61.84,68.17
61.88,70.41
61.92,69.29
61.96,69.81
62.00,68.15
62.04,68.75
62.08,68.00
62.12,67.64
62.16,66.31
62.20,69.18
62.24,67.30
62.28,67.73
62.32,66.53
62.36,66.78
62.40,67.45
62.44,66.57
62.48,66.68
62.52,68.04
62.56,66.72
62.60,66.85
62.64,65.19
62.68,66.72
62.72,65.32
62.76,65.87
62.80,65.06
62.84,65.27
62.88,65.55
62.92,66.20
62.96,65.08
63.00,64.87
63.04,65.33
63.08,64.57
63.12,65.98
63.16,65.00
63.20,65.87
63.24,66.11
63.28,66.33
63.32,63.83
63.36,65.75
63.40,66.90
63.44,65.38
63.48,66.00
63.52,66.15
63.56,66.55
63.60,67.47
63.64,66.37
63.68,66.82
63.72,66.71
63.76,65.70
63.80,66.18
63.84,67.24
63.88,68.59
63.92,68.27
63.96,66.84
64.00,67.92
64.04,68.09
64.08,69.06
64.12,67.18
64.16,67.43
64.20,69.20
64.24,67.75
64.28,68.75
64.32,70.10
64.36,69.39
64.40,69.30
64.44,68.40
64.48,71.27
64.52,68.79
64.56,70.66
64.60,70.72
64.64,70.58
64.68,69.90
64.72,70.98
64.76,70.24
64.80,70.33
64.84,69.30
64.88,70.85
64.92,70.83
64.96,70.52
65.00,69.35
65.04,70.80
65.08,68.94
65.12,69.22
65.16,68.82
65.20,69.66
65.24,70.29
65.28,69.31
65.32,69.90
65.36,68.18
65.40,69.61
65.44,69.55
65.48,68.70
65.52,69.06
65.56,69.00
65.60,69.12
65.64,68.61
65.68,68.17
65.72,69.48
65.76,69.80
65.80,67.13
65.84,67.47
65.88,66.61
65.92,68.52
65.96,66.44
66.00,67.81
66.04,67.74
66.08,65.61
66.12,66.09
66.16,66.69
66.20,65.45
66.24,67.04
66.28,66.25
66.32,65.72
66.36,66.77
66.40,65.24
66.44,64.83
66.48,65.35
66.52,64.65
66.56,63.50
66.60,64.06
66.64,64.61
66.68,64.46
66.72,64.82
66.76,63.57
66.80,63.30
66.84,61.43
66.88,62.86
66.92,64.67
66.96,64.05
67.00,64.12
67.04,64.84
67.08,62.32
67.12,65.16
67.16,63.86
67.20,64.74
67.24,65.45
67.28,63.80
67.32,64.47
67.36,66.03
67.40,64.15
67.44,64.42
67.48,64.00
67.52,64.12
67.56,63.45
67.60,64.62
67.64,67.27
67.68,64.53
67.72,64.54
67.76,66.66
67.80,66.03
67.84,66.95
67.88,64.89
67.92,66.13
67.96,66.37
68.00,66.73
68.04,67.80
68.08,65.38
68.12,67.63
68.16,66.06
68.20,67.62
68.24,67.97
68.28,68.48
68.32,69.57
68.36,66.40
68.40,67.82
68.44,67.57
68.48,67.83
68.52,68.79
68.56,69.37
68.60,67.98
68.64,69.23
68.68,69.49
68.72,70.68
68.76,69.54
68.80,70.20
68.84,69.03
68.88,68.72
68.92,67.95
68.96,69.97
69.00,68.44
69.04,68.78
69.08,69.55
69.12,70.31
69.16,68.93
69.20,70.52
69.24,67.78
69.28,68.24
